pdb,F_I-sc,F_dG-cross/dSASAx100,F_dG-separated/dSASAx100,F_dSASA-polar,F_fa-dun,F_fa-intra-rep,F_fa-intra-sol-xover4,F_sc-value
3dqp_1,-59.262,-3.603,-2.551,357.951,832.99,4.289,88.513,0.772
3dqv_12,-44.306,-1.427,-0.66,1638.546,2891.971,12.74,185.463,0.456
3dqz_2,-55.919,-2.798,-2.683,477.286,1352.735,6.446,109.62,0.768
3dui_1,-38.86,-3.02,-2.438,666.436,605.04,3.309,55.45,0.611
3duv_1,-66.98,-2.207,-1.714,1042.947,1188.03,7.065,111.023,0.671
3dvf_1,-37.604,-2.731,38.205,526.325,425.828,2.059,34.57,0.686
3dvi_1,-38.164,-2.34,-2.34,461.989,446.568,2.312,35.962,0.615
3dxb_16,-40.523,-1.52,22.71,1522.153,935.421,3.944,76.08,0.548
3dyd_1,-158.247,-3.091,-2.474,2096.745,1610.829,8.681,151.891,0.703
3e6d_1,-122.146,-2.521,-1.797,1611.68,1014.259,6.252,84.934,0.619
3e7k_14,-64.101,-2.434,-1.658,716.231,245.709,1.454,23.863,0.648
3e7p_1,-51.648,-3.096,-1.795,670.724,1494.213,8.745,104.763,0.545
3e8s_1,-41.555,-1.984,-1.76,775.327,717.265,4.066,84.45,0.659
3eb8_3,-53.734,-1.601,-1.09,949.667,1867.313,9.18,148.58,0.41
3ec9_1,-77.458,-4.881,-3.867,517.868,435.05,2.55,47.369,0.779
3eeg_1,-35.674,-2.257,-1.877,393.387,1924.285,8.874,115.775,0.565
3ees_1,-43.47,-2.546,-1.784,760.58,664.121,2.702,54.951,0.687
3efb_1,-50.055,-2.82,-2.458,587.734,1442.884,6.551,101.778,0.6
3egj_2,-52.3,-2.592,-1.775,781.773,3206.94,10.412,149.775,0.584
3ego_1,-56.68,-3.264,-2.472,347.178,1476.961,7.564,114.556,0.797
3ehc_1,-63.105,-3.267,-2.369,441.019,571.63,2.862,55.231,0.704
3eij_1,-51.366,-1.278,-0.035,1460.503,1602.833,6.993,119.69,0.649
3enm_11,-88.105,-2.074,-1.207,1855.198,1968.701,9.386,122.709,0.617
3eoq_1,-45.101,-1.734,-1.441,892.734,2087.836,8.36,178.836,0.598
3erj_1,-48.884,-2.416,-1.936,542.574,424.845,2.821,43.894,0.676
3esf_1,-43.4,-2.333,-1.169,595.815,810.881,4.331,82.075,0.726
3eul_6,-41.902,-2.654,0.202,449.104,506.496,2.491,45.286,0.676
3eus_1,-71.655,-4.001,-3.196,512.356,360.277,1.871,34.778,0.708
3ewb_1,-46.773,-2.886,-2.442,596.345,1338.851,7.213,114.069,0.696
3ez9_2,-39.752,-1.03,1.057,1365.504,2583.231,11.542,166.504,0.404
3f14_1,-57.4,-3.836,-3.327,507.992,392.03,2.701,44.528,0.825
3f3y_2,-25.935,-1.624,-0.583,744.598,1509.082,7.954,132.316,0.299
3f4k_1,-53.552,-3.161,-1.602,728.747,1176.628,6.27,108.801,0.771
3f8h_1,-93.118,-3.503,-3.188,1094.834,436.148,3.037,59.009,0.745
3f9s_1,-77.014,-3.887,-3.43,599.31,469.478,2.985,59.062,0.701
3fb3_1,-187.507,-3.299,-2.465,2272.438,690.842,2.963,50.973,0.734
3fbt_2,-61.833,-3.554,-2.834,831.293,1801.411,10.267,110.414,0.68
3fbu_1,-48.271,-3.036,-2.28,580.808,758.91,4.101,77.199,0.766
3fcx_1,-18.32,-0.967,-0.502,843.848,942.855,5.856,102.06,0.311
3fdg_1,-44.581,-2.656,-2.445,437.718,1354.196,6.837,141.988,0.681
3fe1_7,-33.311,-1.266,-0.052,1325.744,1568.851,7.674,137.707,0.511
3ffn_1,-38.294,-1.634,-1.002,1041.728,4925.565,16.773,303.689,0.684
3fg3_1,-42.616,-1.355,-1.296,1378.438,2933.284,15.019,300.238,0.601
3fg6_42,-41.52,-2.236,-1.146,841.862,2139.054,6.884,133.258,0.607
3fh0_1,-14.502,-1.906,-0.537,360.948,506.57,2.451,48.677,0.385
3fjo_2,-44.959,-1.207,-0.045,1723.543,3802.521,13.961,277.412,0.478
3frl_1,-45.578,-2.028,-0.934,598.228,1083.443,4.784,78.01,0.579
3frs_2,-41.891,-1.641,-0.963,859.397,1170.836,4.239,80.509,0.532
3ftj_3,-49.651,-2.126,-0.601,1063.211,1027.208,5.759,92.303,0.623
3ftj_5,-47.707,-1.609,0.249,1382.761,954.654,5.63,88.259,0.653
3g0f_1,-89.945,-2.623,-2.023,1328.959,1463.458,8.227,117.096,0.64
3g0k_1,-85.294,-2.648,-2.517,1202.168,372.995,2.454,53.984,0.654
3g13_1,-61.293,-2.979,-2.27,843.593,747.95,3.186,62.334,0.645
3g17_2,-43.083,-2.011,-1.505,739.637,1781.337,7.35,123.956,0.602
3g45_1,-24.03,-1.274,-0.199,1087.928,2226.672,9.031,171.592,0.474
3g48_2,-26.206,-2.826,-1.163,417.982,384.231,2.399,37.13,0.649
3g7p_1,-60.944,-3.561,-3.141,488.653,589.298,3.792,62.344,0.761
3gff_1,-35.829,-1.626,-1.135,667.697,1434.198,7.8,135.787,0.457
3ghy_3,-60.235,-2.966,-2.21,784.089,1479.942,6.267,102.331,0.691
3glv_1,-58.301,-3.806,-2.605,517.393,584.849,3.165,50.328,0.647
3gor_1,-50.743,-2.42,-1.913,771.374,931.885,4.732,76.235,0.62
3grl_1,-55.371,-1.795,-0.298,1282.848,2751.408,13.718,236.385,0.525
3gty_7,-33.184,-1.502,-0.739,952.436,3316.411,11.222,197.0,0.589
3gw2_1,-100.628,-3.955,-3.434,429.296,407.078,1.849,35.057,0.782
3gz1_1,-65.972,-2.096,-0.925,845.436,1034.063,4.6,64.702,0.601
3h1s_1,-43.343,-2.318,-1.615,736.022,878.429,4.193,77.824,0.703
3h2d_1,-96.048,-3.974,-3.423,963.111,554.283,3.102,52.231,0.707
3h7l_3,-20.053,-1.545,-1.002,673.552,3011.225,11.726,264.367,0.449
3hde_2,-39.242,-2.27,65.632,684.873,755.173,4.521,57.771,0.491
3hdv_3,-42.866,-3.804,-3.506,203.84,641.528,3.184,50.967,0.832
3hf7_2,-40.693,-2.484,-1.899,614.798,917.046,3.689,61.911,0.624
3hgv_3,-32.415,-1.363,-0.492,1204.382,1748.639,8.735,138.663,0.536
3hh7_1,-56.593,-3.837,49.673,708.445,231.586,1.194,29.075,0.716
3hha_4,-24.206,-2.01,193.804,448.994,754.889,4.082,91.037,0.617
3hhv_1,-38.09,-2.454,-1.168,508.959,494.683,2.281,43.432,0.675
3hie_3,-150.239,-3.508,-2.955,1747.828,1312.975,7.178,80.7,0.683
3hj6_1,-56.973,-2.668,-1.31,781.257,1894.672,39.744,129.138,0.658
3hjg_1,-40.505,-2.479,-1.747,744.78,1638.609,4.389,85.065,0.627
3hjp_1,-49.135,-2.857,-2.291,352.348,813.591,4.938,61.054,0.638
3hm7_2,-39.209,-1.394,0.518,582.932,3018.877,8.914,178.758,0.641
3hmk_1,-36.929,-2.395,-1.272,370.732,1380.663,6.078,111.118,0.722
3hn2_1,-41.063,-2.184,-1.724,863.496,2096.546,6.42,115.355,0.601
3hna_3,-140.633,0.0,0.0,0.0,1093.15,6.396,133.919,0.0
3hpn_1,-63.369,-1.286,21.186,1161.231,875.188,4.441,70.663,0.655
3hq2_1,-65.606,-2.297,-1.713,1237.487,2606.087,15.11,238.103,0.603
3hqx_1,-104.391,-4.374,-3.707,956.234,369.434,2.23,37.564,0.734
3hru_1,-46.106,-2.892,-1.835,497.176,1942.931,8.311,90.536,0.681
3htv_1,-87.664,-3.59,-2.354,770.403,964.157,4.736,106.518,0.76
3hv2_1,-39.82,-3.454,-2.096,469.266,536.254,2.919,60.578,0.738
3hx8_2,-72.192,-3.01,-2.637,851.647,395.686,2.353,50.166,0.724
3hy1_5,-41.723,-1.095,-0.338,1904.057,2365.851,12.4,193.841,0.456
3hy8_1,-129.502,-2.613,-1.791,1912.435,1038.839,5.516,101.266,0.708
3hyq_2,-47.917,-3.24,-3.064,450.856,619.871,3.347,69.278,0.7
3hz4_1,-74.943,-2.737,-2.444,1293.377,766.195,2.788,50.349,0.643
3hzu_1,-28.557,-1.12,-0.309,1090.958,1174.971,5.633,122.028,0.456
3i83_1,-81.332,-3.549,-3.067,729.224,1257.396,6.342,94.376,0.791
3i8b_2,-69.908,-3.211,-2.873,712.685,2334.759,10.619,179.916,0.715
3icw_3,-97.842,-2.521,29.037,1110.389,823.409,5.895,92.949,0.803
3ift_2,-19.034,-2.362,-1.846,449.182,475.338,3.153,51.385,0.392
3igd_1,-28.682,-1.273,0.045,816.76,677.362,3.898,62.24,0.623
3igr_2,-60.063,-2.804,-2.509,612.125,913.71,4.642,84.275,0.656
3ihl_5,-127.006,-3.183,-2.991,1450.153,1011.707,5.433,83.893,0.645
3ihr_3,-53.78,-1.655,-1.167,1512.172,1665.522,8.557,115.102,0.478
3ijl_2,-26.735,-1.32,-0.622,851.068,1125.028,8.137,131.254,0.436
3jr8_2,-32.412,-2.045,318.927,146.331,888.492,3.682,63.682,0.577
3jth_1,-84.105,-3.158,-2.681,590.344,487.138,2.695,42.932,0.675
3juw_2,-68.217,-3.59,-2.522,801.284,829.585,3.171,65.053,0.723
3jv5_2,-26.549,-1.922,-0.998,508.318,631.878,3.386,50.764,0.629
3jv9_1,-62.543,-2.572,-2.026,860.64,1528.014,6.274,78.828,0.615
3jw0_13,-34.948,-1.498,-0.847,1358.556,2766.137,13.854,198.379,0.353
3k1m_1,-38.632,-2.228,-1.554,838.693,1310.529,6.238,123.213,0.56
3k44_21,-34.36,-1.454,-0.307,1034.951,959.963,3.472,65.073,0.493
3k55_9,-160.047,-2.466,8.135,2602.457,1599.433,8.073,117.715,0.722
3k5s_1,-37.869,-1.86,-0.789,750.821,1517.132,6.267,80.658,0.517
3k5x_2,-46.972,-2.683,-2.114,746.466,1170.24,7.471,165.335,0.617
3k6k_2,-61.189,-3.14,-2.859,861.41,1907.126,6.694,107.292,0.585
3k86_1,-172.233,-3.171,-2.736,1806.935,505.268,3.563,52.507,0.729
3k8v_9,-54.854,-2.021,-1.262,628.717,1391.33,5.557,113.591,0.619
3kay_1,-50.577,-2.863,-2.431,636.539,1143.733,4.468,81.417,0.729
3kb1_1,-37.331,-2.273,-1.405,363.703,1691.763,7.674,102.717,0.52
3kbf_1,-59.057,-3.805,30.413,449.045,423.193,2.618,49.722,0.812
3kcn_1,-35.428,-2.243,-1.201,582.994,808.959,3.603,53.72,0.5
3keb_1,-50.288,-2.499,-1.835,1042.896,747.792,3.907,76.743,0.625
3kg6_2,-37.487,-3.059,0.418,481.082,1549.599,5.579,105.038,0.736
3kg7_2,-48.489,-3.645,-2.547,537.3,1655.656,5.661,111.943,0.633
3kg8_1,-51.742,-3.193,-2.315,457.975,1638.585,6.043,110.837,0.731
3kga_1,-59.057,-2.253,-1.04,1036.147,1723.014,8.195,126.209,0.701
3khp_2,-93.195,-3.241,-2.891,1251.878,1131.372,5.56,93.465,0.648
3kht_2,-67.848,-3.167,-2.714,857.6,689.676,3.368,55.252,0.709
3kkc_1,-54.058,-2.4,-1.156,666.676,1748.04,7.382,101.053,0.623
3knz_3,-56.463,-1.632,-1.115,1358.692,1021.7,7.485,119.346,0.536
3kph_1,-158.889,-2.322,-1.196,2091.387,1370.042,6.818,106.817,0.643
3ksh_1,-69.633,-3.479,-2.176,794.348,513.949,3.743,71.652,0.756
3kt3_3,-52.03,-1.602,-0.717,1575.658,2179.759,8.74,172.261,0.527
3ktm_12,-67.861,-2.068,83.085,1274.26,833.066,4.357,78.07,0.576
3kux_3,-35.228,-1.876,-1.093,514.737,1672.312,9.574,133.38,0.593
3kvb_1,-56.968,-1.562,-0.493,1153.263,1764.974,9.637,158.652,0.54
3kza_1,-28.27,-3.039,57.088,443.975,961.748,2.978,59.831,0.764
3l0z_5,-48.624,-2.229,-1.556,626.916,2230.614,9.914,131.886,0.714
3l18_1,-60.207,-3.423,-2.174,651.888,672.034,3.478,68.753,0.735
3l1e_1,-69.797,-3.451,-3.183,947.609,406.123,2.204,45.858,0.681
3l1w_2,-54.955,-3.174,-2.624,714.705,1042.693,5.69,117.617,0.784
3l5z_1,-72.765,-3.359,-2.589,1063.791,727.493,3.626,53.268,0.681
3l6b_1,-51.416,-2.53,-2.123,631.966,1046.944,5.979,106.508,0.719
3l7o_1,-79.571,-2.941,-2.392,1060.306,856.977,4.951,87.399,0.689
3l9e_2,-45.861,-3.063,36.839,579.142,568.183,2.556,54.095,0.698
3l9n_5,-37.95,-1.686,-1.169,1202.899,1738.378,10.036,159.908,0.439
3l9z_1,-72.957,-3.271,-1.95,974.625,724.721,3.236,59.571,0.728
3lag_1,-60.222,-3.794,-3.09,546.172,299.369,1.875,36.542,0.692
3lcr_1,-50.976,-2.597,-2.044,516.054,1079.683,4.944,106.114,0.675
3leq_2,-39.252,-3.006,-2.98,341.836,478.937,1.941,30.332,0.594
3lf6_1,-69.66,-2.479,-1.827,799.063,628.921,3.908,71.337,0.659
3lf7_2,-57.914,-2.817,-2.376,596.946,2446.302,14.209,253.58,0.775
3lfi_1,-56.895,-2.684,-2.395,658.847,2505.868,13.929,250.815,0.738
3lhk_2,-104.335,-2.869,-2.484,1027.222,755.96,3.524,64.508,0.681
3lhr_1,-123.425,-3.611,-2.92,1188.0,458.601,2.094,49.499,0.726
3lhx_1,-53.743,-3.011,-1.815,604.119,1311.809,6.323,107.381,0.679
3ljb_2,-35.847,-2.679,-1.95,544.571,1547.416,5.735,123.467,0.674
3ljs_1,-54.128,-2.635,-2.448,555.091,1282.143,7.98,118.168,0.73
3lmb_1,-78.199,-2.318,-1.504,979.287,945.271,3.561,66.794,0.633
3lmn_8,-54.717,-1.546,-1.032,1250.75,491.544,2.686,53.699,0.698
3lo3_3,-87.228,-3.205,-1.429,1050.609,563.578,2.609,36.908,0.665
3lp9_1,-33.061,-2.697,-2.274,636.058,1276.326,7.651,95.247,0.641
3lpm_1,-47.136,-2.716,-2.233,577.635,1670.719,8.102,97.144,0.66
3lqe_5,-15.306,-0.843,-0.612,712.516,1421.68,6.624,108.381,0.374
3lqn_1,-84.804,-3.07,-1.874,767.211,722.044,4.324,59.027,0.676
3lrq_1,-69.268,-3.019,-1.748,550.704,592.844,2.358,41.46,0.719
3lrq_2,-44.943,-2.251,-1.834,696.847,530.818,2.959,41.514,0.57
3ltv_1,-49.893,-3.468,34.992,404.272,722.789,2.912,51.635,0.741
3lv9_1,-55.998,-2.799,78.442,662.322,763.559,4.052,61.182,0.729
3lwb_1,-48.737,-2.474,-1.41,615.888,1242.137,7.558,113.907,0.604
3lxy_1,-83.149,-2.734,-1.13,974.758,1329.269,7.016,114.607,0.639
3lya_4,-26.63,-1.375,3.564,687.397,1701.664,7.371,136.648,0.475
3lyc_3,-64.171,-2.775,-2.149,1081.57,922.46,5.241,88.946,0.762
3lyn_1,-39.961,-2.324,-1.76,540.617,803.18,5.36,58.297,0.718
3lyp_1,-66.154,-3.098,-2.363,778.835,715.951,4.275,82.024,0.723
3lza_1,-49.617,-3.177,-2.582,424.806,612.021,3.156,59.232,0.705
3m45_2,-37.211,-2.241,77.934,577.022,534.806,2.318,36.023,0.615
3m5b_1,-48.84,-2.861,-2.664,517.784,655.998,1.933,35.007,0.679
3m5u_1,-123.073,-2.663,6.281,1689.772,1922.05,9.32,149.445,0.599
3m7p_3,-87.361,-2.081,42.527,1759.597,2357.931,5.176,134.291,0.636
3me4_1,-46.131,-2.1,228.227,754.884,665.418,2.55,62.152,0.687
3mg9_3,-34.236,-1.659,-1.046,501.895,923.455,5.886,106.807,0.656
3mgc_2,-110.2,-2.095,-1.083,2015.57,1181.69,6.168,107.412,0.716
3ml6_3,-43.666,-1.782,1.037,1010.151,2841.432,15.018,150.948,0.656
3ml6_7,-21.945,-1.004,0.462,1028.259,2598.242,13.967,146.676,0.525
3mlo_3,-48.447,-2.307,-0.867,814.205,1422.299,4.962,95.283,0.625
3mlp_10,-63.295,-1.857,-0.819,1272.997,1883.034,7.875,119.765,0.649
3mnd_1,-50.799,-3.601,39.439,478.286,585.315,3.526,50.447,0.7
3mq4_1,-54.038,-2.522,97.128,841.154,1873.341,7.324,156.628,0.732
3msq_6,-82.581,-2.816,-2.226,682.094,1040.431,3.877,84.103,0.647
3mt5_4,-35.548,-0.778,0.157,2121.864,4070.928,14.397,249.461,0.456
3mux_1,-73.133,-3.557,-3.047,642.867,735.014,4.812,93.926,0.705
3mxo_2,-43.373,-2.298,-1.597,498.754,737.848,4.079,81.332,0.742
3n3m_1,-148.459,-3.04,-2.384,1973.69,1432.638,8.014,153.907,0.739
3n5c_1,-87.824,-2.971,-0.922,1213.393,740.207,3.126,70.726,0.737
3n77_3,-60.826,-3.187,-2.629,601.958,591.863,3.201,56.022,0.773
3nan_2,-24.514,-1.447,76.171,705.6,6296.604,32.81,408.99,0.433
3nc1_5,-29.262,-1.333,-0.651,1157.261,6241.003,32.501,514.981,0.572
3nfc_1,-57.034,-3.193,-2.692,709.998,410.968,2.103,27.2,0.624
3nib_1,-46.969,-3.575,41.857,376.851,1112.906,6.562,106.012,0.751
3nj2_1,-53.569,-3.43,-2.986,458.685,655.903,3.73,62.86,0.767
3npc_2,-67.542,-2.291,-1.902,1165.215,1834.187,7.733,153.475,0.663
3nrd_1,-85.173,-3.223,-2.617,1076.824,520.366,2.981,52.926,0.722
3nuh_5,-41.446,-1.426,-0.426,1686.413,1598.289,9.674,160.849,0.372
3nur_2,-179.706,-3.556,-1.346,1698.846,1366.575,6.479,130.229,0.716
3nyl_3,-42.003,-1.78,-0.817,1273.916,1184.194,6.016,109.817,0.557
3nyo_3,-37.364,-1.418,-0.761,1623.965,3745.693,12.129,221.041,0.519
3nzp_2,-41.602,-1.499,-0.664,1170.478,3863.385,20.334,285.895,0.563
3nzr_2,-71.973,-3.664,-3.497,493.294,1018.9,5.289,86.238,0.694
3o0m_1,-96.294,-3.817,-3.494,1210.827,417.361,2.594,51.859,0.758
3o51_5,-72.413,-2.432,-1.706,1007.849,1806.193,6.281,114.791,0.559
3o63_1,-51.562,-2.525,-0.864,969.865,949.739,4.598,90.662,0.653
3o77_2,-35.897,-1.109,-0.373,1384.957,2803.66,9.172,180.556,0.46
3o9s_1,-29.579,-2.646,-1.692,383.926,744.406,2.911,46.124,0.642
3oa4_1,-91.277,-2.795,-2.317,1057.198,716.266,3.148,61.229,0.634
3obh_1,-67.697,-3.059,-1.17,523.482,298.568,1.572,29.432,0.665
3oco_1,-55.806,-1.398,-0.577,723.871,922.24,3.817,61.465,0.585
3oet_2,-63.148,-2.562,-1.699,1174.687,1890.415,9.007,149.683,0.673
3okt_4,-31.548,-1.001,321.669,1350.605,3080.171,16.926,261.05,0.462
3ooo_1,-41.664,-4.556,-4.306,406.632,468.162,2.852,58.452,0.852
3opu_23,-33.701,-1.115,-0.571,1527.102,1749.367,10.934,143.731,0.363
3orr_1,-70.852,-1.899,-1.267,1596.442,2035.372,8.832,157.792,0.631
3oxp_1,-46.074,-2.547,-1.947,623.086,437.893,3.116,56.039,0.611
3oym_4,-35.098,-2.052,-1.082,778.185,663.399,3.661,64.481,0.718
3p0c_3,-45.313,-3.174,-2.216,539.808,468.68,2.659,45.383,0.716
3p0u_1,-57.952,-2.192,-0.482,1098.039,1765.035,7.149,100.438,0.546
3p27_1,-33.35,-0.911,0.468,1101.359,3158.64,15.337,171.089,0.511
3p3d_2,-46.403,-3.712,-3.258,256.56,339.053,2.149,35.114,0.744
3p4y_1,-54.797,-1.923,-1.033,1365.132,2079.53,11.187,186.54,0.603
3p9x_1,-42.186,-3.614,-3.433,388.791,982.353,3.805,77.083,0.774
3pbb_5,-30.209,-0.859,-0.379,1326.585,1803.838,7.843,141.603,0.464
3pc6_1,-39.705,-3.145,-2.548,709.769,409.009,2.563,55.165,0.764
3pc7_1,-49.901,-2.611,-2.289,911.574,276.023,1.887,34.753,0.783
3pf9_1,-52.331,-1.993,-1.444,1173.025,933.302,5.096,104.483,0.65
3pfy_4,-63.613,-2.653,-2.019,1104.232,529.505,3.088,64.567,0.631
3pim_1,-92.112,-3.01,-2.617,1204.243,710.357,3.374,76.217,0.737
3pl2_2,-70.257,-3.038,-2.192,698.685,1371.137,5.255,123.397,0.713
3pm7_1,-48.382,-2.112,-1.466,406.051,342.711,1.806,33.256,0.612
3pnd_8,-65.171,-1.754,-0.906,2014.569,1461.113,5.824,117.636,0.577
3ppe_1,-70.415,-3.021,-2.685,890.384,948.398,5.179,88.91,0.717
3ppl_1,-147.206,-2.885,-2.36,2287.134,1314.234,8.262,166.037,0.712
3pr8_1,-91.331,-2.606,-1.262,1132.844,859.937,4.798,91.183,0.707
3prb_7,-42.541,-1.596,-1.174,1055.427,1131.011,4.969,85.768,0.566
3pu7_1,-53.822,-3.634,38.314,462.003,416.905,2.689,45.937,0.766
3pyi_1,-52.566,-3.323,-3.022,359.834,671.367,3.68,56.131,0.799
3q1d_1,-32.958,-2.256,-1.275,617.427,168.865,0.967,19.892,0.626
3q5m_5,-49.811,-1.482,-0.388,1185.201,1445.084,7.17,104.763,0.467
3q64_1,-65.21,-2.881,-2.661,1066.776,553.799,3.21,64.253,0.743
3qat_3,-42.944,-1.807,-1.008,563.096,944.451,5.972,100.671,0.564
3qb2_9,-77.642,-1.903,-1.481,1307.74,821.737,4.439,71.926,0.675
3qm2_1,-38.957,-1.872,0.425,615.142,1111.46,6.821,132.051,0.641
3qq6_1,-44.885,-3.337,-2.915,590.418,384.196,2.098,31.022,0.747
3qwm_1,-58.999,-2.261,-0.933,1082.632,674.429,2.858,63.292,0.595
3qxu_2,-31.503,-2.885,57.105,573.587,561.778,3.59,44.444,0.741
3qyj_3,-68.104,-3.188,-2.944,689.943,1167.794,6.255,132.916,0.73
3r03_1,-43.385,-2.554,-2.428,393.319,599.079,3.399,49.167,0.667
3r0n_1,-55.716,-2.924,67.475,732.286,432.95,2.247,44.288,0.774
3r6m_1,-51.049,-2.473,-1.552,746.501,1673.426,6.083,88.138,0.467
3r8c_1,-41.127,-2.414,-1.836,684.916,834.796,3.776,69.751,0.486
3r8e_1,-122.987,-3.871,-3.114,1352.962,1229.905,4.897,98.955,0.73
3r8k_1,-87.711,-3.017,-2.639,1128.469,1182.456,5.212,76.011,0.739
3rao_1,-28.467,-1.448,-0.147,971.516,1522.351,7.332,146.505,0.514
3rbg_2,-41.464,-2.989,88.774,530.998,484.666,2.523,32.206,0.509
3ret_7,-24.312,-1.641,-1.062,361.154,402.753,2.04,40.511,0.497
3rjs_1,-77.009,-3.608,-2.951,789.591,355.453,1.933,45.295,0.755
3rks_2,-40.03,-2.143,-1.796,613.361,1395.655,6.472,114.727,0.734
3rmk_3,-18.111,-1.065,0.835,876.37,2005.374,11.771,247.29,0.448
3rny_3,-35.842,-1.829,-0.277,796.254,1633.782,5.204,107.104,0.44
3ro8_19,-58.874,-2.671,-1.913,531.056,1081.785,6.097,121.39,0.635
3rob_1,-69.508,-3.244,-2.566,422.279,501.758,2.984,53.258,0.672
3rog_2,-31.331,-1.775,-1.656,682.202,1023.336,5.048,81.157,0.654
3ros_1,-161.094,-2.79,-2.358,2344.872,1583.144,10.048,191.951,0.676
3rpc_2,-51.473,-2.914,-2.686,762.335,906.01,5.841,97.519,0.668
3rri_2,-149.433,-2.796,-2.402,2355.996,640.306,3.256,68.946,0.792
3rt0_1,-49.102,-1.546,-0.838,1173.579,1881.711,8.337,133.447,0.542
3rt2_2,-50.649,-2.118,-1.714,864.55,837.006,6.874,77.117,0.55
3rtl_6,-14.408,-1.13,0.158,255.092,551.112,2.877,55.397,0.696
3rtr_20,-48.368,-1.877,-0.617,1105.804,450.571,2.602,34.607,0.62
3s4r_7,-74.96,-2.524,-1.693,865.982,505.72,2.494,48.4,0.726
3sdp_1,-27.659,-0.086,1.217,533.784,2227.994,8.473,91.91,0.458
3smd_2,-68.294,-3.17,-1.685,784.732,496.742,3.233,55.512,0.699
3smt_4,-67.611,-2.061,-1.711,1262.198,2108.384,9.261,193.861,0.686
3sno_1,-65.166,-3.447,-3.108,573.23,832.86,4.111,85.134,0.749
3ssi_1,-42.761,-2.413,65.587,649.7,567.342,2.399,33.159,0.681
3sti_6,-41.937,-2.274,-1.69,564.182,990.085,3.312,54.801,0.562
3svk_1,-61.26,-1.797,-1.439,1186.159,1394.161,7.328,125.285,0.593
3t6n_4,-64.643,-2.354,-1.202,1225.106,963.663,5.173,79.519,0.571
3t9y_1,-193.665,-3.671,-2.942,2535.119,568.756,3.046,58.491,0.789
3tbo_1,-48.252,-2.615,-2.284,400.709,193.902,1.021,21.653,0.629
3teq_1,-48.433,-2.681,-2.534,471.342,531.283,2.728,45.752,0.653
3teq_3,-50.464,-2.647,-2.445,473.268,538.646,3.279,48.183,0.691
3ter_1,-52.465,-2.567,-2.09,531.341,1025.087,3.827,55.17,0.665
3tg8_4,-38.264,-1.347,0.365,1327.457,1065.419,5.552,93.743,0.509
3tgo_11,-60.037,-1.831,-1.114,1444.859,1206.621,5.628,102.193,0.595
3thn_1,-83.302,-1.843,-0.855,1852.374,2387.489,9.668,134.768,0.559
3tn4_1,-112.273,-3.43,-3.069,1438.794,1269.256,6.609,130.405,0.747
3toe_1,-43.049,-2.83,-2.618,548.367,550.082,3.6,35.832,0.712
3tpe_4,-62.343,-1.947,-1.235,1434.803,1992.257,10.499,174.013,0.559
3tqj_1,-51.709,-2.675,-1.498,768.927,723.903,3.817,85.878,0.699
3tqu_2,-42.333,-2.44,-2.228,600.385,660.689,4.118,79.391,0.621
3tr2_1,-90.108,-2.522,-2.089,1378.575,749.74,5.252,77.462,0.539
3trc_1,-54.97,-2.281,-0.531,670.67,602.579,3.907,67.831,0.673
3tsw_4,-33.508,-1.528,-0.093,863.64,2068.172,5.395,87.687,0.58
3ty9_4,-64.581,-2.152,-1.806,1074.829,2137.67,11.227,180.655,0.644
3tzu_1,-22.577,-1.699,-1.233,587.55,422.678,2.269,35.188,0.571
3u5v_1,-83.134,-3.557,-3.337,417.702,255.677,1.63,34.124,0.738
3u7i_2,-74.056,-2.628,-2.442,910.302,928.194,5.491,97.64,0.705
3u80_1,-53.271,-4.465,-3.324,548.032,402.265,2.584,46.517,0.704
3u8z_10,-25.401,-1.51,-0.876,495.239,1527.395,5.134,111.621,0.431
3u8z_2,-128.363,-2.31,-1.346,2392.037,1381.781,5.208,105.836,0.624
3ucr_1,-44.999,-3.608,-2.341,534.938,476.407,2.469,35.681,0.692
3uen_5,-37.611,-1.707,-0.961,1154.72,668.96,4.226,73.442,0.67
3uf5_1,-44.132,-2.203,107.589,685.169,710.886,3.463,66.449,0.455
3ufe_1,-176.422,-3.186,-2.657,1416.979,368.253,2.679,47.363,0.697
3uit_14,-50.128,-1.88,-1.109,1213.335,1425.593,7.14,127.996,0.67
3umc_2,-59.429,-3.159,-2.379,825.038,1210.005,5.146,100.297,0.677
3uqz_1,-49.688,-3.124,-3.001,518.927,1736.38,5.082,101.209,0.798
3uro_2,-40.266,-2.25,117.023,746.777,2801.784,15.319,121.774,0.659
3ut0_7,-31.608,-1.132,99.828,1471.483,2943.005,18.404,322.076,0.47
3v00_10,-27.59,-0.843,-0.251,954.452,2432.79,10.612,170.32,0.49
3v0e_5,-72.692,-2.757,-2.303,1095.803,1305.975,6.58,137.356,0.662
3v6n_1,-42.797,-3.044,-2.866,635.744,1076.953,5.621,91.416,0.663
3vdu_4,-36.624,-1.386,0.415,619.119,1556.76,7.889,80.905,0.486
3vh1_2,-41.814,-0.866,0.644,1289.943,3617.771,17.297,233.208,0.501
3vnf_2,-37.25,-2.247,-1.111,536.616,1020.571,6.062,80.667,0.633
3vx3_1,-52.988,-1.929,-1.311,929.511,1059.457,5.308,83.683,0.556
3w64_1,-39.117,-4.254,-3.637,291.158,450.598,2.004,28.773,0.809
