PDB_ID,I_Class_RFC_a,I_Probability_true_RFC_all_feat,I_Class_NN_a,I_Probability_true_NN_all_feat,I_Class_RFC_s,I_Probability_true_RFC_selected,I_Class_NN_s,I_Probability_true_NN_selected,Training
3i8b_2.pdb,True,0.824, True,0.838,True,0.773, True,0.884,No
3icw_3.pdb,True,0.791, True,1.0,True,0.768, True,0.788,No
3ift_2.pdb,True,0.73,False,0.002,True,0.809,False,0.051,No
3igd_1.pdb,True,0.726, True,0.741,True,0.737, True,0.829,No
3igr_2.pdb,True,0.756, True,0.998,True,0.793, True,0.97,No
3ihl_5.pdb,True,0.833, True,1.0,True,0.786, True,0.878,No
3ihr_3.pdb,True,0.824, True,0.997,True,0.813, True,0.931,No
3ijl_2.pdb,True,0.605,False,0.353,True,0.567, True,0.686,No
3jpw_2.pdb,True,0.743, True,0.828,True,0.801, True,0.888,No
3jr8_2.pdb,True,0.712, True,0.871,True,0.772, True,0.94,No
3jth_1.pdb,True,0.86, True,1.0,True,0.864, True,0.988,No
3juw_2.pdb,True,0.779, True,0.987,True,0.825, True,0.933,No
3jv5_2.pdb,True,0.72, True,0.866,True,0.735, True,0.879,No
3jv9_1.pdb,True,0.875, True,0.986,True,0.853, True,0.928,No
3jw0_13.pdb,True,0.508,False,0.041,False,0.218,False,0.199,No
3k1m_1.pdb,True,0.601,False,0.291,True,0.531, True,0.755,No
3k44_21.pdb,True,0.85, True,0.718,True,0.822, True,0.801,No
3k55_9.pdb,True,0.804, True,1.0,True,0.76,False,0.112,No
3k5s_1.pdb,True,0.9, True,0.971,True,0.794, True,0.922,No
3k5x_2.pdb,True,0.877, True,0.9,True,0.791, True,0.903,No
3k6k_2.pdb,True,0.775, True,0.977,True,0.755, True,0.912,No
3k86_1.pdb,True,0.722, True,1.0,True,0.694,False,0.372,No
3k8v_9.pdb,True,0.878, True,0.999,True,0.838, True,0.987,No
3kay_1.pdb,True,0.875, True,0.937,True,0.814, True,0.93,No
3kb1_1.pdb,True,0.75, True,0.895,True,0.806, True,0.884,No
3kbf_1.pdb,True,0.73, True,0.839,True,0.937, True,0.762,No
3kcn_1.pdb,True,0.58, True,0.733,False,0.383, True,0.738,No
3keb_1.pdb,True,0.814, True,0.994,True,0.873, True,0.924,No
3kg6_2.pdb,True,0.728, True,0.637,True,0.771, True,0.765,No
3kg7_2.pdb,True,0.76, True,0.765,True,0.816, True,0.766,No
3kg8_1.pdb,True,0.878, True,0.962,True,0.795, True,0.912,No
3kga_1.pdb,True,0.793, True,0.961,True,0.843, True,0.935,No
3khp_2.pdb,True,0.722, True,1.0,True,0.825, True,0.996,No
3kht_2.pdb,True,0.884, True,0.963,True,0.824, True,0.769,No
3kkc_1.pdb,True,0.768, True,0.994,True,0.853, True,0.964,No
3knz_3.pdb,True,0.802, True,0.993,True,0.771, True,0.866,No
3kph_1.pdb,True,0.747, True,1.0,True,0.707, True,0.761,No
3ksh_1.pdb,True,0.768, True,0.812,True,0.765, True,0.889,No
3kt3_3.pdb,True,0.672,False,0.448,True,0.539, True,0.615,No
3ktm_12.pdb,True,0.816, True,0.995,True,0.89, True,0.986,No
3kux_3.pdb,False,0.319,False,0.055,False,0.269, True,0.613,No
3kvb_1.pdb,True,0.828, True,0.936,True,0.842, True,0.907,No
3kza_1.pdb,True,0.697, True,0.608,True,0.641, True,0.532,No
3l0z_5.pdb,True,0.79,False,0.477,True,0.879, True,0.887,No
3l18_1.pdb,True,0.771, True,0.989,True,0.843, True,0.976,No
3l1e_1.pdb,True,0.831, True,0.975,True,0.872, True,0.92,No
3l1w_2.pdb,True,0.668, True,0.534,True,0.627, True,0.747,No
3l5z_1.pdb,True,0.837, True,0.996,True,0.904, True,0.95,No
3l6b_1.pdb,True,0.864, True,0.987,True,0.895, True,0.979,No
3l7o_1.pdb,True,0.887, True,0.999,True,0.911, True,0.966,No
3l9e_2.pdb,True,0.825, True,0.91,True,0.813, True,0.865,No
3l9n_5.pdb,True,0.717,False,0.116,False,0.428, True,0.61,No
3l9z_1.pdb,True,0.785, True,0.989,True,0.808, True,0.896,No
3lag_1.pdb,True,0.876, True,0.972,True,0.781, True,0.85,No
3lcr_1.pdb,True,0.901, True,1.0,True,0.964, True,0.99,No
3leq_2.pdb,True,0.734, True,0.909,True,0.764, True,0.853,No
3lf6_1.pdb,True,0.849, True,0.999,True,0.836, True,0.979,No
3lf7_2.pdb,True,0.767,False,0.146,True,0.625,False,0.427,No
3lfi_1.pdb,True,0.741,False,0.259,True,0.618,False,0.463,No
3lhk_2.pdb,True,0.764, True,1.0,True,0.708, True,0.998,No
3lhr_1.pdb,True,0.766, True,1.0,True,0.743, True,1.0,No
3lhx_1.pdb,True,0.852, True,1.0,True,0.881, True,0.969,No
3ljb_2.pdb,True,0.737, True,0.944,True,0.79, True,0.881,No
3ljs_1.pdb,True,0.798, True,0.8,True,0.739, True,0.797,No
3lmb_1.pdb,True,0.877, True,0.998,True,0.859, True,0.97,No
3lmn_8.pdb,True,0.842, True,0.667,True,0.824, True,0.835,No
3lo3_3.pdb,True,0.83, True,0.999,True,0.763, True,0.985,No
3lp9_1.pdb,True,0.668, True,0.673,True,0.582, True,0.763,No
3lpm_1.pdb,True,0.849, True,0.996,True,0.86, True,0.963,No
3lqe_5.pdb,False,0.185,False,0.001,False,0.128,False,0.045,No
3lqn_1.pdb,True,0.788, True,1.0,True,0.778, True,0.997,No
3lrq_1.pdb,True,0.819, True,0.999,True,0.883, True,0.952,No
3lrq_2.pdb,True,0.809, True,0.997,True,0.773, True,0.889,No
3ltv_1.pdb,True,0.847, True,0.853,True,0.835, True,0.777,No
3lv9_1.pdb,True,0.918, True,0.999,True,0.904, True,0.983,No
3lwb_1.pdb,True,0.73, True,0.994,True,0.733, True,0.978,No
3lxy_1.pdb,True,0.795, True,1.0,True,0.822, True,0.927,No
3lya_4.pdb,True,0.659, True,0.777,True,0.778, True,0.768,No
3lyc_3.pdb,True,0.752,False,0.432,True,0.651, True,0.615,No
3lyn_1.pdb,True,0.744, True,0.531,True,0.703, True,0.812,No
3lyp_1.pdb,True,0.799, True,0.999,True,0.745, True,0.99,No
3lza_1.pdb,True,0.759, True,0.921,True,0.769, True,0.815,No
3m45_2.pdb,True,0.715, True,0.756,True,0.762, True,0.776,No
3m5b_1.pdb,True,0.822, True,0.979,True,0.914, True,0.976,No
3m5u_1.pdb,True,0.803, True,1.0,True,0.855, True,0.998,No
3m7p_3.pdb,True,0.844, True,0.967,True,0.822, True,0.949,No
3me4_1.pdb,True,0.515,False,0.065,False,0.465, True,0.525,No
3mg9_3.pdb,True,0.808, True,0.995,True,0.863, True,0.981,No
3mgc_2.pdb,True,0.853, True,1.0,True,0.851, True,0.974,No
3ml6_3.pdb,True,0.749, True,0.994,True,0.876, True,0.946,No
3ml6_7.pdb,False,0.474,False,0.012,False,0.269,False,0.087,No
3mlo_3.pdb,True,0.793, True,0.961,True,0.845, True,0.944,No
3mlp_10.pdb,True,0.808, True,0.996,True,0.821, True,0.96,No
3mnd_1.pdb,True,0.795, True,0.972,True,0.823, True,0.876,No
3mq4_1.pdb,True,0.91, True,0.999,True,0.834, True,0.981,No
3msq_6.pdb,True,0.798, True,1.0,True,0.854, True,0.991,No
3mt5_4.pdb,True,0.804, True,0.843,True,0.879, True,0.786,No
3mux_1.pdb,True,0.757, True,0.874,True,0.706, True,0.944,No
3mxo_2.pdb,True,0.776, True,0.773,True,0.759, True,0.719,No
3n3m_1.pdb,True,0.711, True,1.0,True,0.736, True,0.727,No
3n5c_1.pdb,True,0.831, True,0.994,True,0.844, True,0.946,No
3n77_3.pdb,True,0.773, True,0.966,True,0.906, True,0.941,No
3nan_2.pdb,False,0.471,False,0.422,False,0.239, True,0.615,No
3nc1_5.pdb,True,0.709, True,0.671,True,0.647, True,0.746,No
3nfc_1.pdb,True,0.88, True,0.993,True,0.885, True,0.914,No
3nib_1.pdb,True,0.776, True,0.933,True,0.82, True,0.922,No
3nj2_1.pdb,True,0.87, True,0.932,True,0.839, True,0.9,No
3npc_2.pdb,True,0.816, True,0.959,True,0.83, True,0.954,No
3nrd_1.pdb,True,0.807, True,0.981,True,0.855, True,0.916,No
3nuh_5.pdb,True,0.779,False,0.267,True,0.784, True,0.665,No
3nur_2.pdb,True,0.721, True,1.0,True,0.7,False,0.353,No
3nyl_3.pdb,True,0.574, True,0.786,True,0.551, True,0.797,No
3nyo_3.pdb,True,0.802, True,0.981,True,0.814, True,0.917,No
3nzp_2.pdb,True,0.759, True,0.737,True,0.588, True,0.62,No
3nzr_2.pdb,True,0.611, True,0.676,False,0.481, True,0.862,No
3o0m_1.pdb,True,0.85, True,1.0,True,0.818, True,0.987,No
3o51_5.pdb,True,0.846, True,1.0,True,0.847, True,0.984,No
3o63_1.pdb,True,0.633,False,0.242,False,0.488, True,0.762,No
3o77_2.pdb,True,0.769, True,0.995,True,0.833, True,0.975,No
3o9s_1.pdb,True,0.574, True,0.801,False,0.481, True,0.709,No
3oa4_1.pdb,True,0.84, True,1.0,True,0.731, True,0.86,No
3obh_1.pdb,True,0.842, True,0.992,True,0.926, True,0.964,No
3oco_1.pdb,True,0.786, True,0.996,True,0.85, True,0.973,No
3oet_2.pdb,True,0.836, True,0.986,True,0.916, True,0.948,No
3okt_4.pdb,True,0.611,False,0.091,True,0.565,False,0.028,No
3ooo_1.pdb,True,0.54,False,0.145,True,0.504, True,0.58,No
3opu_23.pdb,True,0.756, True,0.713,True,0.709,False,0.456,No
3orr_1.pdb,True,0.754, True,0.998,True,0.897, True,0.988,No
3oxp_1.pdb,True,0.803, True,0.961,True,0.663, True,0.899,No
3oym_4.pdb,True,0.509,False,0.116,True,0.533, True,0.582,No
3p0c_3.pdb,True,0.828, True,0.885,True,0.827, True,0.881,No
3p0u_1.pdb,True,0.858, True,0.993,True,0.918, True,0.984,No
3p27_1.pdb,True,0.59,False,0.074,False,0.354,False,0.239,No
3p3d_2.pdb,True,0.862, True,0.986,True,0.822, True,0.945,No
3p4y_1.pdb,True,0.828, True,0.998,True,0.93, True,0.991,No
3p9x_1.pdb,True,0.666,False,0.109,True,0.72, True,0.752,No
3pbb_5.pdb,True,0.735, True,0.77,True,0.656, True,0.787,No
3pc6_1.pdb,True,0.865, True,0.805,True,0.638, True,0.781,No
3pc7_1.pdb,True,0.813, True,0.896,True,0.814, True,0.817,No
3pf9_1.pdb,True,0.774, True,0.979,True,0.896, True,0.961,No
3pfy_4.pdb,True,0.811, True,0.961,True,0.823, True,0.83,No
3pim_1.pdb,True,0.809, True,1.0,True,0.724, True,0.977,No
3pl2_2.pdb,True,0.72, True,0.988,True,0.845, True,0.93,No
3pm7_1.pdb,True,0.908, True,0.992,True,0.879, True,0.979,No
3pnd_8.pdb,True,0.697, True,0.908,True,0.767, True,0.819,No
3ppe_1.pdb,True,0.79, True,0.945,True,0.794, True,0.878,No
3ppl_1.pdb,True,0.737, True,1.0,True,0.739, True,0.97,No
3pr8_1.pdb,True,0.806, True,0.988,True,0.885, True,0.983,No
3prb_7.pdb,True,0.574, True,0.881,False,0.418, True,0.886,No
3pu7_1.pdb,True,0.707, True,0.917,True,0.91, True,0.854,No
3pyi_1.pdb,True,0.884, True,0.991,True,0.908, True,0.966,No
3q1d_1.pdb,True,0.878, True,0.981,True,0.889, True,0.955,No
3q5m_5.pdb,True,0.697, True,0.956,True,0.713, True,0.905,No
3q64_1.pdb,True,0.848, True,0.957,True,0.824, True,0.82,No
3qat_3.pdb,True,0.869, True,0.995,True,0.796, True,0.973,No
3qb2_9.pdb,True,0.797, True,1.0,True,0.802, True,0.978,No
3qm2_1.pdb,True,0.73, True,0.954,True,0.679, True,0.858,No
3qq6_1.pdb,True,0.708,False,0.493,True,0.74, True,0.759,No
3qwm_1.pdb,True,0.796, True,0.872,True,0.811, True,0.897,No
3qxu_2.pdb,False,0.381,False,0.5,False,0.215, True,0.679,No
3qyj_3.pdb,True,0.84, True,0.996,True,0.838, True,0.98,No
3r03_1.pdb,True,0.853, True,0.997,True,0.728, True,0.961,No
3r0n_1.pdb,True,0.691, True,0.971,True,0.56, True,0.827,No
3r6m_1.pdb,True,0.865, True,1.0,True,0.91, True,0.987,No
3r8c_1.pdb,True,0.725, True,0.913,True,0.716, True,0.89,No
3r8e_1.pdb,True,0.889, True,1.0,True,0.932, True,0.987,No
3r8k_1.pdb,True,0.839, True,0.999,True,0.878, True,0.988,No
3rao_1.pdb,False,0.298,False,0.179,False,0.206,False,0.439,No
3rbg_2.pdb,True,0.822, True,0.781,True,0.904, True,0.859,No
3ret_7.pdb,True,0.691, True,0.722,True,0.628, True,0.604,No
3rjs_1.pdb,True,0.882, True,0.935,True,0.783, True,0.77,No
3rks_2.pdb,True,0.788,False,0.38,True,0.754, True,0.875,No
3rmk_3.pdb,False,0.477,False,0.0,False,0.45,False,0.105,No
3rny_3.pdb,True,0.775,False,0.351,True,0.733, True,0.726,No
3ro8_19.pdb,True,0.852, True,0.994,True,0.754, True,0.967,No
3rob_1.pdb,True,0.821, True,0.991,True,0.844, True,0.873,No
3rog_2.pdb,False,0.055,False,0.001,False,0.01,False,0.051,No
3ros_1.pdb,True,0.74, True,1.0,True,0.799, True,0.825,No
3rpc_2.pdb,True,0.757, True,0.947,True,0.721, True,0.827,No
3rri_2.pdb,True,0.783, True,1.0,True,0.681, True,0.648,No
3rt0_1.pdb,True,0.659, True,0.941,True,0.764, True,0.938,No
3rt2_2.pdb,True,0.61, True,0.503,True,0.677, True,0.813,No
3rtl_6.pdb,False,0.148,False,0.004,False,0.056,False,0.061,No
3rtr_20.pdb,True,0.827, True,0.899,True,0.864, True,0.86,No
3s4r_7.pdb,True,0.696, True,1.0,True,0.895, True,0.999,No
3sdp_1.pdb,True,0.819, True,0.924,True,0.713, True,0.735,No
3smd_2.pdb,True,0.861, True,1.0,True,0.845, True,0.98,No
3smt_4.pdb,True,0.85, True,0.99,True,0.82, True,0.966,No
3sno_1.pdb,True,0.775, True,0.992,True,0.829, True,0.955,No
3ssi_1.pdb,True,0.741, True,0.852,True,0.605, True,0.719,No
3sti_6.pdb,True,0.82,False,0.317,True,0.839, True,0.853,No
3svk_1.pdb,True,0.853, True,0.996,True,0.886, True,0.928,No
3t6n_4.pdb,True,0.828, True,0.847,True,0.798, True,0.97,No
3t9y_1.pdb,True,0.819, True,1.0,True,0.832, True,0.992,No
3tbo_1.pdb,True,0.773, True,0.992,True,0.808, True,0.92,No
3teq_1.pdb,True,0.821, True,0.998,True,0.795, True,0.98,No
3teq_3.pdb,True,0.8, True,0.998,True,0.838, True,0.982,No
3ter_1.pdb,True,0.841, True,0.999,True,0.884, True,0.99,No
3tg8_4.pdb,True,0.77,False,0.441,True,0.662,False,0.49,No
3tgo_11.pdb,True,0.777, True,0.864,True,0.866, True,0.942,No
3thn_1.pdb,True,0.84, True,0.999,True,0.811, True,0.98,No
3tn4_1.pdb,True,0.833, True,1.0,True,0.864, True,0.996,No
3toe_1.pdb,True,0.841, True,0.952,True,0.746, True,0.834,No
3tpe_4.pdb,True,0.835, True,0.997,True,0.811, True,0.956,No
3tqj_1.pdb,True,0.731, True,0.994,True,0.81, True,0.934,No
3tqu_2.pdb,True,0.857,False,0.466,True,0.649, True,0.802,No
3tr2_1.pdb,True,0.872, True,1.0,True,0.934, True,0.999,No
3trc_1.pdb,True,0.873, True,0.959,True,0.811, True,0.96,No
3tsw_4.pdb,True,0.545, True,0.842,True,0.623, True,0.88,No
3ty9_4.pdb,True,0.885, True,1.0,True,0.917, True,0.992,No
3tzu_1.pdb,False,0.422,False,0.001,False,0.394,False,0.076,No
3u5v_1.pdb,True,0.851, True,1.0,True,0.875, True,0.998,No
3u7i_2.pdb,True,0.742, True,0.966,True,0.748, True,0.903,No
3u80_1.pdb,True,0.753, True,0.892,True,0.828, True,0.825,No
3u8z_10.pdb,True,0.556,False,0.238,False,0.308,False,0.392,No
3u8z_2.pdb,True,0.804, True,1.0,True,0.795, True,0.961,No
3ucr_1.pdb,True,0.554,False,0.005,False,0.173,False,0.062,No
3uen_5.pdb,False,0.153,False,0.0,False,0.072,False,0.012,No
3uf5_1.pdb,True,0.841, True,0.936,True,0.889, True,0.905,No
3ufe_1.pdb,True,0.737, True,1.0,True,0.674, True,0.812,No
3uit_14.pdb,True,0.645, True,0.832,False,0.487, True,0.821,No
3umc_2.pdb,True,0.777, True,0.929,True,0.69, True,0.884,No
3uqz_1.pdb,True,0.753, True,0.915,True,0.731, True,0.868,No
3uro_2.pdb,True,0.523,False,0.449,False,0.382,False,0.461,No
3ut0_7.pdb,False,0.357,False,0.462,False,0.182, True,0.598,No
3v00_10.pdb,True,0.73, True,0.927,True,0.67, True,0.89,No
3v0e_5.pdb,True,0.817, True,0.999,True,0.887, True,0.986,No
3v6n_1.pdb,True,0.624, True,0.829,False,0.456, True,0.741,No
3vdu_4.pdb,True,0.844, True,0.998,True,0.925, True,0.974,No
3vh1_2.pdb,True,0.832, True,0.994,True,0.808, True,0.975,No
3vnf_2.pdb,True,0.692, True,0.531,True,0.693, True,0.689,No
3vx3_1.pdb,True,0.866, True,0.994,True,0.848, True,0.969,No
3w64_1.pdb,True,0.574,False,0.07,True,0.502,False,0.18,No
3w66_1.pdb,True,0.554,False,0.027,False,0.27,False,0.115,No
3wbi_8.pdb,False,0.354,False,0.115,False,0.308,False,0.105,No
3wbj_2.pdb,True,0.747, True,0.544,True,0.814, True,0.84,No
3wbj_6.pdb,True,0.836, True,0.541,True,0.875, True,0.879,No
3wgn_3.pdb,False,0.051,False,0.0,False,0.023,False,0.002,No
3wkl_2.pdb,True,0.801, True,0.749,True,0.76, True,0.753,No
3wnk_2.pdb,True,0.76,False,0.0,True,0.751,False,0.0,No
3woa_1.pdb,True,0.886, True,0.993,True,0.897, True,0.989,No
3woi_1.pdb,False,0.378,False,0.255,False,0.099,False,0.456,No
3wpw_1.pdb,True,0.776, True,0.571,True,0.693, True,0.603,No
3wud_1.pdb,True,0.744, True,0.55,True,0.735,False,0.448,No
3wxm_3.pdb,False,0.171,False,0.001,False,0.051,False,0.037,No
3zc9_1.pdb,True,0.795, True,0.901,True,0.806, True,0.901,No
3zig_1.pdb,True,0.815, True,0.993,True,0.769, True,0.897,No
3zl7_8.pdb,False,0.363,False,0.004,False,0.445,False,0.102,No
3zpg_1.pdb,True,0.819, True,1.0,True,0.784, True,0.912,No
3zrd_1.pdb,True,0.739, True,0.953,True,0.647, True,0.892,No
3zrt_1.pdb,True,0.616,False,0.176,True,0.619, True,0.659,No
3zyl_1.pdb,True,0.805, True,1.0,True,0.924, True,0.998,No
4a12_9.pdb,True,0.85, True,0.997,True,0.935, True,0.975,No
4a56_1.pdb,False,0.089,False,0.0,False,0.025,False,0.034,No
4a64_5.pdb,True,0.874, True,1.0,True,0.841, True,0.994,No
4a7p_1.pdb,True,0.715, True,1.0,True,0.689, True,0.952,No
4aj7_1.pdb,True,0.731,False,0.176,True,0.683, True,0.666,No
4aqf_9.pdb,True,0.692, True,0.645,True,0.581, True,0.778,No
4aqt_3.pdb,True,0.689, True,0.764,True,0.691, True,0.853,No
4aw3_1.pdb,True,0.713,False,0.063,False,0.495, True,0.608,No
4axv_2.pdb,True,0.774, True,0.55,True,0.695, True,0.809,No
4ayg_2.pdb,True,0.86, True,0.786,True,0.897, True,0.801,No
4ayn_1.pdb,True,0.74, True,0.975,True,0.599, True,0.823,No
4b87_1.pdb,True,0.853, True,0.918,True,0.848, True,0.9,No
4bbr_39.pdb,False,0.256,False,0.158,False,0.246,False,0.416,No
4bkm_1.pdb,True,0.833, True,1.0,True,0.853, True,0.937,No
4bla_10.pdb,True,0.535,False,0.335,False,0.349, True,0.642,No
4bq8_3.pdb,True,0.814, True,0.957,True,0.88, True,0.849,No
4c0o_1.pdb,True,0.742, True,0.795,True,0.754, True,0.655,No
4c0p_1.pdb,True,0.833,False,0.217,True,0.765,False,0.001,No
4c0s_1.pdb,True,0.824,False,0.3,True,0.867, True,0.813,No
4c5g_6.pdb,True,0.519,False,0.279,False,0.434, True,0.705,No
4c98_1.pdb,True,0.814, True,0.986,True,0.821, True,0.952,No
4ccf_7.pdb,True,0.519,False,0.005,False,0.462, True,0.505,No
4cgr_1.pdb,True,0.824, True,0.996,True,0.821, True,0.964,No
4chl_1.pdb,True,0.827, True,0.986,True,0.82, True,0.943,No
4ckl_2.pdb,True,0.837, True,1.0,True,0.913, True,0.995,No
4ckm_2.pdb,True,0.921, True,0.643,True,0.89, True,0.93,No
4ckn_2.pdb,True,0.836, True,1.0,True,0.846, True,0.996,No
4cmp_11.pdb,True,0.723,False,0.0,True,0.68,False,0.0,No
4cqo_2.pdb,True,0.895, True,0.706,True,0.783, True,0.742,No
4cqo_7.pdb,True,0.704, True,0.778,True,0.775, True,0.89,No
4cyj_12.pdb,True,0.883, True,0.946,True,0.925, True,0.939,No
4czm_1.pdb,True,0.737, True,0.574,True,0.579, True,0.744,No
4czm_5.pdb,False,0.436,False,0.107,False,0.257, True,0.525,No
4d6y_1.pdb,True,0.758, True,0.938,True,0.847, True,0.878,No
4d94_2.pdb,True,0.813, True,0.965,True,0.738, True,0.793,No
4d9o_1.pdb,True,0.834, True,0.835,True,0.801, True,0.859,No
4da4_1.pdb,True,0.632, True,0.991,True,0.615, True,0.927,No
4dez_3.pdb,True,0.704, True,0.959,True,0.709, True,0.819,No
4dj2_1.pdb,True,0.766, True,0.982,True,0.727, True,0.946,No
4dj3_1.pdb,True,0.755, True,0.804,True,0.775, True,0.864,No
4dkc_1.pdb,True,0.891, True,0.973,True,0.906, True,0.935,No
4dmz_1.pdb,True,0.802, True,0.996,True,0.723, True,0.943,No
4dq0_1.pdb,True,0.813, True,0.994,True,0.879, True,0.96,No
4ds3_1.pdb,True,0.822, True,0.542,True,0.727, True,0.88,No
4dsc_1.pdb,True,0.797, True,0.968,True,0.777, True,0.94,No
4du5_2.pdb,True,0.58,False,0.4,False,0.49, True,0.559,No
4dup_1.pdb,True,0.878, True,1.0,True,0.918, True,0.978,No
4dvh_1.pdb,True,0.745, True,0.964,True,0.682, True,0.913,No
4dyw_3.pdb,True,0.871, True,0.999,True,0.876, True,0.979,No
4e04_1.pdb,True,0.85, True,1.0,True,0.86, True,0.995,No
4e4j_2.pdb,True,0.837, True,0.558,True,0.857, True,0.839,No
4e5y_1.pdb,True,0.836, True,0.999,True,0.798, True,0.991,No
4e69_2.pdb,True,0.773, True,0.914,True,0.887, True,0.909,No
4e86_14.pdb,True,0.777,False,0.021,True,0.698,False,0.126,No
4e89_2.pdb,True,0.864, True,0.942,True,0.744, True,0.918,No
4eht_1.pdb,True,0.613, True,0.6,True,0.661, True,0.769,No
4eib_6.pdb,True,0.813, True,0.995,True,0.76, True,0.655,No
4emb_2.pdb,True,0.666, True,0.527,True,0.538, True,0.658,No
4eo9_1.pdb,True,0.833, True,0.99,True,0.857, True,0.959,No
4epl_2.pdb,True,0.621, True,0.705,True,0.624, True,0.645,No
4eru_1.pdb,True,0.878, True,1.0,True,0.909, True,0.994,No
4ese_1.pdb,True,0.877, True,0.988,True,0.877, True,0.966,No
4ex4_1.pdb,False,0.369,False,0.0,False,0.18,False,0.025,No
4exn_1.pdb,True,0.879, True,0.975,True,0.895, True,0.938,No
4exo_1.pdb,True,0.516,False,0.447,False,0.414, True,0.696,No
4exq_2.pdb,True,0.894, True,0.992,True,0.783, True,0.97,No
4f2n_2.pdb,True,0.697, True,0.977,True,0.609, True,0.9,No
4f7o_1.pdb,True,0.734, True,0.949,True,0.737, True,0.878,No
4f7r_11.pdb,True,0.772, True,1.0,True,0.771,False,0.405,No
4f82_1.pdb,True,0.762, True,0.676,True,0.663, True,0.796,No
4fbi_1.pdb,True,0.868, True,1.0,True,0.969, True,0.996,No
4fdb_1.pdb,True,0.735, True,1.0,True,0.869, True,0.988,No
4fhl_2.pdb,True,0.818, True,0.998,True,0.797, True,0.983,No
4flb_1.pdb,True,0.677,False,0.12,False,0.497,False,0.227,No
4fn9_1.pdb,True,0.589,False,0.13,False,0.488, True,0.523,No
4fna_6.pdb,True,0.702, True,0.772,True,0.802, True,0.811,No
4fqn_1.pdb,True,0.854, True,0.956,True,0.94, True,0.941,No
4fqu_5.pdb,False,0.331,False,0.217,False,0.291, True,0.523,No
4fr2_1.pdb,True,0.884, True,1.0,True,0.801, True,0.979,No
4ft4_1.pdb,True,0.791, True,1.0,True,0.788, True,0.994,No
4fzp_1.pdb,True,0.814, True,1.0,True,0.97, True,0.981,No
4g0a_16.pdb,True,0.81, True,0.928,True,0.788, True,0.953,No
4g0b_5.pdb,True,0.686, True,0.73,True,0.854, True,0.838,No
4g1l_10.pdb,True,0.868, True,0.755,True,0.689, True,0.704,No
4g2e_1.pdb,True,0.824, True,0.998,True,0.874, True,0.978,No
4g37_4.pdb,True,0.644, True,0.942,True,0.617, True,0.767,No
4g3u_6.pdb,True,0.868, True,0.999,True,0.891, True,0.996,No
4g7n_1.pdb,True,0.686, True,0.838,True,0.821, True,0.853,No
4g8t_2.pdb,True,0.82, True,1.0,True,0.764, True,0.99,No
4ga4_1.pdb,True,0.853, True,0.999,True,0.851, True,0.962,No
4gc9_1.pdb,True,0.752, True,1.0,True,0.792, True,0.985,No
4gdy_11.pdb,True,0.802,False,0.388,True,0.703, True,0.762,No
4gew_4.pdb,True,0.771, True,1.0,True,0.756, True,0.992,No
4gmg_11.pdb,True,0.543,False,0.307,False,0.447, True,0.745,No
4gmk_1.pdb,True,0.914, True,0.99,True,0.849, True,0.916,No
4gml_1.pdb,True,0.772, True,0.681,True,0.771, True,0.882,No
4gtw_1.pdb,True,0.721,False,0.0,True,0.601,False,0.021,No
4guz_5.pdb,True,0.813, True,0.959,True,0.793, True,0.875,No
4gvl_7.pdb,True,0.7,False,0.057,True,0.647, True,0.6,No
4h2i_1.pdb,True,0.919, True,0.973,True,0.879, True,0.898,No
4h6u_1.pdb,True,0.788, True,1.0,True,0.769, True,0.648,No
4h6z_1.pdb,True,0.78, True,0.998,True,0.892, True,0.962,No
4hc1_28.pdb,True,0.888, True,0.997,True,0.85, True,0.986,No
4hd0_5.pdb,False,0.38,False,0.083,False,0.344,False,0.494,No
4hdg_1.pdb,True,0.777, True,0.926,True,0.776, True,0.807,No
4hf7_1.pdb,True,0.821, True,0.966,True,0.78, True,0.946,No
4hhe_4.pdb,True,0.815, True,1.0,True,0.771, True,0.978,No
4hj1_6.pdb,True,0.81, True,0.998,True,0.748, True,0.965,No
4hne_6.pdb,True,0.741, True,0.998,True,0.774, True,0.974,No
4hok_1.pdb,True,0.838, True,1.0,True,0.912, True,0.991,No
4hwx_1.pdb,True,0.757, True,0.954,True,0.787, True,0.797,No
4i15_1.pdb,False,0.299,False,0.186,False,0.293, True,0.558,No
4i1m_4.pdb,True,0.784, True,0.995,True,0.866, True,0.98,No
4i1t_1.pdb,True,0.707, True,0.979,True,0.761, True,0.86,No
4i24_3.pdb,True,0.823, True,1.0,True,0.801, True,0.995,No
4i5q_1.pdb,True,0.843, True,0.994,True,0.864, True,0.901,No
4i6s_9.pdb,True,0.816, True,0.993,True,0.715, True,0.858,No
4i8c_13.pdb,False,0.178,False,0.101,False,0.056, True,0.576,No
4ic3_1.pdb,True,0.858, True,0.992,True,0.91, True,0.969,No
4ikm_1.pdb,False,0.022,False,0.0,False,0.021,False,0.006,No
4ina_1.pdb,True,0.827, True,1.0,True,0.847, True,0.986,No
4iry_1.pdb,False,0.372,False,0.404,False,0.376, True,0.793,No
4iyp_5.pdb,True,0.892, True,0.997,True,0.778, True,0.977,No
4iys_1.pdb,True,0.731, True,1.0,True,0.794, True,0.991,No
4j2p_1.pdb,True,0.88, True,1.0,True,0.81, True,0.996,No
4j9a_11.pdb,True,0.852, True,0.998,True,0.882, True,0.971,No
