ID,F_VenclovasLab.csv_F_Voronota_glob_area,F_VenclovasLab.csv_F_Voronota_glob_area_per_atom,F_VenclovasLab.csv_F_Voronota_glob_nonprotein_area,F_VenclovasLab.csv_F_Voronota_glob_sas_energy,F_VenclovasLab.csv_F_Voronota_glob_nonsas_energy_norm,F_VenclovasLab.csv_F_Voronota_iface_atoms,F_VenclovasLab.csv_F_Voronota_iface_atoms_light_score,F_VenclovasLab.csv_F_Voronota_iface_expanded_energy_norm,F_VenclovasLab.csv_F_Voronota_diff_nonsas_energy_norm,F_Oliva_rawdata_v3.csv_F_PA,F_Oliva_rawdata_v3.csv_F_PAr,F_Oliva_rawdata_v3.csv_F_PAl,F_Oliva_rawdata_v3.csv_F_CA,F_Oliva_rawdata_v3.csv_F_CAr,F_Oliva_rawdata_v3.csv_F_CAl,F_Oliva_rawdata_v3.csv_F_CP,F_Oliva_rawdata_v3.csv_F_PP,F_Oliva_rawdata_v3.csv_F_CC,F_Oliva_rawdata_v3.csv_F_ArAr,F_Oliva_rawdata_v3.csv_F_AlAl,F_Oliva_rawdata_v3.csv_F_AlAr,F_Oliva_rawdata_v3.csv_F_AAr,F_Oliva_rawdata_v3.csv_F_AAl,F_Oliva_rawdata_v3.csv_F_AA,F_Oliva_rawdata_v3.csv_F_fPA,F_Oliva_rawdata_v3.csv_F_fPAr,F_Oliva_rawdata_v3.csv_F_fPAl,F_Oliva_rawdata_v3.csv_F_fCA,F_Oliva_rawdata_v3.csv_F_fCAr,F_Oliva_rawdata_v3.csv_F_fCAl,F_Oliva_rawdata_v3.csv_F_fCP,F_Oliva_rawdata_v3.csv_F_fPP,F_Oliva_rawdata_v3.csv_F_fCC,F_Oliva_rawdata_v3.csv_F_fAlAl,F_Oliva_rawdata_v3.csv_F_fAlAr,F_Oliva_rawdata_v3.csv_F_fAAl,F_Oliva_rawdata_v3.csv_F_BSA_Apolar_naccess,F_LyonMOBIGroup_MOBI_raw_scores.csv_F_shape,F_LyonMOBIGroup_MOBI_raw_scores.csv_F_hydro,F_FurmanLab_interface_analyzer_disulf.csv_F_I-sc,F_FurmanLab_interface_analyzer_disulf.csv_F_fa-intra-rep,F_FurmanLab_interface_analyzer_disulf.csv_F_sc-value,F_Kiharalab_feature.csv_F_DOVE,F_Kiharalab_feature.csv_F_GNN-DOVE,F_Kiharalab_feature.csv_F_PhysicsScore,F_Kiharalab_feature.csv_F_RosettaInterfaceEnergy,I_Confidence,I_Score,Training
1zh2_1,22720.000000000,12.156230000,0.000000000,85.734600000,-0.463210000,235.000000000,0.595460000,-0.269990000,-0.006560000,0.000000000,0.000000000,1.000000000,6.000000000,20.000000000,2.000000000,0.000000000,0.000000000,20.000000000,0.000000000,8.000000000,0.000000000,0.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.017000000,0.102000000,0.339000000,0.034000000,0.000000000,0.000000000,0.339000000,0.136000000,0.000000000,0.034000000,531.580000000,0.157214485,0.340876945,17.715000000,3.183000000,0.663000000,0.002691655,0.466900000,-6363.350000000,-42.664000000,0.548765748,1,0
2ac1_3,95185.600000000,11.029620000,0.000000000,-1451.090000000,-0.402040000,306.000000000,0.268700000,-0.051550000,0.008660000,8.000000000,6.000000000,10.000000000,14.000000000,6.000000000,10.000000000,12.000000000,8.000000000,9.000000000,0.000000000,3.000000000,2.000000000,2.000000000,6.000000000,2.000000000,0.082000000,0.061000000,0.102000000,0.143000000,0.061000000,0.102000000,0.122000000,0.082000000,0.092000000,0.031000000,0.020000000,0.061000000,407.300000000,0.100769939,0.069249794,-3.145000000,14.016000000,0.498000000,0.009465829,0.633600000,-16186.600000000,-37.043800000,-0.558497026,0,0
2aca_1,35343.700000000,12.722710000,0.000000000,-229.034000000,-0.377750000,200.000000000,0.478470000,-0.180880000,0.002640000,2.000000000,0.000000000,12.000000000,0.000000000,2.000000000,0.000000000,15.000000000,7.000000000,0.000000000,2.000000000,1.000000000,4.000000000,0.000000000,0.000000000,0.000000000,0.044000000,0.000000000,0.267000000,0.000000000,0.044000000,0.000000000,0.333000000,0.156000000,0.000000000,0.022000000,0.089000000,0.000000000,183.750000000,0.034558699,0.125973107,-18.226000000,4.771000000,0.758000000,0.016469063,0.526500000,-7916.820000000,-35.340700000,-0.013920868,0,0
2ahm_21,34771.400000000,14.356480000,0.000000000,499.575000000,-0.352550000,240.000000000,0.310920000,-0.130880000,-0.004370000,2.000000000,0.000000000,6.000000000,0.000000000,4.000000000,0.000000000,8.000000000,2.000000000,7.000000000,0.000000000,12.000000000,0.000000000,0.000000000,12.000000000,0.000000000,0.038000000,0.000000000,0.113000000,0.000000000,0.075000000,0.000000000,0.151000000,0.038000000,0.132000000,0.226000000,0.000000000,0.226000000,353.360000000,0.071258168,0.148523207,2.000000000,4.110000000,0.690000000,0.000205337,0.597200000,-13266.200000000,-40.722900000,-0.570787372,0,0
2b5a_1,15955.200000000,12.992830000,0.000000000,-772.623000000,-0.382080000,222.000000000,0.638850000,-0.301730000,-0.025130000,0.000000000,2.000000000,7.000000000,3.000000000,14.000000000,1.000000000,4.000000000,5.000000000,3.000000000,1.000000000,12.000000000,7.000000000,0.000000000,4.000000000,0.000000000,0.000000000,0.032000000,0.111000000,0.048000000,0.222000000,0.016000000,0.063000000,0.079000000,0.048000000,0.190000000,0.111000000,0.063000000,1180.950000000,0.173959022,0.486725664,-69.230000000,1.843000000,0.768000000,0.000239283,0.563700000,-12698.600000000,-82.001100000,1.173314188,1,0
2bde_2,91756.100000000,12.419610000,0.000000000,-1193.750000000,-0.370960000,266.000000000,0.286820000,-0.173420000,0.007960000,0.000000000,2.000000000,0.000000000,4.000000000,10.000000000,8.000000000,8.000000000,0.000000000,14.000000000,2.000000000,0.000000000,2.000000000,4.000000000,2.000000000,2.000000000,0.000000000,0.034000000,0.000000000,0.069000000,0.172000000,0.138000000,0.138000000,0.000000000,0.241000000,0.000000000,0.034000000,0.034000000,-117.270000000,0.068347974,0.041481481,-13.760000000,15.573000000,0.566000000,0.000609481,0.417000000,-17704.200000000,-24.806900000,-0.727004316,0,0
2bdm_2,93922.200000000,12.576620000,0.000000000,4168.510000000,-0.411310000,338.000000000,0.379440000,-0.153970000,0.005630000,0.000000000,0.000000000,2.000000000,8.000000000,18.000000000,4.000000000,10.000000000,0.000000000,23.000000000,0.000000000,6.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.028000000,0.111000000,0.250000000,0.056000000,0.139000000,0.000000000,0.319000000,0.083000000,0.000000000,0.000000000,398.820000000,0.137395193,0.054609000,-43.448000000,12.934000000,0.646000000,0.391560853,0.235900000,-5045.440000000,-42.788700000,-1.032554996,0,0
2bdq_1,38164.500000000,12.001420000,0.000000000,-352.870000000,-0.396220000,259.000000000,0.432330000,-0.232150000,-0.003740000,7.000000000,2.000000000,4.000000000,4.000000000,8.000000000,6.000000000,16.000000000,6.000000000,9.000000000,1.000000000,5.000000000,2.000000000,2.000000000,4.000000000,0.000000000,0.092000000,0.026000000,0.053000000,0.053000000,0.105000000,0.079000000,0.211000000,0.079000000,0.118000000,0.066000000,0.026000000,0.053000000,640.180000000,0.035170807,0.124624625,-20.574000000,6.014000000,0.605000000,0.000027612,0.589000000,-12420.000000000,-48.835700000,-0.125920256,0,0
2bm5_1,34163.000000000,12.249190000,0.000000000,-874.067000000,-0.513910000,209.000000000,0.489000000,-0.110010000,-0.011230000,0.000000000,0.000000000,0.000000000,6.000000000,7.000000000,2.000000000,0.000000000,0.000000000,0.000000000,1.000000000,23.000000000,6.000000000,0.000000000,12.000000000,4.000000000,0.000000000,0.000000000,0.000000000,0.098000000,0.115000000,0.033000000,0.000000000,0.000000000,0.000000000,0.377000000,0.098000000,0.197000000,479.060000000,0.022930396,0.254205607,-74.107000000,3.989000000,0.742000000,0.000031096,0.486000000,-13196.700000000,-75.400400000,0.704098724,1,0
2bpd_1,25487.100000000,12.235770000,0.000000000,147.109000000,-0.501910000,153.000000000,0.489630000,-0.009890000,0.008260000,11.000000000,6.000000000,2.000000000,4.000000000,3.000000000,2.000000000,7.000000000,7.000000000,0.000000000,2.000000000,1.000000000,1.000000000,3.000000000,1.000000000,0.000000000,0.220000000,0.120000000,0.040000000,0.080000000,0.060000000,0.040000000,0.140000000,0.140000000,0.000000000,0.020000000,0.020000000,0.020000000,393.310000000,0.026710098,0.199592668,-30.517000000,2.692000000,0.576000000,0.000008188,0.562700000,-5775.070000000,-25.707000000,0.098758135,1,0
2c2x_1,49577.400000000,12.021680000,0.000000000,-173.524000000,-0.424580000,380.000000000,0.556480000,-0.309590000,-0.012200000,9.000000000,0.000000000,12.000000000,5.000000000,15.000000000,0.000000000,19.000000000,10.000000000,9.000000000,0.000000000,20.000000000,0.000000000,0.000000000,12.000000000,6.000000000,0.077000000,0.000000000,0.103000000,0.043000000,0.128000000,0.000000000,0.162000000,0.085000000,0.077000000,0.171000000,0.000000000,0.103000000,1112.060000000,0.140877766,0.212952799,-57.698000000,6.540000000,0.719000000,0.025097564,0.254800000,-15335.800000000,-95.437300000,0.136339642,1,0
2cd0_1,19701.300000000,12.221650000,0.000000000,228.798000000,-0.405720000,194.000000000,0.575530000,-0.149720000,0.005270000,11.000000000,20.000000000,1.000000000,0.000000000,0.000000000,3.000000000,4.000000000,11.000000000,0.000000000,5.000000000,0.000000000,0.000000000,6.000000000,0.000000000,2.000000000,0.175000000,0.317000000,0.016000000,0.000000000,0.000000000,0.048000000,0.063000000,0.175000000,0.000000000,0.000000000,0.000000000,0.000000000,565.530000000,0.108041958,0.235955056,0.769000000,2.365000000,0.718000000,0.004413600,0.612600000,-7013.810000000,-25.277100000,1.122183340,1,0
2dql_1,24968.200000000,12.751890000,0.000000000,-708.180000000,-0.505380000,234.000000000,0.669970000,-0.349130000,-0.028240000,4.000000000,2.000000000,1.000000000,2.000000000,2.000000000,8.000000000,0.000000000,0.000000000,2.000000000,6.000000000,8.000000000,15.000000000,6.000000000,4.000000000,0.000000000,0.067000000,0.033000000,0.017000000,0.033000000,0.033000000,0.133000000,0.000000000,0.000000000,0.033000000,0.133000000,0.250000000,0.067000000,1142.170000000,0.089024923,0.528591353,-64.717000000,3.057000000,0.733000000,0.005384902,0.559300000,-12663.400000000,-68.620100000,1.044171970,1,0
2dwy_6,24552.300000000,12.148590000,0.000000000,-214.002000000,-0.521270000,315.000000000,0.539100000,-0.146880000,0.011660000,6.000000000,2.000000000,11.000000000,11.000000000,11.000000000,0.000000000,12.000000000,2.000000000,5.000000000,0.000000000,11.000000000,1.000000000,2.000000000,12.000000000,3.000000000,0.067000000,0.022000000,0.124000000,0.124000000,0.124000000,0.000000000,0.135000000,0.022000000,0.056000000,0.124000000,0.011000000,0.135000000,1750.960000000,0.286384977,0.396604938,1.328000000,3.140000000,0.589000000,0.013204922,0.550100000,-12737.700000000,-58.046200000,0.240128180,1,0
2ecf_1,125061.000000000,11.484020000,0.000000000,-1001.260000000,-0.424750000,336.000000000,0.591590000,-0.191030000,0.001790000,10.000000000,8.000000000,14.000000000,10.000000000,6.000000000,2.000000000,14.000000000,2.000000000,6.000000000,1.000000000,2.000000000,6.000000000,2.000000000,4.000000000,2.000000000,0.112000000,0.090000000,0.157000000,0.112000000,0.067000000,0.022000000,0.157000000,0.022000000,0.067000000,0.022000000,0.067000000,0.045000000,150.250000000,0.022032027,0.078260870,-64.675000000,19.440000000,0.681000000,0.295278668,0.574800000,-24459.900000000,-69.151300000,-0.317751696,0,0
2ejn_1,27601.500000000,12.218460000,0.000000000,-740.022000000,-0.398000000,305.000000000,0.535860000,-0.108180000,0.007530000,7.000000000,8.000000000,10.000000000,3.000000000,6.000000000,2.000000000,7.000000000,11.000000000,6.000000000,0.000000000,7.000000000,6.000000000,2.000000000,0.000000000,5.000000000,0.088000000,0.100000000,0.125000000,0.038000000,0.075000000,0.025000000,0.088000000,0.138000000,0.075000000,0.088000000,0.075000000,0.000000000,1171.580000000,0.215767311,0.358333333,-70.034000000,2.915000000,0.639000000,0.026666623,0.631100000,-16390.500000000,-68.277300000,0.595081116,1,0
2ekz_1,32405.000000000,12.028580000,0.000000000,471.715000000,-0.462050000,161.000000000,0.541470000,-0.239950000,0.008220000,3.000000000,1.000000000,0.000000000,4.000000000,3.000000000,3.000000000,2.000000000,2.000000000,6.000000000,0.000000000,3.000000000,2.000000000,2.000000000,5.000000000,2.000000000,0.079000000,0.026000000,0.000000000,0.105000000,0.079000000,0.079000000,0.053000000,0.053000000,0.158000000,0.079000000,0.053000000,0.132000000,362.050000000,0.046357052,0.070578231,7.538000000,3.905000000,0.650000000,0.000263008,0.555700000,-5148.480000000,-20.602300000,0.279368892,1,0
2f1z_5,95640.200000000,12.158680000,0.000000000,-4097.350000000,-0.412080000,259.000000000,0.428870000,-0.225990000,0.000860000,10.000000000,10.000000000,0.000000000,4.000000000,2.000000000,2.000000000,9.000000000,2.000000000,2.000000000,1.000000000,0.000000000,0.000000000,2.000000000,0.000000000,3.000000000,0.213000000,0.213000000,0.000000000,0.085000000,0.043000000,0.043000000,0.191000000,0.043000000,0.043000000,0.000000000,0.000000000,0.000000000,-716.500000000,0.015384615,0.045019157,170.870000000,18.485000000,0.436000000,0.345605880,0.630300000,-21261.200000000,-14.590400000,-0.707975765,0,0
2f5e_1,27724.300000000,12.871080000,0.000000000,-1536.260000000,-0.376400000,310.000000000,0.607800000,-0.415220000,-0.009350000,0.000000000,0.000000000,12.000000000,4.000000000,17.000000000,4.000000000,16.000000000,0.000000000,7.000000000,5.000000000,10.000000000,9.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.141000000,0.047000000,0.200000000,0.047000000,0.188000000,0.000000000,0.082000000,0.118000000,0.106000000,0.000000000,1227.970000000,0.168541069,0.505106778,6.103000000,3.654000000,0.699000000,0.002542915,0.603300000,-18248.500000000,-77.081900000,0.711063258,1,0
2f6s_1,35922.700000000,12.534090000,0.000000000,-724.827000000,-0.363370000,225.000000000,0.386890000,-0.133590000,0.011900000,0.000000000,0.000000000,1.000000000,4.000000000,14.000000000,6.000000000,3.000000000,0.000000000,15.000000000,1.000000000,5.000000000,8.000000000,2.000000000,1.000000000,2.000000000,0.000000000,0.000000000,0.016000000,0.065000000,0.226000000,0.097000000,0.048000000,0.000000000,0.242000000,0.081000000,0.129000000,0.016000000,595.610000000,0.037674919,0.166788588,-42.192000000,4.505000000,0.708000000,0.013332522,0.292400000,-14165.000000000,-42.820200000,0.187706762,1,0
2f96_1,37534.800000000,12.499100000,0.000000000,659.159000000,-0.384690000,298.000000000,0.596270000,-0.309720000,-0.009660000,0.000000000,7.000000000,4.000000000,6.000000000,4.000000000,3.000000000,7.000000000,7.000000000,3.000000000,5.000000000,7.000000000,15.000000000,8.000000000,2.000000000,0.000000000,0.000000000,0.090000000,0.051000000,0.077000000,0.051000000,0.038000000,0.090000000,0.090000000,0.038000000,0.090000000,0.192000000,0.026000000,1197.600000000,0.176661952,0.145185185,-61.012000000,4.151000000,0.685000000,0.000212374,0.327100000,-10644.600000000,-9999.000000000,0.533782105,1,0
2fco_1,30621.200000000,12.204540000,0.000000000,-54.964900000,-0.439950000,260.000000000,0.479320000,-0.174460000,0.002850000,3.000000000,2.000000000,2.000000000,8.000000000,10.000000000,5.000000000,6.000000000,2.000000000,10.000000000,1.000000000,5.000000000,3.000000000,4.000000000,4.000000000,8.000000000,0.041000000,0.027000000,0.027000000,0.110000000,0.137000000,0.068000000,0.082000000,0.027000000,0.137000000,0.068000000,0.041000000,0.055000000,944.370000000,0.086234783,0.160305344,-48.321000000,3.612000000,0.622000000,0.000635907,0.444200000,-11141.600000000,-48.821200000,0.237755975,1,0
2fj2_2,13866.200000000,13.307290000,0.000000000,260.742000000,-0.404510000,223.000000000,0.511790000,0.004820000,0.042160000,3.000000000,2.000000000,7.000000000,12.000000000,8.000000000,4.000000000,7.000000000,4.000000000,7.000000000,0.000000000,2.000000000,2.000000000,1.000000000,6.000000000,7.000000000,0.042000000,0.028000000,0.097000000,0.167000000,0.111000000,0.056000000,0.097000000,0.056000000,0.097000000,0.028000000,0.028000000,0.083000000,950.020000000,0.112506228,0.339788732,-10.123000000,3.648000000,0.651000000,0.040187877,0.430800000,-10299.600000000,-37.931900000,0.418722898,1,0
2fuc_1,47108.100000000,12.128760000,0.000000000,-1531.920000000,-0.419710000,280.000000000,0.492090000,-0.206080000,-0.000560000,2.000000000,2.000000000,12.000000000,4.000000000,12.000000000,2.000000000,18.000000000,1.000000000,6.000000000,0.000000000,3.000000000,6.000000000,2.000000000,2.000000000,0.000000000,0.028000000,0.028000000,0.167000000,0.056000000,0.167000000,0.028000000,0.250000000,0.014000000,0.083000000,0.042000000,0.083000000,0.028000000,365.310000000,0.089397831,0.178628389,-40.494000000,6.334000000,0.697000000,0.000000032,0.249700000,-15212.600000000,-62.672600000,-0.053477497,0,0
2hku_1,35078.700000000,12.510240000,0.000000000,-497.346000000,-0.392820000,356.000000000,0.533280000,-0.241070000,-0.008000000,3.000000000,5.000000000,26.000000000,2.000000000,10.000000000,4.000000000,7.000000000,9.000000000,4.000000000,1.000000000,18.000000000,3.000000000,2.000000000,0.000000000,1.000000000,0.032000000,0.053000000,0.274000000,0.021000000,0.105000000,0.042000000,0.074000000,0.095000000,0.042000000,0.189000000,0.032000000,0.000000000,1604.540000000,0.103298545,0.359939759,-54.465000000,4.248000000,0.657000000,0.000012376,0.335800000,-12326.700000000,-61.237700000,0.098177830,1,0
2i5p_1,54668.900000000,11.726490000,0.000000000,-1306.230000000,-0.446180000,420.000000000,0.640560000,-0.218270000,-0.001250000,9.000000000,1.000000000,17.000000000,8.000000000,9.000000000,5.000000000,6.000000000,11.000000000,3.000000000,0.000000000,27.000000000,10.000000000,3.000000000,18.000000000,5.000000000,0.068000000,0.008000000,0.129000000,0.061000000,0.068000000,0.038000000,0.045000000,0.083000000,0.023000000,0.205000000,0.076000000,0.136000000,1702.000000000,0.065462607,0.275713516,-101.385000000,7.866000000,0.756000000,0.040187877,0.262600000,-28039.200000000,-106.364000000,0.475955665,1,0
2i6a_2,64755.600000000,11.960770000,0.000000000,-2756.370000000,-0.410550000,276.000000000,0.381960000,-0.191100000,-0.005800000,3.000000000,1.000000000,1.000000000,4.000000000,2.000000000,10.000000000,9.000000000,0.000000000,3.000000000,3.000000000,0.000000000,10.000000000,8.000000000,5.000000000,4.000000000,0.048000000,0.016000000,0.016000000,0.063000000,0.032000000,0.159000000,0.143000000,0.000000000,0.048000000,0.000000000,0.159000000,0.079000000,334.770000000,0.103848217,0.197376267,249.597000000,11.510000000,0.632000000,0.551480830,0.609900000,-22140.700000000,-41.486100000,0.078088190,1,0
2imz_1,27233.900000000,12.250970000,0.000000000,216.264000000,-0.482020000,186.000000000,0.483530000,-0.365070000,-0.009410000,0.000000000,2.000000000,0.000000000,0.000000000,6.000000000,8.000000000,6.000000000,0.000000000,16.000000000,2.000000000,0.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.048000000,0.000000000,0.000000000,0.143000000,0.190000000,0.143000000,0.000000000,0.381000000,0.000000000,0.048000000,0.000000000,445.560000000,0.117215371,0.078431373,-4.391000000,3.533000000,0.619000000,0.005413268,0.639100000,-3600.260000000,-16.739600000,0.035437752,1,0
2io3_12,31474.400000000,13.070760000,0.000000000,144.097000000,-0.420030000,764.000000000,0.596800000,-0.313440000,-0.070090000,6.000000000,4.000000000,32.000000000,4.000000000,8.000000000,0.000000000,20.000000000,7.000000000,5.000000000,6.000000000,54.000000000,14.000000000,14.000000000,12.000000000,4.000000000,0.032000000,0.021000000,0.168000000,0.021000000,0.042000000,0.000000000,0.105000000,0.037000000,0.026000000,0.284000000,0.074000000,0.063000000,4683.510000000,0.341764188,0.600760456,152.287000000,5.440000000,0.551000000,0.001327171,0.525200000,-29264.000000000,-123.700000000,-1.254306770,0,0
2j3x_1,83815.400000000,12.045900000,0.000000000,-3262.570000000,-0.375150000,312.000000000,0.299840000,-0.063430000,0.009000000,0.000000000,2.000000000,4.000000000,14.000000000,12.000000000,12.000000000,16.000000000,2.000000000,23.000000000,0.000000000,0.000000000,4.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.022000000,0.045000000,0.157000000,0.135000000,0.135000000,0.180000000,0.022000000,0.258000000,0.000000000,0.045000000,0.000000000,223.070000000,0.088126823,0.079340141,0.028000000,10.902000000,0.534000000,0.000003464,0.231100000,-20484.400000000,-34.074900000,-0.706420430,0,0
2j8z_1,54070.100000000,11.533720000,0.000000000,2692.710000000,-0.402980000,318.000000000,0.675130000,-0.366650000,-0.008280000,4.000000000,2.000000000,14.000000000,4.000000000,2.000000000,2.000000000,8.000000000,3.000000000,4.000000000,4.000000000,18.000000000,14.000000000,8.000000000,12.000000000,4.000000000,0.039000000,0.019000000,0.136000000,0.039000000,0.019000000,0.019000000,0.078000000,0.029000000,0.039000000,0.175000000,0.136000000,0.117000000,723.520000000,0.081462108,0.242424242,-69.404000000,7.532000000,0.784000000,0.179281563,0.490900000,-17386.300000000,-86.140500000,0.897469228,1,0
2jbx_1,26212.700000000,12.693800000,0.000000000,-185.972000000,-0.441340000,249.000000000,0.528950000,-0.264370000,-0.008030000,0.000000000,4.000000000,6.000000000,0.000000000,5.000000000,3.000000000,11.000000000,13.000000000,3.000000000,2.000000000,9.000000000,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.062000000,0.094000000,0.000000000,0.078000000,0.047000000,0.172000000,0.203000000,0.047000000,0.141000000,0.125000000,0.000000000,890.310000000,0.104375418,0.360721443,0.557000000,4.450000000,0.555000000,0.000011765,0.633700000,-11732.500000000,-34.462300000,0.391000047,1,0
2nsa_6,37739.100000000,13.420730000,0.000000000,-2593.280000000,-0.278710000,322.000000000,0.410360000,-0.261460000,0.010800000,0.000000000,0.000000000,4.000000000,0.000000000,10.000000000,2.000000000,18.000000000,0.000000000,24.000000000,0.000000000,6.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.062000000,0.000000000,0.156000000,0.031000000,0.281000000,0.000000000,0.375000000,0.094000000,0.000000000,0.000000000,558.780000000,0.126825939,0.301393728,-17.510000000,4.386000000,0.503000000,0.000007148,0.572200000,-13784.000000000,-19.997100000,-0.829872012,0,0
2nvn_1,23462.800000000,12.948570000,0.000000000,1044.020000000,-0.466950000,264.000000000,0.690820000,-0.369360000,-0.004430000,0.000000000,2.000000000,0.000000000,2.000000000,20.000000000,6.000000000,4.000000000,0.000000000,15.000000000,3.000000000,5.000000000,10.000000000,4.000000000,0.000000000,0.000000000,0.000000000,0.028000000,0.000000000,0.028000000,0.282000000,0.085000000,0.056000000,0.000000000,0.211000000,0.070000000,0.141000000,0.000000000,710.940000000,0.046805205,0.059805285,-76.233000000,2.146000000,0.830000000,0.761360526,0.184200000,-14579.200000000,-81.039800000,0.806343624,1,0
2nwu_1,26399.100000000,12.858790000,0.000000000,98.841900000,-0.458660000,139.000000000,0.246730000,-0.065920000,0.003450000,2.000000000,0.000000000,7.000000000,2.000000000,1.000000000,0.000000000,11.000000000,3.000000000,8.000000000,0.000000000,4.000000000,0.000000000,0.000000000,4.000000000,0.000000000,0.048000000,0.000000000,0.167000000,0.048000000,0.024000000,0.000000000,0.262000000,0.071000000,0.190000000,0.095000000,0.000000000,0.095000000,421.560000000,0.042711327,0.014888337,-12.283000000,3.944000000,0.723000000,0.000000600,0.624300000,-8072.840000000,-33.833000000,-0.409355636,0,0
2o7m_6,31609.500000000,12.725240000,0.000000000,-1419.790000000,-0.443380000,231.000000000,0.499790000,-0.372570000,-0.005830000,4.000000000,0.000000000,6.000000000,0.000000000,10.000000000,0.000000000,15.000000000,8.000000000,8.000000000,0.000000000,6.000000000,8.000000000,0.000000000,4.000000000,0.000000000,0.058000000,0.000000000,0.087000000,0.000000000,0.145000000,0.000000000,0.217000000,0.116000000,0.116000000,0.087000000,0.116000000,0.058000000,922.780000000,0.053750738,0.240157480,-56.592000000,3.821000000,0.740000000,0.000004359,0.601000000,-13940.100000000,-70.282500000,0.210526178,1,0
2ob5_1,28372.800000000,12.861650000,0.000000000,1187.890000000,-0.358920000,258.000000000,0.503830000,0.005380000,0.001870000,2.000000000,0.000000000,0.000000000,8.000000000,22.000000000,4.000000000,6.000000000,0.000000000,3.000000000,0.000000000,16.000000000,0.000000000,0.000000000,4.000000000,0.000000000,0.031000000,0.000000000,0.000000000,0.123000000,0.338000000,0.062000000,0.092000000,0.000000000,0.046000000,0.246000000,0.000000000,0.062000000,979.910000000,0.032124252,0.253546099,-81.953000000,3.206000000,0.688000000,0.000345961,0.636500000,-9070.160000000,-78.058900000,0.068348317,1,0
2ozv_1,38920.400000000,12.828080000,0.000000000,814.414000000,-0.381850000,184.000000000,0.539700000,-0.239970000,-0.004820000,0.000000000,2.000000000,2.000000000,2.000000000,8.000000000,8.000000000,6.000000000,0.000000000,7.000000000,1.000000000,5.000000000,6.000000000,2.000000000,4.000000000,1.000000000,0.000000000,0.037000000,0.037000000,0.037000000,0.148000000,0.148000000,0.111000000,0.000000000,0.130000000,0.093000000,0.111000000,0.074000000,658.020000000,0.049950203,0.192642788,-14.247000000,4.296000000,0.680000000,0.002159689,0.632400000,-9784.340000000,-46.932100000,0.438192776,1,0
2pf4_5,109679.000000000,12.235500000,0.000000000,-2529.400000000,-0.391670000,355.000000000,0.429620000,-0.126140000,0.002820000,0.000000000,0.000000000,3.000000000,1.000000000,18.000000000,14.000000000,11.000000000,0.000000000,17.000000000,3.000000000,6.000000000,5.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.038000000,0.013000000,0.231000000,0.179000000,0.141000000,0.000000000,0.218000000,0.077000000,0.064000000,0.000000000,-371.940000000,0.033533337,0.061107575,42.943000000,15.721000000,0.517000000,0.002638880,0.261500000,-19758.100000000,-6.139510000,-0.911638981,0,0
2ph1_1,46757.600000000,12.692070000,0.000000000,-110.538000000,-0.375450000,162.000000000,0.479060000,-0.293120000,-0.006420000,4.000000000,2.000000000,2.000000000,2.000000000,8.000000000,2.000000000,6.000000000,0.000000000,0.000000000,2.000000000,5.000000000,4.000000000,2.000000000,0.000000000,2.000000000,0.098000000,0.049000000,0.049000000,0.049000000,0.195000000,0.049000000,0.146000000,0.000000000,0.000000000,0.122000000,0.098000000,0.000000000,342.090000000,0.038161318,0.140471513,-22.597000000,7.510000000,0.660000000,0.000055784,0.168000000,-13570.600000000,-34.714500000,0.443918663,1,0
2q30_4,19152.800000000,12.420750000,0.000000000,370.869000000,-0.479810000,306.000000000,0.660190000,-0.325290000,-0.002560000,10.000000000,4.000000000,16.000000000,2.000000000,18.000000000,2.000000000,8.000000000,3.000000000,5.000000000,0.000000000,18.000000000,6.000000000,0.000000000,6.000000000,0.000000000,0.102000000,0.041000000,0.163000000,0.020000000,0.184000000,0.020000000,0.082000000,0.031000000,0.051000000,0.184000000,0.061000000,0.061000000,1312.460000000,0.203001051,0.336269015,-79.157000000,1.884000000,0.698000000,0.040187877,0.318800000,-13521.800000000,-89.549600000,0.650040445,1,0
2q5c_3,37108.700000000,12.708460000,0.000000000,-1160.200000000,-0.452280000,129.000000000,0.685520000,-0.430100000,-0.013570000,0.000000000,0.000000000,0.000000000,2.000000000,0.000000000,4.000000000,0.000000000,0.000000000,8.000000000,1.000000000,0.000000000,5.000000000,6.000000000,2.000000000,3.000000000,0.000000000,0.000000000,0.000000000,0.065000000,0.000000000,0.129000000,0.000000000,0.000000000,0.258000000,0.000000000,0.161000000,0.065000000,276.300000000,0.033757798,0.088679245,-35.175000000,4.100000000,0.695000000,0.000004251,0.471000000,-11418.600000000,-29.578000000,0.721498334,1,0
