pdb-id,F_Voronota_glob_light_score,F_Voronota_glob_dark_score,F_Voronota_glob_area,F_Voronota_glob_area_per_atom,F_Voronota_glob_nonprotein_area,F_Voronota_glob_volume,F_Voronota_glob_volume_per_atom,F_Voronota_glob_energy,F_Voronota_glob_energy_norm,F_Voronota_glob_energy_per_atom,F_Voronota_glob_sas_area,F_Voronota_glob_sas_area_per_atom,F_Voronota_glob_sas_energy,F_Voronota_glob_sas_energy_norm,F_Voronota_glob_sas_energy_per_atom,F_Voronota_glob_nonsas_area,F_Voronota_glob_nonsas_area_per_atom,F_Voronota_glob_nonsas_energy,F_Voronota_glob_nonsas_energy_norm,F_Voronota_glob_nonsas_energy_per_atom,F_Voronota_iface_atoms,F_Voronota_iface_atoms_light_score,F_Voronota_iface_area,F_Voronota_iface_energy,F_Voronota_iface_energy_norm,F_Voronota_iface_energy_per_atom,F_Voronota_iface_shelled_energy,F_Voronota_iface_shelled_energy_norm,F_Voronota_iface_shelled_energy_per_atom,F_Voronota_iface_expanded_area,F_Voronota_iface_expanded_energy,F_Voronota_iface_expanded_energy_norm,F_Voronota_iface_expanded_energy_per_atom,F_Voronota_iface_expanded_shelled_energy,F_Voronota_iface_expanded_shelled_energy_norm,F_Voronota_iface_expanded_shelled_energy_per_atom,F_Voronota_split_light_score,F_Voronota_split_dark_score,F_Voronota_split_area,F_Voronota_split_area_per_atom,F_Voronota_split_volume,F_Voronota_split_volume_per_atom,F_Voronota_split_energy,F_Voronota_split_energy_norm,F_Voronota_split_energy_per_atom,F_Voronota_split_sas_area,F_Voronota_split_sas_area_per_atom,F_Voronota_split_sas_energy,F_Voronota_split_sas_energy_norm,F_Voronota_split_sas_energy_per_atom,F_Voronota_split_nonsas_area,F_Voronota_split_nonsas_area_per_atom,F_Voronota_split_nonsas_energy,F_Voronota_split_nonsas_energy_norm,F_Voronota_split_nonsas_energy_per_atom,F_Voronota_diff_glob_light_score,F_Voronota_diff_glob_dark_score,F_Voronota_diff_glob_area,F_Voronota_diff_glob_area_per_atom,F_Voronota_diff_glob_energy,F_Voronota_diff_glob_energy_norm,F_Voronota_diff_glob_energy_per_atom,F_Voronota_diff_glob_volume,F_Voronota_diff_glob_volume_per_atom,F_Voronota_diff_sas_area,F_Voronota_diff_sas_area_per_atom,F_Voronota_diff_sas_energy,F_Voronota_diff_sas_energy_norm,F_Voronota_diff_sas_energy_per_atom,F_Voronota_diff_nonsas_area,F_Voronota_diff_nonsas_area_per_atom,F_Voronota_diff_nonsas_energy,F_Voronota_diff_nonsas_energy_norm,F_Voronota_diff_nonsas_energy_per_atom,Training
3ec9_1,0.5214,0.68236,24520.2,12.4468,0,47553.8,24.13898,-5791.1,-0.23618,-2.93964,12024.7,6.10391,-113.427,-0.00943,-0.05758,12495.5,6.34289,-5677.673,-0.45438,-2.88207,186,0.51641,748.821,-501.126,-0.66922,-0.25438,-509.989,-0.68106,-0.25888,1542.96,-282.125,-0.18285,-0.14321,-567.488,-0.36779,-0.28806,0.47869,0.658,25565.5,12.97741,48924.7,24.83487,-4928.99,-0.1928,-2.50203,13577.5,6.89213,374.408,0.02758,0.19005,11988,6.08528,-5303.398,-0.44239,-2.69208,0.04271,0.02436,-1045.3,-0.53061,-862.11,-0.04338,-0.43762,-1370.9,-0.69589,-1552.8,-0.78822,-487.835,-0.03701,-0.24763,507.5,0.25761,-374.275,-0.01199,-0.18999,0
3eeg_1,0.45529,0.66504,48604.7,12.19385,0,95664.9,24.00023,-8666.13,-0.1783,-2.17414,22222.8,5.57521,-129.99,-0.00585,-0.03261,26381.9,6.61864,-8536.14,-0.32356,-2.14153,156,0.39572,700.219,-503.266,-0.71873,-0.12626,-503.735,-0.7194,-0.12638,1512.37,-320.462,-0.21189,-0.0804,-580.264,-0.38368,-0.14558,0.44084,0.65872,49592.5,12.44167,96835.9,24.294,-7906.42,-0.15943,-1.98355,23667.2,5.93758,312.358,0.0132,0.07836,25925.3,6.50409,-8218.778,-0.31702,-2.06191,0.01444,0.00633,-987.8,-0.24782,-759.71,-0.01887,-0.19059,-1171,-0.29378,-1444.4,-0.36237,-442.348,-0.01905,-0.11098,456.6,0.11455,-317.362,-0.00654,-0.07962,0
3ees_1,0.57771,0.704,26004.6,12.35373,0,51920.6,24.66537,-7036.09,-0.27057,-3.34256,13022.1,6.18627,-796.242,-0.06115,-0.37826,12982.5,6.16746,-6239.848,-0.48064,-2.9643,206,0.62895,863.155,-503.216,-0.583,-0.23906,-552.095,-0.63962,-0.26228,1947.59,-559.813,-0.28744,-0.26594,-838.105,-0.43033,-0.39815,0.53048,0.69412,27166.4,12.90565,53323.6,25.33188,-6391.77,-0.23528,-3.03647,14787.7,7.02504,-456.212,-0.03085,-0.21673,12378.7,5.88062,-5935.558,-0.4795,-2.81974,0.04723,0.00988,-1161.8,-0.55192,-644.32,-0.03529,-0.30609,-1403,-0.66651,-1765.6,-0.83876,-340.03,-0.03029,-0.16153,603.8,0.28684,-304.29,-0.00114,-0.14456,0
3efb_1,0.51046,0.67261,45029.3,12.20968,0,89262.8,24.20358,-9717.58,-0.21581,-2.63492,21151.1,5.73511,-1074.79,-0.05081,-0.29143,23878.2,6.47457,-8642.79,-0.36195,-2.34349,222,0.43954,785.845,-283.892,-0.36126,-0.07698,-275.251,-0.35026,-0.07463,1785.28,-166.05,-0.09301,-0.04502,-311.995,-0.17476,-0.0846,0.49696,0.66536,46106.6,12.50179,90522.1,24.54504,-9157.7,-0.19862,-2.48311,22831.4,6.19073,-731.102,-0.03202,-0.19824,23275.2,6.31106,-8426.598,-0.36204,-2.28487,0.0135,0.00725,-1077.3,-0.29211,-559.88,-0.01719,-0.15181,-1259.3,-0.34146,-1680.3,-0.45561,-343.688,-0.01879,-0.09319,603,0.1635,-216.192,9e-05,-0.05862,0
3egj_2,0.5584,0.71425,65361.9,11.66552,0,131364,23.4453,-17458.1,-0.2671,-3.11585,28469.4,5.0811,-1793.81,-0.06301,-0.32015,36892.5,6.58442,-15664.29,-0.42459,-2.7957,228,0.5872,893.318,-485.951,-0.54398,-0.08673,-521.172,-0.58341,-0.09302,1950.83,-548.438,-0.28113,-0.09788,-782.976,-0.40136,-0.13974,0.54322,0.70659,66572.2,11.88153,132806,23.70266,-16741.7,-0.25148,-2.98799,30302.4,5.40825,-1411.81,-0.04659,-0.25197,36269.8,6.47328,-15329.89,-0.42266,-2.73601,0.01518,0.00766,-1210.3,-0.21601,-716.4,-0.01562,-0.12786,-1442,-0.25736,-1833,-0.32715,-382,-0.01642,-0.06818,622.7,0.11114,-334.4,-0.00193,-0.05968,0
3ego_1,0.59793,0.70736,54914.7,12.05856,0,109631,24.07356,-15126.5,-0.27545,-3.32159,25649.8,5.63237,-488.748,-0.01905,-0.10732,29264.9,6.4262,-14637.752,-0.50018,-3.21426,188,0.71177,792.719,-608.737,-0.76791,-0.13367,-665.664,-0.83972,-0.14617,1410.68,-570.307,-0.40428,-0.12523,-867.931,-0.61526,-0.19059,0.57564,0.69496,55972.8,12.29091,110998,24.37374,-13991.1,-0.24996,-3.07227,27266,5.98726,195.435,0.00717,0.04292,28706.8,6.30365,-14186.535,-0.49419,-3.11518,0.02229,0.0124,-1058.1,-0.23235,-1135.4,-0.02549,-0.24932,-1367,-0.30018,-1616.2,-0.3549,-684.183,-0.02622,-0.15024,558.1,0.12255,-451.217,-0.00599,-0.09908,0
3ehc_1,0.5499,0.69798,25401.2,12.51907,0,49773.9,24.53125,-6302.14,-0.2481,-3.10603,12634.3,6.22686,-233.104,-0.01845,-0.11489,12766.9,6.29221,-6069.036,-0.47537,-2.99115,251,0.65984,906.167,-478.968,-0.52856,-0.23606,-516.675,-0.57018,-0.25465,1813.2,-569.456,-0.31406,-0.28066,-779.656,-0.42999,-0.38426,0.49964,0.67398,26593.1,13.10651,51341.4,25.30379,-5409.34,-0.20341,-2.66601,14467.2,7.13021,359.819,0.02487,0.17734,12125.9,5.97629,-5769.159,-0.47577,-2.84335,0.05026,0.024,-1191.9,-0.58743,-892.8,-0.04469,-0.44002,-1567.5,-0.77255,-1832.9,-0.90335,-592.923,-0.04332,-0.29222,641,0.31592,-299.877,4e-04,-0.1478,0
3eij_1,0.53747,0.68108,55131.4,12.63902,0,108143,24.79207,-12448.5,-0.2258,-2.85385,26573.9,6.09214,-1071.87,-0.04034,-0.24573,28557.5,6.54688,-11376.63,-0.39838,-2.60812,320,0.42422,1356.95,-386.511,-0.28484,-0.08861,-408.357,-0.30094,-0.09362,3311.65,-762.464,-0.23024,-0.1748,-827.042,-0.24974,-0.1896,0.52959,0.66928,56939.9,13.05362,110193,25.26204,-12279.4,-0.21566,-2.81508,29480,6.75837,-1187.11,-0.04027,-0.27215,27459.9,6.29525,-11092.29,-0.40395,-2.54294,0.00787,0.0118,-1808.5,-0.4146,-169.1,-0.01014,-0.03877,-2050,-0.46997,-2906.1,-0.66623,115.24,-7e-05,0.02642,1097.6,0.25163,-284.34,0.00557,-0.06519,0
3enm_11,0.49491,0.61541,54107,12.2803,0,108092,24.53291,-11247.7,-0.20788,-2.55281,26070.4,5.91702,132.323,0.00508,0.03003,28036.6,6.36328,-11380.023,-0.4059,-2.58285,448,0.44518,1892.57,-487.398,-0.25753,-0.11062,-530.284,-0.28019,-0.12035,3738.72,-456.632,-0.12214,-0.10364,-700.051,-0.18724,-0.15889,0.4819,0.60653,56576,12.84067,111188,25.23559,-10291,-0.1819,-2.33568,29975.7,6.80338,820.425,0.02737,0.18621,26600.3,6.03729,-11111.425,-0.41772,-2.52188,0.01301,0.00888,-2469,-0.56037,-956.7,-0.02598,-0.21714,-3096,-0.70268,-3905.3,-0.88636,-688.102,-0.02229,-0.15617,1436.3,0.32599,-268.598,0.01182,-0.06096,0
3eoq_1,0.5121,0.66708,76927.2,12.22814,0,152786,24.28644,-19413.2,-0.25236,-3.08587,35688.7,5.67298,-2578.3,-0.07224,-0.40984,41238.5,6.55516,-16834.9,-0.40823,-2.67603,241,0.3276,939.39,-298.254,-0.3175,-0.04741,-304.467,-0.32411,-0.0484,2782.22,-547.311,-0.19672,-0.087,-641.865,-0.2307,-0.10203,0.50691,0.66911,78181.8,12.42756,154173,24.50691,-19012,-0.24318,-3.0221,37668.1,5.98762,-2447.68,-0.06498,-0.38908,40513.7,6.43995,-16564.32,-0.40886,-2.63302,0.00519,-0.00203,-1254.6,-0.19943,-401.2,-0.00918,-0.06377,-1387,-0.22047,-1979.4,-0.31464,-130.62,-0.00726,-0.02076,724.8,0.11521,-270.58,0.00062,-0.04301,0
3erj_1,0.50955,0.69145,21970,12.67013,0,43107.3,24.86003,-4820.9,-0.21943,-2.78022,10797.8,6.2271,-401.553,-0.03719,-0.23158,11172.2,6.44302,-4419.347,-0.39557,-2.54864,228,0.60505,937.343,-492.583,-0.52551,-0.28407,-528.812,-0.56416,-0.30497,1856.31,-355.409,-0.19146,-0.20496,-657.246,-0.35406,-0.37903,0.4359,0.64625,23252.2,13.40957,44759.8,25.81303,-3899.72,-0.16771,-2.24897,12703,7.32584,195.549,0.01539,0.11277,10549.2,6.08374,-4095.269,-0.38821,-2.36175,0.07366,0.04519,-1282.2,-0.73945,-921.18,-0.05172,-0.53125,-1652.5,-0.953,-1905.2,-1.09873,-597.102,-0.05258,-0.34435,623,0.35928,-324.078,-0.00736,-0.1869,0
3esf_1,0.57733,0.72245,36780.9,11.7286,0,73076.8,23.30255,-9789.06,-0.26615,-3.12151,16927.6,5.39783,-1217.88,-0.07195,-0.38835,19853.3,6.33077,-8571.18,-0.43173,-2.73316,239,0.52174,890.706,-489.721,-0.54981,-0.15616,-490.352,-0.55052,-0.15636,1907.31,-558.873,-0.29302,-0.17821,-730.777,-0.38315,-0.23303,0.55905,0.70942,37976.1,12.10973,74649.9,23.80418,-9265.64,-0.24399,-2.9546,18749.1,5.97867,-1037.58,-0.05534,-0.33086,19227,6.13106,-8228.06,-0.42794,-2.62374,0.01827,0.01303,-1195.2,-0.38112,-523.42,-0.02216,-0.16691,-1573.1,-0.50163,-1821.5,-0.58084,-180.3,-0.01661,-0.05749,626.3,0.19971,-343.12,-0.00378,-0.10941,0
3eul_6,0.54527,0.72694,22913.5,12.62452,0,44537.6,24.53862,-5293.69,-0.23103,-2.91663,11172,6.15537,-343.852,-0.03078,-0.18945,11741.5,6.46915,-4949.838,-0.42157,-2.72718,189,0.59329,711.674,-324.865,-0.45648,-0.17899,-327.218,-0.45979,-0.18029,1596.44,-400.09,-0.25061,-0.22044,-527.437,-0.33038,-0.2906,0.51517,0.70957,23849.4,13.14017,45753.1,25.20832,-4813.09,-0.20181,-2.65184,12602.3,6.94342,-131.717,-0.01045,-0.07257,11247.1,6.19675,-4681.373,-0.41623,-2.57927,0.0301,0.01737,-935.9,-0.51565,-480.6,-0.02922,-0.26479,-1215.5,-0.6697,-1430.3,-0.78804,-212.135,-0.02033,-0.11688,494.4,0.2724,-268.465,-0.00534,-0.14791,0
3eus_1,0.49961,0.67709,16457.8,12.8376,0,31517.9,24.58495,-3977.29,-0.24167,-3.10241,8217.99,6.41029,-931.431,-0.11334,-0.72655,8239.81,6.42731,-3045.859,-0.36965,-2.37587,217,0.73406,898.519,-792.063,-0.88152,-0.61783,-836.501,-0.93098,-0.6525,1749.04,-874.534,-0.50001,-0.68216,-1200.31,-0.68627,-0.93628,0.37412,0.58842,17632.6,13.75398,33018.2,25.75523,-2728.47,-0.15474,-2.12829,10019,7.81513,-276.517,-0.0276,-0.21569,7613.6,5.93885,-2451.953,-0.32205,-1.9126,0.12549,0.08868,-1174.8,-0.91638,-1248.82,-0.08693,-0.97412,-1500.3,-1.17028,-1801.01,-1.40484,-654.914,-0.08574,-0.51085,626.21,0.48846,-593.906,-0.0476,-0.46327,0
3ewb_1,0.52595,0.70039,49346.4,11.84503,0,98195.9,23.57079,-11480,-0.23264,-2.75564,21801.9,5.23329,-1218.18,-0.05587,-0.29241,27544.5,6.61174,-10261.82,-0.37255,-2.46323,174,0.39625,738.958,-429.786,-0.58161,-0.10317,-426.931,-0.57775,-0.10248,1736.65,-333.766,-0.19219,-0.08012,-533.163,-0.30701,-0.12798,0.51693,0.69872,50354.6,12.08704,99378.2,23.85458,-10919.5,-0.21685,-2.6211,23386.4,5.61363,-1027,-0.04391,-0.24652,26968.2,6.4734,-9892.5,-0.36682,-2.37458,0.00902,0.00167,-1008.2,-0.24201,-560.5,-0.01579,-0.13454,-1182.3,-0.2838,-1584.5,-0.38034,-191.18,-0.01196,-0.04589,576.3,0.13833,-369.32,-0.00573,-0.08865,0
3ez9_2,0.50422,0.65858,69830.1,12.50539,0,137570,24.63646,-14001.1,-0.2005,-2.50736,35045.5,6.27606,-1344.2,-0.03836,-0.24072,34784.6,6.22933,-12656.9,-0.36387,-2.26664,498,0.38545,2104.71,-907.014,-0.43094,-0.16243,-967.499,-0.45968,-0.17326,5440.03,-884.561,-0.1626,-0.15841,-1419.02,-0.26085,-0.25412,0.48109,0.64378,72633.1,13.00736,141023,25.25484,-12280.7,-0.16908,-2.19927,39449,7.06465,-386.079,-0.00979,-0.06914,33184.1,5.94271,-11894.621,-0.35844,-2.13013,0.02313,0.0148,-2803,-0.50197,-1720.4,-0.03142,-0.30809,-3453,-0.61837,-4403.5,-0.78859,-958.121,-0.02857,-0.17158,1600.5,0.28662,-762.279,-0.00542,-0.13651,0
3f14_1,0.49799,0.67081,21704.3,12.78227,0,42002.4,24.7364,-4238.33,-0.19528,-2.49607,11268.1,6.6361,589.661,0.05233,0.34727,10436.2,6.14617,-4827.991,-0.46262,-2.84334,170,0.70903,736.357,-587.202,-0.79744,-0.34582,-622.875,-0.84589,-0.36683,1342.87,-470.501,-0.35037,-0.27709,-764.645,-0.56941,-0.45032,0.42438,0.60942,22690.3,13.36296,43308.4,25.50554,-3266.39,-0.14396,-1.92367,12719.2,7.49069,1165.55,0.09164,0.68643,9971.1,5.87226,-4431.94,-0.44448,-2.61009,0.07362,0.06139,-986,-0.58068,-971.94,-0.05132,-0.5724,-1306,-0.76914,-1451.1,-0.85459,-575.889,-0.03931,-0.33916,465.1,0.27391,-396.051,-0.01814,-0.23325,0
3f3y_2,0.53064,0.66284,54184.1,11.84093,0,109788,23.99213,-12940.5,-0.23882,-2.82791,24669.3,5.39102,112.425,0.00456,0.02457,29514.8,6.44991,-13052.925,-0.44225,-2.85247,118,0.39613,456.944,-151.65,-0.33188,-0.03314,-154.217,-0.3375,-0.0337,1347.85,-306.805,-0.22763,-0.06705,-335.044,-0.24858,-0.07322,0.52665,0.6624,54791,11.97356,110433,24.13309,-12821.1,-0.234,-2.80181,25655.7,5.60658,88.6832,0.00346,0.01938,29135.3,6.36698,-12909.7832,-0.4431,-2.82119,0.00399,0.00043,-606.9,-0.13263,-119.4,-0.00482,-0.02609,-645,-0.14095,-986.4,-0.21556,23.7418,0.0011,0.00519,379.5,0.08293,-143.1418,0.00085,-0.03128,0
3f4k_1,0.55659,0.68573,48128,11.70998,0,96873.1,23.5701,-13581.9,-0.2822,-3.3046,21700.8,5.28,-1954.11,-0.09005,-0.47545,26427.2,6.42998,-11627.79,-0.43999,-2.82915,196,0.66766,816.387,-387.484,-0.47463,-0.09428,-422.663,-0.51772,-0.10284,1641.91,-516.477,-0.31456,-0.12566,-655.787,-0.3994,-0.15956,0.53761,0.67818,49198.1,11.97034,98291.8,23.91528,-13073,-0.26572,-3.18078,23381.6,5.68895,-1718.36,-0.07349,-0.41809,25816.5,6.28139,-11354.64,-0.43982,-2.76269,0.01897,0.00755,-1070.1,-0.26036,-508.9,-0.01648,-0.12382,-1418.7,-0.34518,-1680.8,-0.40895,-235.75,-0.01656,-0.05736,610.7,0.14859,-273.15,-0.00017,-0.06646,0
3f8h_1,0.418,0.61478,26219.2,12.65405,0,50926.7,24.57852,-4322.44,-0.16486,-2.08612,13452.7,6.49262,760.051,0.0565,0.36682,12766.5,6.16144,-5082.491,-0.39811,-2.45294,341,0.52607,1317.31,-644.008,-0.48888,-0.31081,-685.593,-0.52045,-0.33088,3067.96,-519.861,-0.16945,-0.2509,-929.288,-0.3029,-0.4485,0.36416,0.57901,27932.8,13.48108,53207.5,25.6793,-3232.34,-0.11572,-1.56001,16163.7,7.80101,1362.76,0.08431,0.6577,11769.1,5.68007,-4595.1,-0.39044,-2.21771,0.05384,0.03577,-1713.6,-0.82703,-1090.1,-0.04914,-0.52611,-2280.8,-1.10077,-2711,-1.3084,-602.709,-0.02781,-0.29088,997.4,0.48137,-487.391,-0.00767,-0.23523,0
3f9s_1,0.46635,0.64885,26661,12.06926,0,51942.9,23.51421,-6113.79,-0.22932,-2.76767,12740.7,5.76763,-602.799,-0.04731,-0.27288,13920.3,6.30163,-5510.991,-0.3959,-2.49479,238,0.52643,953.578,-619.808,-0.64998,-0.28058,-631.135,-0.66186,-0.28571,1994.14,-694.584,-0.34831,-0.31443,-924.55,-0.46363,-0.41854,0.41397,0.60914,28014.1,12.6818,53686.1,24.30335,-5193.95,-0.1854,-2.35127,14707.5,6.65799,-82.9671,-0.00564,-0.03756,13306.6,6.02381,-5110.9829,-0.38409,-2.31371,0.05238,0.03971,-1353.1,-0.61254,-919.84,-0.04391,-0.41641,-1743.2,-0.78914,-1966.8,-0.89036,-519.8319,-0.04167,-0.23532,613.7,0.27782,-400.0081,-0.0118,-0.18108,0
3fb3_1,0.46842,0.67585,28085.6,12.58879,0,55158.7,24.72376,-5632.89,-0.20056,-2.52483,13804.2,6.18745,253.463,0.01836,0.11361,14281.4,6.40134,-5886.353,-0.41217,-2.63844,645,0.44068,2754.75,-1073.33,-0.38963,-0.4811,-1126.23,-0.40883,-0.50481,5541.77,-1162.53,-0.20978,-0.52108,-1586.14,-0.28622,-0.71095,0.38631,0.60708,31560.4,14.1463,60050.5,26.91641,-3427.28,-0.10859,-1.53621,19360.9,8.67813,1755.39,0.09067,0.78682,12199.5,5.46818,-5182.67,-0.42483,-2.32303,0.08211,0.06876,-3474.8,-1.55751,-2205.61,-0.09197,-0.98862,-4891.8,-2.19265,-5556.7,-2.49068,-1501.927,-0.07231,-0.67321,2081.9,0.93317,-703.683,0.01266,-0.31541,0
3fbt_2,0.57404,0.71148,50517.9,12.07984,0,100741,24.08919,-12532.8,-0.24809,-2.99684,23823.2,5.6966,-261.271,-0.01097,-0.06248,26694.7,6.38324,-12271.529,-0.4597,-2.93437,189,0.67046,804.638,-456.35,-0.56715,-0.10912,-489.271,-0.60806,-0.11699,1918.15,-610.915,-0.31849,-0.14608,-811.43,-0.42303,-0.19403,0.55141,0.69756,51593.3,12.33699,102086,24.41081,-11809.8,-0.2289,-2.82396,25462.1,6.0885,141.54,0.00556,0.03385,26131.2,6.24849,-11951.34,-0.45736,-2.8578,0.02263,0.01392,-1075.4,-0.25715,-723,-0.01918,-0.17288,-1345,-0.32162,-1638.9,-0.39189,-402.811,-0.01653,-0.09632,563.5,0.13474,-320.189,-0.00234,-0.07656,0
3fbu_1,0.54964,0.68366,34331.4,12.235,0,67770.8,24.1521,-9406.73,-0.274,-3.35236,17339.3,6.17937,-1207.35,-0.06963,-0.43027,16992.1,6.05563,-8199.38,-0.48254,-2.92209,196,0.44974,749.52,-372.746,-0.49731,-0.13284,-350.861,-0.46811,-0.12504,1827.96,-431.865,-0.23626,-0.15391,-535.661,-0.29304,-0.1909,0.53374,0.68054,35346.5,12.59676,69095.8,24.62431,-8899.15,-0.25177,-3.17147,18901.9,6.73624,-938.391,-0.04965,-0.33442,16444.6,5.86051,-7960.759,-0.4841,-2.83705,0.0159,0.00312,-1015.1,-0.36176,-507.58,-0.02223,-0.18089,-1325,-0.4722,-1562.6,-0.55688,-268.959,-0.01999,-0.09585,547.5,0.19512,-238.621,0.00155,-0.08504,0
3fcx_1,0.54437,0.69611,48633.9,11.3498,0,98994.5,23.10257,-11317.7,-0.23271,-2.64124,20379.8,4.75608,364.279,0.01787,0.08501,28254.1,6.59372,-11681.979,-0.41346,-2.72625,203,0.27223,793.464,12.5778,0.01585,0.00294,19.534,0.02462,0.00456,2313.34,-343.231,-0.14837,-0.0801,-221.899,-0.09592,-0.05179,0.55161,0.70703,49704.2,11.59958,100121,23.36546,-11802.1,-0.23745,-2.75428,22100.2,5.15757,-80.9485,-0.00366,-0.01889,27604,6.44201,-11721.1515,-0.42462,-2.73539,-0.00724,-0.01091,-1070.3,-0.24978,484.4,0.00473,0.11305,-1126.5,-0.26289,-1720.4,-0.40149,445.2275,0.02154,0.1039,650.1,0.15172,39.1725,0.01116,0.00914,0
3fdg_1,0.59023,0.73324,60030.2,11.33501,0,121250,22.89464,-17850.2,-0.29735,-3.37051,23775,4.48924,-1379.22,-0.05801,-0.26043,36255.2,6.84577,-16470.98,-0.45431,-3.11008,194,0.77409,812.395,-572.223,-0.70437,-0.10805,-599.241,-0.73762,-0.11315,1560.99,-730.164,-0.46776,-0.13787,-904.585,-0.57949,-0.17081,0.57532,0.72676,61133.4,11.54332,122630,23.15521,-17183.1,-0.28108,-3.24454,25443.1,4.80421,-1198.2,-0.04709,-0.22625,35690.3,6.7391,-15984.9,-0.44788,-3.0183,0.01491,0.00648,-1103.2,-0.20831,-667.1,-0.01628,-0.12596,-1380,-0.26057,-1668.1,-0.31497,-181.02,-0.01092,-0.03418,564.9,0.10667,-486.08,-0.00643,-0.09178,0
3fe1_7,0.53127,0.69074,70390,11.93455,0,141229,23.94524,-17303.1,-0.24582,-2.93372,31356.7,5.3165,-2014.82,-0.06425,-0.34161,39033.3,6.61806,-15288.28,-0.39167,-2.59211,326,0.37361,1192.45,-111.236,-0.09328,-0.01886,-108.618,-0.09109,-0.01842,2828.65,-201.036,-0.07107,-0.03409,-211.726,-0.07485,-0.0359,0.53367,0.697,71967.7,12.20205,143054,24.25466,-17380.3,-0.2415,-2.94681,33858.5,5.74067,-2151.41,-0.06354,-0.36477,38109.2,6.46138,-15228.89,-0.39961,-2.58204,-0.0024,-0.00626,-1577.7,-0.2675,77.2,-0.00432,0.01309,-1825,-0.30943,-2501.8,-0.42418,136.59,-0.00071,0.02316,924.1,0.15668,-59.39,0.00794,-0.01007,0
3ffn_1,0.49035,0.65485,134923,11.94326,0,273332,24.1951,-29055.8,-0.21535,-2.57199,61930.2,5.482,-2256.78,-0.03644,-0.19977,72992.8,6.46126,-26799.02,-0.36715,-2.37222,276,0.28652,1130.08,-144.717,-0.12806,-0.01281,-139.624,-0.12355,-0.01236,2802.43,-189.044,-0.06746,-0.01673,-219.364,-0.07828,-0.01942,0.49013,0.65788,136406,12.07453,275070,24.34894,-28799.3,-0.21113,-2.54929,64305.7,5.69228,-2093.41,-0.03255,-0.18531,72100.3,6.38225,-26705.89,-0.3704,-2.36398,0.00022,-0.00303,-1483,-0.13127,-256.5,-0.00422,-0.02271,-1738,-0.15385,-2375.5,-0.21028,-163.37,-0.00389,-0.01446,892.5,0.079,-93.13,0.00325,-0.00824,0
3fg3_1,0.52994,0.66222,123780,11.08445,0,252563,22.61691,-31281.7,-0.25272,-2.80126,49946.9,4.47272,-1559.31,-0.03122,-0.13964,73833.1,6.61172,-29722.39,-0.40256,-2.66163,328,0.23192,1308.51,-169.762,-0.12974,-0.0152,-166.242,-0.12705,-0.01489,4193.95,-480.488,-0.11457,-0.04303,-473.991,-0.11302,-0.04245,0.53295,0.66975,125512,11.23955,254487,22.7892,-31519.2,-0.25112,-2.82253,52834.3,4.73129,-1934.15,-0.03661,-0.1732,72677.7,6.50826,-29585.05,-0.40707,-2.64933,-0.003,-0.00753,-1732,-0.1551,237.5,-0.0016,0.02127,-1924,-0.17229,-2887.4,-0.25857,374.84,0.00539,0.03357,1155.4,0.10347,-137.34,0.00451,-0.0123,0
3fg6_42,0.50428,0.65755,59181.9,12.29626,0,117961,24.50883,-13462.2,-0.22747,-2.79705,28769.8,5.97752,-1161.73,-0.04038,-0.24137,30412.1,6.31874,-12300.47,-0.40446,-2.55568,247,0.2965,976.971,-63.2349,-0.06473,-0.01314,-64.8906,-0.06642,-0.01348,2921.97,-335.582,-0.11485,-0.06972,-256.725,-0.08786,-0.05334,0.50234,0.66179,60494.9,12.56906,119460,24.82028,-13467,-0.22261,-2.79805,30872.2,6.41434,-1186.34,-0.03843,-0.24649,29622.7,6.15473,-12280.66,-0.41457,-2.55156,0.00194,-0.00425,-1313,-0.2728,4.8,-0.00486,0.001,-1499,-0.31145,-2102.4,-0.43682,24.61,-0.00195,0.00511,789.4,0.16401,-19.81,0.01011,-0.00412,0
3fh0_1,0.45438,0.64149,25692.8,13.8282,0,49310.5,26.53956,-3713.5,-0.14453,-1.99865,14765.2,7.94682,808.767,0.05478,0.43529,10927.6,5.88138,-4522.267,-0.41384,-2.43394,75,0.46407,315.846,-117.92,-0.37335,-0.06347,-111.576,-0.35326,-0.06005,1010.14,-291.676,-0.28875,-0.15698,-288.679,-0.28578,-0.15537,0.45183,0.64051,26113.9,14.05484,49717.2,26.75845,-3852.05,-0.14751,-2.07322,15481.1,8.33213,560.359,0.0362,0.30159,10632.8,5.72271,-4412.409,-0.41498,-2.37482,0.00255,0.00099,-421.1,-0.22664,138.55,0.00297,0.07457,-406.7,-0.21889,-715.9,-0.38531,248.408,0.01858,0.1337,294.8,0.15867,-109.858,0.00114,-0.05913,0
