pdb,F_I-sc,F_dG-cross/dSASAx100,F_dG-separated/dSASAx100,F_dSASA-polar,F_fa-dun,F_fa-intra-rep,F_fa-intra-sol-xover4,F_sc-value
3duv_1,-38.388,-2.206,-1.596,1126.061,1267.883,7.129,110.074,0.692
3dvf_1,-1.642,-2.417,38.123,509.838,495.266,2.019,35.37,0.687
3dvi_1,-35.068,-2.55,-2.529,387.657,468.745,2.313,36.955,0.622
3dxb_16,-29.572,-1.397,23.822,1433.844,1014.12,4.035,78.53,0.518
3dyd_1,-104.362,-3.114,-2.452,1918.495,1688.91,8.586,154.154,0.716
3e6d_1,-89.312,-2.299,-1.681,1566.461,1123.519,6.319,88.899,0.669
3e7k_14,-43.201,-2.276,-1.473,733.149,382.837,1.587,23.68,0.652
3e7p_1,-44.413,-2.33,-1.946,611.375,1557.908,8.757,106.321,0.556
3e8s_1,3556.488,8.452,8.551,634.929,734.827,4.032,84.935,0.666
3eb8_3,135.479,1.581,2.487,1039.122,2077.156,9.4,148.037,0.512
3ec9_1,-65.01,-4.829,-3.82,512.357,439.881,2.516,47.256,0.78
3eeg_1,-25.101,-2.165,-1.663,435.858,1985.819,8.96,116.083,0.552
3ees_1,-26.165,-2.475,-2.722,746.354,708.684,2.69,56.138,0.688
3efb_1,-15.987,-2.33,-1.692,612.33,1553.502,6.537,102.075,0.601
3egj_2,-42.569,-2.354,-1.401,771.622,3320.665,10.571,150.721,0.62
3ego_1,-42.431,-2.866,-2.067,344.423,1509.986,7.553,114.687,0.784
3ehc_1,-58.799,-3.126,-2.519,441.318,597.347,2.794,53.982,0.696
3eij_1,-37.708,-1.106,-0.185,1304.417,1710.205,7.115,122.368,0.576
3enm_11,-54.035,-2.041,-1.157,1779.205,2235.597,9.853,123.846,0.604
3eoq_1,-24.316,-1.709,-1.466,626.028,2163.496,8.381,180.022,0.617
3erj_1,44.677,-1.996,-1.164,481.465,451.161,2.829,45.76,0.706
3esf_1,-39.992,-2.126,-1.052,610.759,810.9,4.332,82.074,0.754
3eul_6,-39.328,-2.409,0.359,456.304,545.071,2.463,43.959,0.623
3eus_1,-63.208,-3.93,-3.128,450.827,392.981,1.872,35.496,0.723
3ewb_1,-35.885,-2.812,-2.313,615.952,1363.851,7.27,114.066,0.671
3ez9_2,1070.495,15.813,35.079,1657.927,2812.279,11.939,173.322,0.522
3f14_1,-40.684,-3.33,-2.562,460.896,390.011,2.796,44.449,0.74
3f3y_2,-19.313,-1.515,-1.107,478.626,1568.399,7.964,132.966,0.579
3f4k_1,-37.074,-2.915,-1.357,623.415,1206.671,6.311,110.735,0.754
3f8h_1,-91.512,-3.451,-3.085,1183.191,475.106,3.147,59.619,0.742
3f9s_1,-69.437,-3.473,-3.046,578.754,477.85,3.0,59.359,0.714
3fb3_1,-142.515,-2.937,-2.241,2249.182,917.925,3.036,54.658,0.72
3fbt_2,-37.608,-3.29,-2.8,737.147,1888.769,10.682,110.961,0.633
3fbu_1,-28.037,-2.152,-1.419,606.003,769.902,4.006,77.908,0.781
3fcx_1,15.854,-0.416,0.712,937.861,1001.95,6.307,104.26,0.54
3fdg_1,-38.109,-2.425,-1.718,466.974,1364.527,6.832,141.94,0.637
3fe1_7,-26.369,-1.237,0.055,1363.692,1678.945,7.678,136.707,0.503
3ffn_1,-24.412,-1.365,-0.827,1088.008,5116.192,16.758,304.652,0.647
3fg3_1,-21.913,-1.238,-0.856,1318.342,3010.493,15.103,301.556,0.624
3fg6_42,-30.363,-1.647,-0.534,980.54,2270.403,6.863,135.773,0.547
3fh0_1,6.642,-1.392,-0.27,537.77,541.465,2.461,48.242,0.35
3fjo_2,-11.825,-1.245,-0.379,1196.288,4001.147,13.944,279.636,0.487
3frl_1,-4.688,-1.644,-0.545,585.874,1209.639,4.75,78.751,0.591
3frs_2,-17.992,-1.142,-0.107,926.355,1217.433,4.191,80.827,0.577
3ftj_3,-12.213,-1.674,-0.216,1165.197,1112.947,6.006,96.342,0.675
3ftj_5,-4.542,-1.373,0.556,1432.119,1112.917,6.006,96.342,0.617
3g0f_1,-37.37,-2.374,-1.744,1616.698,1609.943,8.622,117.69,0.663
3g0k_1,-63.237,-2.434,-2.33,1187.659,386.071,2.398,54.574,0.688
3g13_1,-46.023,-2.895,-2.067,877.73,788.121,3.087,61.887,0.649
3g17_2,-29.765,-1.856,-1.136,645.754,1891.403,7.402,124.644,0.647
3g45_1,-0.57,-0.794,0.378,1082.832,2316.188,9.058,173.609,0.54
3g48_2,-23.677,-2.544,-1.04,430.374,394.425,2.409,37.076,0.595
3g7p_1,-41.378,-3.454,-3.036,555.213,601.478,3.806,64.103,0.765
3gff_1,84.229,-1.298,0.686,502.461,1484.216,7.798,136.952,0.536
3ghy_3,-44.922,-2.537,-1.9,904.193,1532.694,6.252,102.606,0.703
3glv_1,-53.417,-3.206,-2.726,470.837,601.396,3.123,50.879,0.61
3gor_1,-39.694,-2.305,-1.539,705.036,1010.945,4.886,78.206,0.621
3grl_1,-18.794,-1.177,0.264,1469.88,2941.841,13.807,236.322,0.553
3gty_7,92.538,0.017,1.051,1061.856,3512.32,11.362,198.544,0.503
3gw2_1,-89.976,-3.63,-3.1,657.067,518.3,1.994,34.545,0.777
3gz1_1,-59.618,-1.984,-0.522,853.969,1150.931,4.737,63.531,0.606
3h1s_1,-25.863,-2.088,-1.325,734.158,892.673,4.176,77.511,0.722
3h2d_1,-84.115,-3.597,-2.973,946.95,563.407,3.079,52.823,0.76
3h7l_3,-4.838,-1.021,-0.301,382.14,3084.759,11.804,262.849,0.455
3hde_2,-31.256,-2.083,66.267,657.612,870.949,4.682,58.548,0.522
3hdv_3,-39.97,-3.725,-3.604,239.691,644.777,3.162,51.831,0.826
3hf7_2,-25.658,-1.956,-1.216,500.881,1086.142,3.695,62.142,0.653
3hgv_3,20.984,-0.938,-0.02,1163.054,1918.561,9.017,139.399,0.514
3hh7_1,-48.18,-3.948,62.247,615.924,253.966,1.286,29.228,0.681
3hha_4,-4.217,-1.98,217.476,454.331,774.623,4.139,90.425,0.668
3hhv_1,-30.204,-1.87,-0.073,604.185,515.651,2.629,42.022,0.655
3hie_3,-49.225,-3.418,-2.983,1705.354,1407.561,7.342,82.002,0.664
3hj6_1,-26.38,-1.645,-0.148,973.137,1983.474,39.813,130.415,0.627
3hjg_1,-36.514,-2.446,-1.664,746.744,1734.853,4.336,84.725,0.654
3hjp_1,-41.108,-2.774,-3.178,420.994,836.505,4.942,60.543,0.639
3hm7_2,-26.619,-2.054,0.24,598.647,3127.993,8.816,178.285,0.657
3hmk_1,-33.289,-2.27,-1.904,520.521,1405.308,5.936,110.036,0.739
3hn2_1,-31.123,-2.095,-1.892,734.581,2178.96,6.33,114.444,0.623
3hna_3,-140.638,0.0,0.0,0.0,1122.358,6.584,134.41,0.0
3hpn_1,-52.705,-1.399,21.545,1164.869,934.301,4.486,69.741,0.665
3hq2_1,-47.728,-2.084,-1.311,1458.507,2669.734,15.379,237.805,0.68
3hqx_1,-70.815,-4.128,-3.601,1024.24,375.229,2.191,37.713,0.722
3hru_1,-32.516,-2.873,-1.806,487.646,2051.529,8.558,90.934,0.661
3htv_1,-84.237,-3.376,-2.993,772.552,964.259,4.736,106.519,0.702
3hv2_1,-38.484,-3.453,-2.042,472.88,542.723,2.883,60.467,0.745
3hx8_2,-68.473,-3.252,-2.754,851.236,437.426,2.356,50.544,0.722
3hy1_5,-7.47,-0.841,-0.254,1941.67,2581.352,12.533,194.81,0.414
3hy8_1,-105.406,-2.346,-1.593,2030.174,1219.79,5.598,98.044,0.694
3hyq_2,-40.665,-3.166,-2.968,477.773,641.669,3.385,69.082,0.705
3hz4_1,-53.055,-2.597,-2.333,1359.825,942.743,2.965,49.492,0.643
3hzu_1,435.078,16.502,17.26,1235.024,1178.178,5.49,120.438,0.641
3i83_1,-76.182,-3.604,-3.157,673.195,1266.612,6.308,96.4,0.783
3i8b_2,-6.294,-3.269,-2.678,693.238,2383.095,10.717,178.939,0.707
3icw_3,66.439,-0.319,31.378,1115.637,913.373,5.901,93.143,0.779
3ift_2,2151.199,38.194,43.538,1081.386,549.582,3.191,52.678,0.653
3igd_1,-12.443,-0.994,1.671,608.154,765.566,3.982,62.979,0.571
3igr_2,-55.277,-2.638,-2.128,589.211,941.435,4.601,83.379,0.7
3ihl_5,-108.555,-2.871,-2.507,1543.325,1153.215,5.433,83.082,0.653
3ihr_3,22.334,-0.916,-0.606,1823.906,1834.064,9.85,122.266,0.477
3ijl_2,-17.543,-1.379,-0.68,626.114,1142.143,8.115,129.71,0.458
3jpw_2,-14.858,-1.376,-0.488,1014.58,2389.447,11.793,144.527,0.606
3jr8_2,-20.528,-1.199,345.773,197.634,980.326,3.718,62.916,0.621
3jth_1,-54.957,-3.11,-3.43,584.219,628.559,2.923,42.777,0.68
3juw_2,-65.343,-3.293,-2.386,833.716,855.433,3.201,64.872,0.712
3jv5_2,-10.208,-1.034,-0.674,608.263,676.085,3.488,50.267,0.632
3jv9_1,-2.361,-2.596,-1.959,862.333,1679.132,6.88,80.754,0.664
3jw0_13,52.487,0.009,1.19,1196.021,2932.226,14.335,203.158,0.42
3k1m_1,-20.131,-2.021,-1.296,872.39,1347.569,6.175,122.589,0.588
3k44_21,-11.311,-0.572,0.652,1124.118,1034.34,3.548,65.854,0.483
3k55_9,21.665,-2.035,8.114,2717.469,1841.709,8.622,118.168,0.715
3k5s_1,-16.363,-1.19,-0.614,929.201,1687.523,6.431,81.908,0.557
3k5x_2,-26.922,-2.326,-1.829,884.083,1195.516,7.623,170.955,0.629
3k6k_2,-52.631,-3.065,-2.772,787.129,1959.269,6.703,107.442,0.624
3k86_1,-147.883,-3.17,-2.762,1707.455,620.449,3.829,52.692,0.74
3k8v_9,-11.879,-1.122,-0.421,760.826,1488.382,5.598,113.651,0.681
3kay_1,-37.842,-2.462,-2.037,523.628,1211.828,4.492,82.475,0.647
3kb1_1,2.105,-0.926,0.237,360.537,1722.478,7.743,103.764,0.539
3kbf_1,-58.745,-3.694,30.286,459.54,425.356,2.608,49.721,0.827
3kcn_1,-5.248,-1.826,-1.231,499.098,912.633,3.964,54.368,0.497
3keb_1,-25.299,-2.314,-1.65,1099.302,787.425,3.891,75.445,0.647
3kg6_2,-22.27,-1.755,0.573,508.958,1579.015,5.553,104.642,0.769
3kg7_2,-44.175,-3.258,-2.915,504.667,1688.086,5.65,111.744,0.654
3kg8_1,-38.905,-2.956,-2.195,474.389,1684.997,6.01,110.779,0.769
3kga_1,-47.461,-1.157,0.282,885.678,1810.203,8.251,126.228,0.635
3khp_2,-75.348,-3.162,-2.811,1252.402,1161.75,5.558,94.581,0.69
3kht_2,-43.327,-3.218,-2.88,767.912,755.085,3.448,55.8,0.712
3kkc_1,-28.398,-2.14,-0.866,521.146,1867.13,7.886,104.559,0.666
3knz_3,-21.265,-1.404,-0.891,1501.409,1059.311,7.456,117.854,0.547
3kph_1,-27.877,-2.198,-1.025,2574.163,1749.894,7.748,108.911,0.689
3ksh_1,-59.962,-3.322,-2.043,827.812,530.166,3.758,72.201,0.766
3kt3_3,-44.165,-1.55,-0.624,1451.413,2284.036,8.76,174.173,0.532
3ktm_12,-45.049,-1.868,80.698,1293.542,949.375,4.49,78.585,0.588
3kux_3,94.589,-1.084,-0.358,470.015,1715.002,9.593,133.616,0.589
3kvb_1,-25.793,-1.533,-0.363,1144.291,1828.8,9.676,158.114,0.517
3kza_1,-9.001,-2.531,61.656,460.033,997.294,2.941,59.651,0.648
3l0z_5,-38.053,-1.752,-1.31,743.862,2339.999,9.954,131.946,0.686
3l18_1,-24.193,-3.203,-1.921,695.719,680.178,3.463,68.646,0.752
3l1e_1,-63.196,-3.093,-2.879,952.882,435.41,2.35,46.36,0.699
3l1w_2,-54.855,-3.17,-2.626,716.887,1042.751,5.69,117.619,0.782
3l5z_1,-61.025,-3.292,-2.611,991.848,804.823,3.593,54.221,0.728
3l6b_1,-41.303,-2.478,-2.088,531.278,1088.301,5.885,107.806,0.648
3l7o_1,-42.282,-2.659,-2.022,1028.761,929.119,5.079,89.779,0.716
3l9e_2,-40.963,-2.913,35.789,565.099,576.962,2.501,54.919,0.7
3l9n_5,71.119,-1.452,-0.912,1135.029,1787.879,10.006,157.479,0.469
3l9z_1,-32.385,-2.808,-1.54,1028.44,789.542,3.202,59.352,0.725
3lag_1,-50.173,-3.454,-2.819,599.845,304.512,1.909,37.386,0.693
3lcr_1,-30.646,-2.407,-1.322,448.06,1142.21,4.921,105.977,0.678
3leq_2,-38.645,-2.89,-2.931,336.016,478.744,1.941,30.331,0.596
3lf6_1,-58.756,-2.346,-1.676,801.168,636.636,3.84,71.011,0.638
3lf7_2,-54.483,-2.627,-2.432,636.732,2476.059,14.233,253.823,0.754
3lfi_1,-50.002,-2.857,-2.388,646.859,2547.842,13.984,253.08,0.758
3lhk_2,-82.978,-2.729,-2.174,848.493,819.821,3.451,66.726,0.694
3lhr_1,-121.665,-3.549,-2.936,1190.861,458.689,2.094,49.498,0.705
3lhx_1,-44.721,-3.072,-1.818,573.518,1350.866,6.244,107.393,0.712
3ljb_2,-26.902,-2.048,-1.619,628.156,1589.665,5.78,123.772,0.62
3ljs_1,-41.276,-2.466,-2.27,495.9,1331.235,8.038,118.459,0.74
3lmb_1,-62.574,-2.634,-2.213,939.416,1075.43,3.545,68.395,0.691
3lmn_8,-24.556,-1.487,-0.745,1240.3,563.024,2.65,52.16,0.697
3lo3_3,-43.167,-2.729,-1.755,1037.201,690.038,2.808,38.471,0.71
3lp9_1,-17.809,-2.073,-1.636,748.191,1318.071,7.677,95.701,0.674
3lpm_1,-43.912,-2.662,-2.229,609.473,1751.811,8.191,96.877,0.661
3lqe_5,-3.795,-0.711,-0.638,586.356,1511.467,6.783,108.39,0.252
3lqn_1,-13.96,-2.854,-1.662,656.758,791.839,4.255,58.642,0.661
3lrq_1,-47.319,-2.351,-1.041,536.606,685.813,2.521,42.801,0.743
3lrq_2,-16.735,-2.195,-2.014,640.029,623.806,2.981,44.112,0.664
3ltv_1,-48.207,-3.387,35.084,453.33,762.339,2.94,52.257,0.745
3lv9_1,-40.382,-2.307,78.886,782.911,934.734,4.379,61.223,0.627
3lwb_1,-40.939,-2.173,-1.442,572.662,1332.244,7.612,114.12,0.532
3lxy_1,-58.811,-2.722,-1.122,1002.733,1412.869,6.948,113.777,0.629
3lya_4,14.701,1.19,10.601,1181.502,1778.902,7.64,139.185,0.423
3lyc_3,-55.038,-2.882,-2.201,938.872,942.744,5.322,89.309,0.759
3lyn_1,-25.491,-2.037,-1.539,746.876,824.874,5.443,57.635,0.712
3lyp_1,-55.863,-2.946,-2.058,696.428,738.667,4.25,83.921,0.696
3lza_1,-44.491,-2.922,-2.763,422.032,634.191,3.14,59.16,0.649
3m45_2,-23.362,-2.185,85.271,562.808,616.5,2.331,36.087,0.628
3m5b_1,-39.99,-2.858,-1.959,625.685,693.075,1.955,34.658,0.696
3m5u_1,-90.883,-2.596,6.42,1648.51,2064.333,9.462,150.025,0.585
3m7p_3,-65.414,-2.095,47.945,1782.336,2509.992,5.078,134.696,0.649
3me4_1,-33.385,-1.542,220.568,1162.355,692.669,2.47,59.777,0.678
3mg9_3,-5.905,-1.301,-0.238,657.237,983.373,5.965,108.017,0.544
3mgc_2,-35.466,-1.559,-0.651,2378.214,1324.036,6.328,105.916,0.705
3ml6_3,22.877,-0.541,2.17,1027.047,2937.494,15.304,152.033,0.666
3ml6_7,157.57,1.041,2.055,1349.592,2802.085,14.358,146.471,0.511
3mlo_3,-18.32,-1.754,-0.78,946.002,1466.293,4.953,94.299,0.636
3mlp_10,2.59,-1.391,-0.048,1342.021,1984.273,7.926,120.445,0.658
3mnd_1,-45.27,-3.479,39.169,538.247,603.673,3.495,50.721,0.711
3mq4_1,-44.332,-2.599,100.783,781.486,1897.146,7.302,155.153,0.742
3msq_6,-53.491,-2.737,-1.999,579.976,1207.625,3.842,84.065,0.682
3mt5_4,34.296,-0.565,0.191,1927.052,4294.497,14.406,252.307,0.542
3mux_1,-63.749,-3.799,-3.182,544.102,765.624,4.802,93.391,0.714
3mxo_2,-41.662,-2.254,-1.477,561.171,788.598,4.08,83.536,0.763
3n3m_1,-125.468,-2.841,-2.24,2018.362,1466.203,7.98,153.875,0.742
3n5c_1,-75.101,-2.839,-0.852,1226.767,785.445,3.049,70.405,0.745
3n77_3,-56.249,-3.117,-2.65,670.604,647.857,3.244,58.654,0.741
3nan_2,-10.877,-0.946,127.241,445.143,6366.159,33.002,412.474,0.38
3nc1_5,28.494,-0.895,0.031,1096.771,6309.103,32.509,513.856,0.489
3nfc_1,-36.842,-3.164,-2.9,588.682,532.866,2.074,27.411,0.577
3nib_1,-38.002,-3.77,45.858,323.238,1132.474,6.644,105.986,0.712
3nj2_1,-48.556,-3.416,-2.939,473.834,675.407,3.729,63.708,0.776
3npc_2,-63.163,-1.885,-1.535,1123.665,1952.914,7.673,151.419,0.683
3nrd_1,-80.498,-2.996,-2.424,1207.948,564.471,3.161,53.028,0.722
3nuh_5,73.763,0.046,1.284,1541.235,1725.853,9.813,159.758,0.422
3nur_2,-165.73,-3.435,-1.281,1787.342,1445.292,6.337,131.858,0.742
3nyl_3,39.917,-1.114,-0.429,1022.818,1353.601,6.079,109.597,0.518
3nyo_3,-7.652,-1.108,-0.584,1444.601,3915.391,12.117,222.596,0.511
3nzp_2,82.707,-0.976,0.16,1199.537,4006.81,20.528,288.132,0.633
3nzr_2,-58.481,-3.344,-3.181,522.106,1080.924,5.33,86.882,0.702
3o0m_1,-94.2,-3.797,-3.47,1212.521,439.216,2.582,53.971,0.767
3o51_5,-53.437,-1.873,-1.417,1044.689,1917.621,6.227,117.779,0.537
3o63_1,6.136,-1.272,0.267,843.022,1016.064,4.616,90.006,0.639
3o77_2,3.652,-0.79,0.24,1223.439,2952.333,9.302,181.038,0.48
3o9s_1,-9.379,-1.561,-1.001,427.672,763.26,2.909,45.71,0.699
3oa4_1,-74.101,-2.466,-1.912,1244.352,808.609,3.142,63.934,0.639
3obh_1,33.416,-1.314,1.444,489.822,335.198,1.742,32.258,0.668
3oco_1,-40.402,-0.807,0.596,794.099,981.384,3.9,62.703,0.603
3oet_2,-63.039,-2.567,-1.795,1171.406,1890.483,9.007,149.681,0.675
3okt_4,-21.357,-1.047,344.254,1224.521,3199.326,17.146,264.066,0.45
3ooo_1,-30.551,-4.563,-4.307,384.005,471.23,2.853,58.613,0.849
3opu_23,-3.127,-0.977,-0.248,1408.346,1827.985,11.026,144.981,0.395
3orr_1,-43.544,-1.847,-1.235,1639.297,2124.257,8.903,158.9,0.655
3oxp_1,-36.535,-2.455,-1.803,612.826,450.205,3.079,56.675,0.616
3oym_4,-14.426,-2.167,-1.032,686.08,695.926,3.652,64.613,0.685
3p0c_3,-32.336,-2.265,-1.404,546.167,487.935,2.672,45.602,0.767
3p0u_1,-10.615,-1.859,-0.71,1157.082,1958.896,7.367,102.579,0.514
3p27_1,75.478,-0.164,1.057,1613.052,3331.531,15.543,172.473,0.548
3p3d_2,-43.875,-3.502,-3.53,254.667,366.393,2.127,34.768,0.725
3p4y_1,3.558,-0.741,0.093,1496.533,2199.648,11.354,185.966,0.54
3p9x_1,-39.189,-3.598,-3.411,361.976,989.954,3.77,76.853,0.773
3pbb_5,-18.748,-0.856,-0.261,1130.325,1973.325,7.866,139.74,0.44
3pc6_1,-37.891,-2.987,-2.682,671.563,414.908,2.551,55.028,0.783
3pc7_1,-48.604,-2.916,-2.51,851.834,274.333,1.89,34.997,0.779
3pf9_1,-25.858,-1.829,-1.146,1064.016,944.284,5.005,105.024,0.636
3pfy_4,-14.607,-1.973,-1.311,1128.229,545.995,3.03,64.639,0.621
3pim_1,620.428,-2.863,4.231,1225.584,755.076,3.359,76.441,0.746
3pl2_2,-68.842,-2.982,-2.137,723.087,1371.407,5.255,123.397,0.716
3pm7_1,-18.888,-1.665,-0.982,591.39,426.084,2.183,34.638,0.638
3pnd_8,-9.966,-1.297,-0.388,1860.538,1585.091,5.696,118.794,0.612
3ppe_1,-62.712,-2.802,-2.651,889.651,994.158,5.16,88.679,0.738
3ppl_1,-141.874,-2.976,-2.412,2125.411,1330.03,8.207,166.62,0.716
3pr8_1,-81.799,-2.602,-1.139,1134.896,900.867,4.798,92.076,0.709
3prb_7,-28.107,-1.585,-1.111,1054.047,1211.0,4.976,85.674,0.575
3pu7_1,-46.028,-3.864,38.598,433.013,423.739,2.679,45.903,0.759
3pyi_1,-48.407,-3.177,-2.805,383.555,671.355,3.68,56.131,0.786
3q1d_1,-26.847,-2.1,-1.48,470.351,197.817,0.891,18.53,0.639
3q5m_5,-43.875,-1.239,-0.472,1193.909,1508.75,7.247,104.04,0.428
3q64_1,-61.22,-2.808,-2.623,1023.396,564.03,3.179,63.796,0.743
3qat_3,-23.984,-1.991,-1.647,498.673,977.182,5.823,98.927,0.486
3qb2_9,-69.228,-1.826,-1.257,1257.745,950.332,4.508,72.169,0.669
3qm2_1,-26.773,-1.559,0.906,656.6,1170.361,6.807,132.815,0.642
3qq6_1,-1.719,-3.509,-2.941,538.619,452.436,2.177,31.122,0.761
3qwm_1,-30.249,-1.912,-0.477,1148.299,783.835,2.913,61.492,0.6
3qxu_2,-26.783,-2.628,53.59,615.824,570.902,3.614,44.863,0.763
3qyj_3,-43.541,-3.002,-2.6,833.767,1193.704,6.212,133.207,0.738
3r03_1,-30.456,-2.536,-2.365,361.523,674.898,3.48,49.38,0.644
3r0n_1,-45.577,-2.943,69.225,712.0,451.376,2.23,44.608,0.779
3r6m_1,-12.448,-0.562,0.414,669.855,1820.701,6.285,91.058,0.504
3r8c_1,-34.294,-2.2,-1.699,793.997,854.532,3.736,68.628,0.551
3r8e_1,-121.842,-3.807,-3.021,1350.37,1229.307,4.898,98.428,0.725
3r8k_1,-70.862,-2.817,-2.329,1100.022,1277.305,5.29,76.061,0.741
3rao_1,-1.736,-0.77,0.524,878.22,1571.797,7.346,145.142,0.58
3rbg_2,-35.425,-2.759,87.042,592.429,560.767,2.592,32.376,0.511
3ret_7,-11.169,-1.143,-0.668,290.721,462.087,2.13,41.033,0.501
3rjs_1,-56.015,-3.244,-2.085,861.291,389.332,1.94,43.493,0.779
3rks_2,-27.037,-2.004,-1.471,651.609,1467.035,6.475,116.928,0.754
3rmk_3,-4.962,-0.712,0.095,724.037,2037.115,11.722,245.181,0.477
3rny_3,-11.53,-1.343,0.202,757.272,1674.808,5.22,107.919,0.537
3ro8_19,-47.132,-2.607,-2.015,620.337,1108.465,6.146,121.766,0.652
3rob_1,15.909,-3.051,-2.109,383.248,509.964,2.994,53.309,0.722
3rog_2,-22.718,-1.579,-1.496,692.214,1081.82,5.123,81.842,0.63
3ros_1,-123.252,-2.725,-2.388,2382.888,1635.988,10.13,191.177,0.688
3rpc_2,-35.997,-2.52,-2.111,829.962,918.142,5.853,97.635,0.732
3rri_2,-145.153,-2.86,-2.257,2360.388,640.301,3.255,68.943,0.786
3rt0_1,-34.733,-1.458,-0.716,1196.418,1955.209,8.405,134.833,0.591
3rt2_2,-39.673,-2.052,-1.387,873.963,891.149,6.917,77.744,0.603
3rtl_6,-7.054,-1.38,-0.582,323.88,564.746,2.817,54.913,0.691
3rtr_20,-23.162,-1.515,-0.313,904.847,523.454,2.625,34.886,0.614
3s4r_7,-45.7,-2.325,-1.455,950.195,664.408,3.247,47.977,0.71
3sdp_1,142.639,1.729,4.54,634.625,2374.356,8.623,89.842,0.562
3smd_2,-52.338,-3.064,-1.717,761.363,535.81,3.298,56.217,0.748
3smt_4,-45.699,-1.958,-1.449,1259.648,2176.309,9.173,195.574,0.676
3sno_1,-60.632,-3.614,-3.118,461.785,858.739,4.04,83.643,0.735
3ssi_1,-19.847,-2.209,65.208,570.616,652.569,2.569,34.624,0.651
3sti_6,-24.384,-2.532,-1.612,510.84,1072.667,3.292,53.512,0.586
3svk_1,-60.456,-1.986,-1.454,1140.233,1394.283,7.328,125.284,0.605
3t6n_4,-24.488,-2.277,-1.185,1187.515,1183.924,5.629,79.637,0.563
3t9y_1,-182.584,-3.385,-2.692,2817.282,650.668,2.942,58.36,0.794
3tbo_1,-35.707,-2.561,-2.255,455.315,256.083,1.005,22.003,0.592
3teq_1,-42.997,-2.611,-2.459,450.083,578.908,2.827,46.071,0.642
3teq_3,-47.696,-2.68,-2.459,502.719,587.99,3.394,48.395,0.693
3ter_1,-40.802,-2.515,-2.069,480.362,1106.587,4.022,56.451,0.666
3tg8_4,-32.236,-1.048,0.462,1158.611,1095.362,5.752,93.928,0.489
3tgo_11,-51.054,-1.91,-1.299,1282.888,1315.549,6.182,103.651,0.657
3thn_1,-31.651,-1.448,-0.402,2035.768,2656.587,9.845,136.983,0.591
3tn4_1,-100.057,-3.46,-3.092,1386.983,1301.675,6.57,131.341,0.75
3toe_1,-18.74,-2.713,-2.485,549.977,609.63,3.852,36.076,0.757
3tpe_4,-40.544,-1.598,-0.74,1281.983,2070.798,10.562,174.315,0.551
3tqj_1,-38.447,-2.335,-1.457,758.402,732.436,3.809,85.427,0.758
3tqu_2,-38.924,-2.375,-2.16,676.618,682.148,4.171,79.698,0.609
3tr2_1,-67.238,-2.568,-2.064,1223.717,795.14,5.246,77.412,0.557
3trc_1,-42.885,-1.752,0.168,652.123,622.659,3.901,68.204,0.687
3tsw_4,65.163,-1.114,-0.19,995.421,2252.317,5.505,87.76,0.525
3ty9_4,-30.675,-2.106,-1.579,1113.792,2216.187,11.329,184.242,0.599
3tzu_1,-15.204,-1.632,-0.84,690.48,460.238,2.241,35.133,0.656
3u5v_1,-37.11,-3.124,-2.981,535.609,271.21,1.764,32.443,0.649
3u7i_2,-58.623,-2.626,-2.37,857.905,957.217,5.525,97.397,0.688
3u80_1,-45.217,-3.479,-2.678,505.21,408.246,2.583,45.67,0.66
3u8z_10,10.627,-0.75,-0.057,868.372,1586.573,5.121,108.882,0.497
3u8z_2,-102.824,-1.919,-1.083,2330.122,1549.966,5.086,106.516,0.635
3ucr_1,-35.356,-3.328,12.15,542.012,528.566,2.526,35.802,0.697
3uen_5,11.308,-1.305,-0.543,1231.106,702.916,4.227,72.283,0.71
3uf5_1,398.427,0.061,123.52,645.092,752.458,3.53,66.773,0.545
3ufe_1,-168.149,-3.125,-2.582,1474.189,457.044,2.639,46.717,0.69
3uit_14,92.064,-1.634,-0.707,1251.622,1485.857,7.61,129.945,0.696
3umc_2,-56.741,-3.162,-2.327,774.111,1268.625,5.303,99.25,0.669
3uqz_1,-47.674,-3.133,-2.977,407.847,1833.876,5.03,101.558,0.793
3uro_2,249.452,1.743,178.185,320.64,3049.443,16.063,128.61,0.485
3ut0_7,8.018,-0.691,114.69,1191.456,3036.842,18.486,324.807,0.611
3v00_10,-7.083,-0.275,0.621,955.584,2636.511,11.695,185.224,0.367
3v0e_5,-45.714,-2.556,-1.994,1199.732,1398.238,6.487,139.027,0.638
3v6n_1,-12.916,-2.826,-2.621,653.542,1141.892,5.743,94.119,0.684
3vdu_4,56.0,-0.371,1.389,978.572,1710.636,8.167,79.377,0.507
3vh1_2,8.238,-0.509,2.098,1444.184,3882.452,17.818,232.058,0.573
3vnf_2,-28.851,-1.808,-1.117,760.536,1083.02,6.133,80.965,0.628
3vx3_1,-39.659,-2.031,-1.222,886.763,1151.715,5.27,85.694,0.586
3w64_1,-30.29,-4.125,-3.588,264.071,484.379,2.013,29.584,0.755
3w66_1,998.902,92.448,92.834,368.511,427.662,1.821,32.278,0.76
3wbi_8,129.649,-1.252,27.397,1290.855,3073.02,12.829,225.391,0.452
3wbj_2,-23.281,-1.271,31.946,1418.472,2500.495,12.477,178.732,0.505
3wbj_6,-26.59,-1.301,33.655,1329.135,2486.413,12.109,178.736,0.498
