#pdb-id,I_deeprank_prediction_class,I_p_crystal,I_p_biological,Training
5dbl_1,crystal,0.997,0.003,False
5dis_10,crystal,0.982,0.018000000000000002,False
5dqw_1,biological,0.001,0.9990000000000001,False
5dra_1,biological,0.02,0.98,False
5dtm_1,crystal,0.992,0.008,False
5dyk_2,crystal,0.995,0.005,False
5dym_1,biological,0.22,0.78,False
5dyw_1,crystal,0.9890000000000001,0.011000000000000001,False
5dzm_3,biological,0.39399999999999996,0.606,False
5e5p_4,biological,0.40399999999999997,0.596,False
5e6m_3,crystal,0.95,0.05,False
5eb9_1,biological,0.016,0.9840000000000001,False
5edx_1,biological,0.039,0.961,False
5eg8_1,crystal,0.887,0.113,False
5eo6_1,biological,0.025,0.975,False
5ep8_1,biological,0.01,0.99,False
5eq9_1,biological,0.002,0.998,False
5eqf_7,crystal,0.78,0.22,False
5ex9_2,crystal,0.977,0.023,False
5exv_1,biological,0.001,0.9990000000000001,False
5eyo_2,crystal,0.802,0.198,False
5f05_1,biological,0.203,0.797,False
5f3k_1,biological,0.002,0.998,False
5f5m_14,crystal,0.96,0.04,False
5f5m_2,crystal,0.991,0.009000000000000001,False
5f5r_2,biological,0.011000000000000001,0.9890000000000001,False
5f74_2,crystal,0.992,0.008,False
5feg_1,crystal,0.745,0.255,False
5fgo_1,biological,0.087,0.9129999999999999,False
5fjz_4,crystal,0.9329999999999999,0.067,False
5fn0_6,crystal,0.9990000000000001,0.001,False
5fom_2,biological,0.026000000000000002,0.9740000000000001,False
5fub_1,biological,0.27699999999999997,0.723,False
5fuf_1,crystal,0.96,0.04,False
5gkx_4,crystal,0.872,0.128,False
5gmj_6,crystal,0.7709999999999999,0.22899999999999998,False
5gt9_1,crystal,0.993,0.006999999999999999,False
5gus_1,biological,0.043,0.9570000000000001,False
5gx8_1,biological,0.408,0.5920000000000001,False
5gyr_7,crystal,0.997,0.003,False
5gzu_1,crystal,0.878,0.122,False
5h0i_1,crystal,0.982,0.018000000000000002,False
5h13_1,crystal,1.0,0.0,False
5h23_1,crystal,0.831,0.16899999999999998,False
5h5n_1,biological,0.36200000000000004,0.638,False
5h7z_5,crystal,0.77,0.23,False
5hay_1,crystal,0.9990000000000001,0.001,False
5hb0_7,biological,0.035,0.965,False
5hb4_7,biological,0.489,0.511,False
5hiz_1,biological,0.319,0.6809999999999999,False
5hkl_1,biological,0.057999999999999996,0.9420000000000001,False
5hm4_1,crystal,0.9940000000000001,0.006,False
5hns_1,crystal,0.841,0.159,False
5ho9_4,crystal,1.0,0.0,False
5hpj_1,biological,0.07,0.93,False
5hpk_5,crystal,0.9359999999999999,0.064,False
5hqw_1,biological,0.08900000000000001,0.9109999999999999,False
5hs8_1,biological,0.005,0.995,False
5hsx_3,crystal,0.9690000000000001,0.031,False
5hu7_1,biological,0.028999999999999998,0.971,False
5hxo_1,biological,0.005,0.995,False
5i10_2,biological,0.009000000000000001,0.991,False
5i4c_1,biological,0.18,0.82,False
5ie7_1,crystal,0.978,0.022000000000000002,False
5ifw_6,crystal,0.593,0.40700000000000003,False
5ig8_1,crystal,0.726,0.27399999999999997,False
5igh_2,crystal,0.932,0.068,False
5igp_2,crystal,0.946,0.054000000000000006,False
5il5_1,biological,0.032,0.968,False
5imt_6,crystal,0.982,0.018000000000000002,False
5iqw_2,crystal,0.825,0.175,False
5iu2_1,crystal,0.938,0.062,False
5iu9_1,crystal,0.975,0.025,False
5j1f_4,crystal,0.703,0.297,False
5j6o_1,biological,0.345,0.655,False
5j7n_3,crystal,0.992,0.008,False
5j9c_1,biological,0.001,0.9990000000000001,False
5jgk_1,crystal,0.995,0.005,False
5jk9_1,crystal,0.971,0.028999999999999998,False
5jrh_1,crystal,0.682,0.318,False
5jsq_1,biological,0.002,0.998,False
5k2i_1,biological,0.078,0.922,False
5k4b_1,crystal,0.665,0.335,False
5k5t_1,crystal,0.983,0.017,False
5k93_1,crystal,0.9009999999999999,0.099,False
5knl_11,crystal,0.9990000000000001,0.001,False
5kol_2,biological,0.009000000000000001,0.991,False
5ks7_1,crystal,0.504,0.496,False
5kvt_2,crystal,0.9640000000000001,0.036000000000000004,False
5kyn_7,crystal,0.66,0.34,False
5kz6_1,crystal,0.857,0.14300000000000002,False
5l40_2,crystal,0.975,0.025,False
5l45_1,crystal,0.98,0.02,False
5l6q_1,biological,0.287,0.713,False
5l7d_1,crystal,0.593,0.40700000000000003,False
5l7n_1,crystal,0.537,0.46299999999999997,False
5lb8_1,crystal,0.976,0.024,False
5lc1_5,biological,0.003,0.997,False
5lj8_3,crystal,0.812,0.188,False
5llj_1,biological,0.138,0.862,False
5lta_3,crystal,0.639,0.361,False
5lvz_1,biological,0.08800000000000001,0.912,False
5lx8_1,crystal,0.794,0.20600000000000002,False
5m7q_3,biological,0.149,0.851,False
5mat_1,crystal,1.0,0.0,False
5mfa_3,crystal,0.914,0.086,False
5mio_5,biological,0.45,0.55,False
5mja_1,crystal,0.978,0.022000000000000002,False
5mqh_4,biological,0.11800000000000001,0.882,False
5msn_1,crystal,0.996,0.004,False
5mus_1,crystal,0.9990000000000001,0.001,False
5mwx_1,biological,0.39899999999999997,0.601,False
5mz4_7,crystal,0.593,0.40700000000000003,False
5mzo_2,crystal,0.568,0.43200000000000005,False
5n69_1,crystal,0.713,0.287,False
5n71_4,crystal,0.754,0.24600000000000002,False
5n7l_1,biological,0.032,0.968,False
5na8_5,crystal,0.9990000000000001,0.001,False
5ncr_1,biological,0.17800000000000002,0.8220000000000001,False
5ncs_1,crystal,1.0,0.0,False
5nfo_5,crystal,1.0,0.0,False
5nqz_11,crystal,0.912,0.08800000000000001,False
5o8e_2,crystal,0.941,0.059000000000000004,False
5oj8_3,biological,0.452,0.5479999999999999,False
5omn_2,crystal,1.0,0.0,False
5onc_1,biological,0.011000000000000001,0.9890000000000001,False
5oym_13,crystal,0.501,0.499,False
5p21_1,crystal,0.8170000000000001,0.183,False
5qsl_2,crystal,0.8759999999999999,0.124,False
5svg_1,biological,0.017,0.983,False
5sy4_1,biological,0.004,0.996,False
5t93_1,biological,0.214,0.7859999999999999,False
5t9f_1,crystal,1.0,0.0,False
5tc2_1,biological,0.418,0.5820000000000001,False
5tdq_2,biological,0.222,0.778,False
5trb_1,biological,0.126,0.8740000000000001,False
5tus_3,biological,0.069,0.9309999999999999,False
5u0i_1,biological,0.348,0.652,False
5u0k_4,biological,0.11900000000000001,0.8809999999999999,False
5uig_4,biological,0.09300000000000001,0.907,False
5ujf_2,biological,0.035,0.965,False
5ume_2,biological,0.066,0.934,False
5uos_1,crystal,0.9990000000000001,0.001,False
5uqm_2,crystal,0.9079999999999999,0.092,False
5uvc_5,crystal,0.998,0.002,False
5uzx_1,crystal,0.9690000000000001,0.031,False
5v01_1,biological,0.002,0.998,False
5v38_7,crystal,1.0,0.0,False
5vcp_1,biological,0.217,0.7829999999999999,False
5vdf_4,biological,0.001,0.9990000000000001,False
5vkt_2,biological,0.054000000000000006,0.946,False
5vm1_5,biological,0.026000000000000002,0.9740000000000001,False
5vm4_4,biological,0.003,0.997,False
5vm9_1,crystal,0.998,0.002,False
5vsc_1,crystal,0.62,0.38,False
5vxa_3,biological,0.015,0.985,False
5w5i_6,crystal,0.9890000000000001,0.011000000000000001,False
5wdi_2,crystal,0.823,0.177,False
5wly_5,biological,0.084,0.9159999999999999,False
5wme_4,crystal,0.669,0.331,False
5wme_5,crystal,0.953,0.047,False
5wof_13,biological,0.011000000000000001,0.9890000000000001,False
5wqi_2,biological,0.003,0.997,False
5wtx_4,crystal,0.593,0.40700000000000003,False
5wyg_1,biological,0.062,0.938,False
5x9i_1,biological,0.035,0.965,False
5xbi_1,crystal,0.996,0.004,False
5xfl_2,crystal,0.9259999999999999,0.07400000000000001,False
5xpu_3,biological,0.14800000000000002,0.852,False
5xq1_1,crystal,0.8859999999999999,0.114,False
5xwe_1,crystal,0.792,0.20800000000000002,False
5xwm_1,crystal,0.8220000000000001,0.17800000000000002,False
5xwm_3,crystal,0.9890000000000001,0.011000000000000001,False
5xwz_2,biological,0.19,0.81,False
5xzw_7,crystal,0.997,0.003,False
5y2f_2,crystal,0.986,0.013999999999999999,False
5y3e_2,biological,0.201,0.799,False
5y4s_6,crystal,1.0,0.0,False
5y4t_1,crystal,1.0,0.0,False
5y5w_17,crystal,0.54,0.46,False
5y5w_3,crystal,0.6920000000000001,0.308,False
5y9h_4,crystal,0.985,0.015,False
5y9h_6,crystal,0.996,0.004,False
5yfn_4,crystal,0.998,0.002,False
5ygs_6,crystal,0.9490000000000001,0.051,False
5yii_1,biological,0.006,0.9940000000000001,False
5yii_2,biological,0.005,0.995,False
5yij_13,crystal,0.96,0.04,False
5yij_5,crystal,0.9990000000000001,0.001,False
5yik_15,crystal,0.7340000000000001,0.266,False
5yim_2,crystal,0.922,0.078,False
5yp1_3,crystal,1.0,0.0,False
5yrg_1,biological,0.235,0.765,False
5ytb_12,crystal,1.0,0.0,False
5z0y_1,biological,0.129,0.871,False
5z70_2,biological,0.475,0.525,False
5zhq_1,biological,0.207,0.7929999999999999,False
5zln_1,crystal,0.531,0.469,False
5zmd_1,crystal,0.86,0.14,False
5znd_3,biological,0.207,0.7929999999999999,False
5ztf_1,crystal,0.5870000000000001,0.413,False
5zw3_1,biological,0.001,0.9990000000000001,False
5zyo_2,biological,0.049,0.951,False
6a16_5,biological,0.034,0.966,False
6a17_1,biological,0.021,0.9790000000000001,False
6a1z_5,crystal,0.8079999999999999,0.192,False
6aeg_3,crystal,0.593,0.40700000000000003,False
6aob_1,biological,0.018000000000000002,0.982,False
6ar4_1,biological,0.319,0.6809999999999999,False
6as7_3,crystal,0.9990000000000001,0.001,False
6auj_1,biological,0.024,0.976,False
6azh_1,biological,0.002,0.998,False
6b5q_7,crystal,0.593,0.40700000000000003,False
6b72_1,crystal,0.591,0.409,False
6bb8_2,crystal,0.797,0.203,False
6beb_5,crystal,0.9990000000000001,0.001,False
6bi7_21,crystal,0.87,0.13,False
6bm9_1,biological,0.019,0.981,False
6bnc_1,crystal,0.9009999999999999,0.099,False
6bui_11,biological,0.21,0.79,False
6bwy_1,crystal,0.9740000000000001,0.026000000000000002,False
6cf6_1,biological,0.39399999999999996,0.606,False
6cgb_1,biological,0.213,0.787,False
6cjs_3,biological,0.255,0.745,False
6d2s_6,crystal,0.574,0.426,False
6d3l_1,crystal,0.9009999999999999,0.099,False
6d9m_4,crystal,0.9840000000000001,0.016,False
6dd5_1,crystal,0.9840000000000001,0.016,False
6dfk_9,crystal,0.995,0.005,False
6dkk_1,crystal,0.9390000000000001,0.061,False
6dkk_6,crystal,0.9940000000000001,0.006,False
6eet_1,crystal,0.774,0.226,False
6ehg_10,crystal,0.9990000000000001,0.001,False
6eku_2,crystal,0.9990000000000001,0.001,False
6emt_1,biological,0.293,0.7070000000000001,False
6eng_3,crystal,0.615,0.385,False
6epp_2,crystal,0.8640000000000001,0.136,False
6ewi_3,crystal,0.973,0.027000000000000003,False
6f1k_1,biological,0.23600000000000002,0.764,False
6f6p_1,crystal,0.985,0.015,False
6fb3_1,crystal,0.7340000000000001,0.266,False
6fhm_1,crystal,0.9390000000000001,0.061,False
6fju_1,biological,0.067,0.9329999999999999,False
6fjv_2,biological,0.409,0.591,False
6fnz_4,biological,0.456,0.544,False
6fpt_1,crystal,0.9990000000000001,0.001,False
6fwt_2,crystal,0.643,0.35700000000000004,False
6g16_10,biological,0.154,0.846,False
6g20_4,crystal,0.757,0.243,False
6g5g_11,crystal,0.986,0.013999999999999999,False
6g88_1,crystal,0.98,0.02,False
6g8t_3,biological,0.449,0.551,False
6gc9_1,crystal,0.7959999999999999,0.204,False
6gfk_3,biological,0.006999999999999999,0.993,False
6gjq_3,biological,0.325,0.675,False
6gsu_1,biological,0.359,0.6409999999999999,False
6gv1_7,biological,0.271,0.7290000000000001,False
6gzc_3,crystal,0.503,0.49700000000000005,False
6h3s_1,crystal,0.986,0.013999999999999999,False
6h3u_14,crystal,0.9329999999999999,0.067,False
6h4h_10,crystal,0.929,0.071,False
6h97_3,crystal,0.9940000000000001,0.006,False
6hkw_16,crystal,0.996,0.004,False
6hzl_2,crystal,1.0,0.0,False
6i04_3,crystal,0.82,0.18,False
6i3j_3,crystal,0.8009999999999999,0.19899999999999998,False
6i7k_1,biological,0.043,0.9570000000000001,False
6i97_1,crystal,0.981,0.019,False
6ii0_11,crystal,1.0,0.0,False
6ii0_6,biological,0.361,0.639,False
6ii0_7,crystal,0.985,0.015,False
6iii_1,crystal,0.88,0.12,False
6iny_1,crystal,0.929,0.071,False
6j09_4,biological,0.4,0.6,False
6j09_5,biological,0.188,0.812,False
6j20_3,crystal,0.7929999999999999,0.207,False
6jdu_3,crystal,0.99,0.01,False
6jj4_4,crystal,0.9990000000000001,0.001,False
6jod_12,crystal,0.754,0.24600000000000002,False
6jol_2,crystal,0.9990000000000001,0.001,False
6jsd_1,biological,0.228,0.772,False
6jtz_1,biological,0.006999999999999999,0.993,False
6k4p_3,crystal,0.5579999999999999,0.442,False
6k6n_1,crystal,0.985,0.015,False
6kc6_7,crystal,0.8340000000000001,0.166,False
6lnp_1,biological,0.159,0.841,False
6mac_5,biological,0.073,0.927,False
6mav_7,crystal,0.7609999999999999,0.239,False
6mxd_2,crystal,1.0,0.0,False
6n5z_1,crystal,0.894,0.106,False
6nc7_1,biological,0.306,0.6940000000000001,False
6nfl_3,crystal,0.963,0.037000000000000005,False
6np6_5,crystal,0.596,0.40399999999999997,False
6o8b_4,biological,0.11,0.89,False
6o9q_5,biological,0.293,0.7070000000000001,False
6orf_1,crystal,0.7959999999999999,0.204,False
6otn_2,crystal,0.75,0.25,False
6p40_1,crystal,0.997,0.003,False
6pkc_4,crystal,0.993,0.006999999999999999,False
6pqn_5,biological,0.45799999999999996,0.542,False
6qgs_17,crystal,0.961,0.039,False
6qpp_2,crystal,0.975,0.025,False
6qq2_2,crystal,0.956,0.044000000000000004,False
6qsn_1,crystal,0.998,0.002,False
6qu4_11,crystal,1.0,0.0,False
6qzh_3,crystal,0.9990000000000001,0.001,False
6r2f_1,crystal,0.723,0.27699999999999997,False
6r2s_8,crystal,0.958,0.042,False
6r80_2,biological,0.02,0.98,False
6rp3_5,crystal,0.99,0.01,False
6rrc_4,crystal,0.8079999999999999,0.192,False
6s1l_5,biological,0.024,0.976,False
6tfq_4,crystal,0.912,0.08800000000000001,False
6tka_4,crystal,0.6509999999999999,0.349,False
6txq_3,crystal,0.763,0.237,False
6ucm_16,crystal,0.93,0.07,False
8jdw_1,crystal,0.982,0.018000000000000002,False
1a7g_1,biological,0.109,0.8909999999999999,True
1ail_1,biological,0.132,0.868,True
1b78_1,biological,0.32899999999999996,0.6709999999999999,True
1bws_1,crystal,0.975,0.025,True
1cp2_1,biological,0.009000000000000001,0.991,True
1d1t_4,biological,0.037000000000000005,0.963,True
1f1j_5,biological,0.3,0.7,True
1fdj_11,crystal,0.635,0.365,True
1fp5_1,biological,0.040999999999999995,0.9590000000000001,True
1fzv_1,biological,0.11900000000000001,0.8809999999999999,True
1g68_1,crystal,0.9940000000000001,0.006,True
1h1y_1,biological,0.055999999999999994,0.9440000000000001,True
1iqc_1,biological,0.025,0.975,True
1iug_1,biological,0.0,1.0,True
1jzo_1,biological,0.012,0.988,True
1ks2_1,biological,0.085,0.915,True
1my6_1,biological,0.013999999999999999,0.986,True
1r5q_2,biological,0.001,0.9990000000000001,True
1r7j_1,crystal,0.8290000000000001,0.171,True
1sfl_1,biological,0.003,0.997,True
1t0i_1,biological,0.003,0.997,True
1t1e_2,crystal,1.0,0.0,True
1tf5_1,crystal,0.621,0.379,True
1tfg_1,biological,0.009000000000000001,0.991,True
1udv_1,biological,0.0,1.0,True
1ujn_1,biological,0.003,0.997,True
1uou_1,biological,0.002,0.998,True
1usm_1,biological,0.006999999999999999,0.993,True
1vpl_1,crystal,1.0,0.0,True
1vqu_1,biological,0.001,0.9990000000000001,True
1xre_1,biological,0.015,0.985,True
1xub_1,crystal,0.9940000000000001,0.006,True
1xuq_1,biological,0.022000000000000002,0.978,True
1y67_1,biological,0.098,0.902,True
1z72_1,biological,0.001,0.9990000000000001,True
1zcj_3,biological,0.171,0.8290000000000001,True
1zjj_1,biological,0.001,0.9990000000000001,True
2aca_1,crystal,0.821,0.179,True
2axi_3,crystal,0.958,0.042,True
2bdq_1,biological,0.036000000000000004,0.9640000000000001,True
2c2x_1,biological,0.018000000000000002,0.982,True
2cw2_1,biological,0.33299999999999996,0.667,True
2dou_1,biological,0.0,1.0,True
2dpf_1,biological,0.006,0.9940000000000001,True
2dsj_1,biological,0.023,0.977,True
2ebb_1,biological,0.003,0.997,True
2fhq_1,biological,0.0,1.0,True
2gpc_1,crystal,0.509,0.491,True
2h9u_1,biological,0.028999999999999998,0.971,True
2i5p_1,biological,0.006,0.9940000000000001,True
2ikk_1,biological,0.004,0.996,True
2npn_3,crystal,0.998,0.002,True
2oik_2,biological,0.011000000000000001,0.9890000000000001,True
2omk_1,biological,0.001,0.9990000000000001,True
2ppv_1,biological,0.005,0.995,True
2qgh_1,biological,0.001,0.9990000000000001,True
2qyu_1,crystal,0.903,0.09699999999999999,True
2rcv_2,biological,0.075,0.925,True
2v54_1,biological,0.006999999999999999,0.993,True
2v9c_1,biological,0.013999999999999999,0.986,True
2vpk_1,biological,0.147,0.853,True
2w7w_1,biological,0.414,0.586,True
2ws2_1,biological,0.003,0.997,True
2x6g_7,biological,0.001,0.9990000000000001,True
2xj3_1,biological,0.02,0.98,True
2xwc_1,crystal,0.5539999999999999,0.446,True
2zoz_2,crystal,1.0,0.0,True
3b4u_1,biological,0.0,1.0,True
3bjr_1,biological,0.001,0.9990000000000001,True
3cei_1,biological,0.2,0.8,True
3cjw_1,biological,0.41100000000000003,0.589,True
3clk_1,biological,0.003,0.997,True
3cwc_1,biological,0.023,0.977,True
3dqp_1,biological,0.05,0.95,True
3dvi_1,crystal,0.872,0.128,True
3e7p_1,biological,0.002,0.998,True
3eoq_1,crystal,0.795,0.205,True
3ewb_1,biological,0.489,0.511,True
3fbu_1,biological,0.038,0.9620000000000001,True
3g13_1,biological,0.038,0.9620000000000001,True
3g7p_1,biological,0.498,0.502,True
3grl_1,crystal,0.789,0.21100000000000002,True
3gw2_1,biological,0.0,1.0,True
3h1s_1,biological,0.155,0.845,True
3htv_1,crystal,0.518,0.48200000000000004,True
3i83_1,biological,0.10300000000000001,0.897,True
3i8b_2,biological,0.006999999999999999,0.993,True
3igr_2,biological,0.271,0.7290000000000001,True
3jv9_1,crystal,0.9309999999999999,0.069,True
3k1m_1,crystal,0.9940000000000001,0.006,True
3l7o_1,biological,0.24,0.76,True
3l9z_1,biological,0.001,0.9990000000000001,True
3lwb_1,biological,0.193,0.807,True
3lya_4,crystal,0.912,0.08800000000000001,True
3lyn_1,biological,0.09,0.91,True
3m5b_1,biological,0.033,0.9670000000000001,True
3nj2_1,biological,0.222,0.778,True
3nrd_1,biological,0.0,1.0,True
3o0m_1,biological,0.040999999999999995,0.9590000000000001,True
3oa4_1,biological,0.005,0.995,True
3qm2_1,biological,0.024,0.976,True
3r8c_1,crystal,0.8290000000000001,0.171,True
3r8e_1,biological,0.012,0.988,True
3rao_1,crystal,0.98,0.02,True
3rt0_1,crystal,0.664,0.336,True
3sno_1,biological,0.131,0.8690000000000001,True
3svk_1,crystal,0.943,0.057,True
3toe_1,biological,0.015,0.985,True
3tqj_1,crystal,0.58,0.42,True
3tr2_1,biological,0.266,0.7340000000000001,True
3trc_1,biological,0.015,0.985,True
3u7i_2,biological,0.11699999999999999,0.883,True
3u80_1,biological,0.005,0.995,True
3wnk_2,crystal,0.991,0.009000000000000001,True
4b87_1,crystal,0.795,0.205,True
4c98_1,crystal,0.547,0.45299999999999996,True
4dvh_1,crystal,0.5479999999999999,0.452,True
4e69_2,crystal,0.634,0.366,True
4f2n_2,biological,0.084,0.9159999999999999,True
4g1l_10,crystal,1.0,0.0,True
4gew_4,crystal,0.972,0.027999999999999997,True
4gmk_1,biological,0.017,0.983,True
4hf7_1,crystal,0.953,0.047,True
4hj1_6,crystal,0.838,0.162,True
4k5s_1,biological,0.429,0.5710000000000001,True
4lw8_1,biological,0.0,1.0,True
4ppy_1,crystal,0.9570000000000001,0.043,True
4pwz_1,crystal,0.5479999999999999,0.452,True
4yet_1,biological,0.23199999999999998,0.768,True
3kza_1,NA,NA,NA,False
3l0z_5,NA,NA,NA,False
5xo7_1,NA,NA,NA,False
6vdd_2,NA,NA,NA,False
6vjb_4,NA,NA,NA,False
6w25_2,NA,NA,NA,False
6wrh_3,NA,NA,NA,False
