pdb_id,is_levy,is_physio,len_seq,model_id,DockQ,iptm
3lya_4,False,False,372,model_4_multimer,0.006,0.8591927289962769
3lyc_3,True,True,241,model_2_multimer,0.52,0.6397577524185181
3lyn_1,True,True,136,model_3_multimer,0.74,0.4165351390838623
3lyp_1,True,True,215,model_2_multimer,0.937,0.9092115759849548
3lza_1,True,True,141,model_3_multimer,0.947,0.9031860828399658
3m45_2,True,True,108,model_1_multimer,0.946,0.8619709014892578
3m5b_1,True,True,119,model_1_multimer,0.937,0.8849223852157593
3m5u_1,True,True,361,model_1_multimer,0.945,0.9626893401145935
3m7p_3,False,False,308,model_2_multimer,0.017,0.173427015542984
3me4_1,False,False,216,model_2_multimer,0.212,0.16085651516914368
3mg9_3,False,False,294,model_3_multimer,0.005,0.8755037784576416
3mgc_2,False,False,319,model_1_multimer,0.008,0.7561429142951965
3ml6_3,False,False,385,model_2_multimer,0.025,0.11402751505374908
3ml6_7,False,False,385,model_5_multimer,0.005,0.19892653822898865
3mlo_3,False,False,224,model_1_multimer,0.055,0.07497357577085495
3mlp_10,False,False,402,model_3_multimer,0.01,0.17086085677146912
3mnd_1,True,True,152,model_3_multimer,0.955,0.9360523819923401
3mq4_1,True,True,481,model_3_multimer,0.611,0.6516944766044617
3msq_6,True,True,224,model_4_multimer,0.903,0.9007173776626587
3mt5_4,False,False,726,model_3_multimer,0.011,0.15370291471481323
3mux_1,True,True,251,model_2_multimer,0.954,0.9619598984718323
3mxo_2,True,False,202,model_1_multimer,0.009,0.9341517686843872
3n3m_1,True,True,342,model_3_multimer,0.912,0.927084743976593
3n5c_1,False,False,162,model_5_multimer,0.083,0.2171298861503601
3n77_3,True,True,144,model_3_multimer,0.814,0.8893851637840271
3nan_2,False,False,994,model_5_multimer,0.003,0.2109004110097885
3nc1_5,False,False,1073,model_4_multimer,0.006,0.19648365676403046
3nfc_1,True,True,111,model_2_multimer,0.918,0.7955844402313232
3nib_1,True,True,309,model_3_multimer,0.72,0.7742453813552856
3nj2_1,True,True,174,model_4_multimer,0.662,0.8352954387664795
3npc_2,False,False,364,model_3_multimer,0.059,0.10489314794540405
3nrd_1,True,True,135,model_4_multimer,0.922,0.9354541301727295
3nuh_5,False,False,420,model_2_multimer,0.007,0.23980110883712769
3nur_2,True,True,357,model_1_multimer,0.909,0.9110923409461975
3nyl_3,False,False,210,model_4_multimer,0.011,0.7334270477294922
3nyo_3,False,False,576,model_1_multimer,0.005,0.1334419548511505
3nzp_2,True,False,619,model_4_multimer,0.005,0.8961127996444702
3nzr_2,True,True,248,model_2_multimer,0.97,0.9604494571685791
3o0m_1,True,True,149,model_5_multimer,0.819,0.9181020259857178
3o51_5,False,False,267,model_5_multimer,0.027,0.27323099970817566
3o63_1,True,True,243,model_3_multimer,0.806,0.8825253248214722
3o77_2,False,False,415,model_4_multimer,0.014,0.12065725028514862
3o9s_1,True,True,152,model_4_multimer,0.731,0.291898250579834
3oa4_1,True,True,161,model_3_multimer,0.904,0.8394064903259277
3obh_1,True,True,82,model_2_multimer,0.858,0.72341388463974
3oco_1,True,True,153,model_2_multimer,0.915,0.8665621280670166
3oet_2,True,True,381,model_3_multimer,0.958,0.9209829568862915
3okt_4,False,False,681,model_5_multimer,0.015,0.15453168749809265
3ooo_1,True,True,132,model_3_multimer,0.878,0.8723148107528687
3opu_23,False,False,339,model_4_multimer,0.012,0.12124539911746979
3orr_1,True,True,377,model_5_multimer,0.86,0.9189772605895996
3oxp_1,True,True,150,model_1_multimer,0.912,0.8932850360870361
3oym_4,False,False,395,model_1_multimer,0.01,0.8087201118469238
3p0c_3,True,True,130,model_2_multimer,0.196,0.3150591254234314
3p0u_1,True,True,249,model_3_multimer,0.621,0.8391210436820984
3p27_1,False,False,483,model_3_multimer,0.006,0.2878102660179138
3p3d_2,True,True,132,model_2_multimer,0.967,0.7941608428955078
3p4y_1,False,False,415,NA,NA,NA
3p9x_1,True,True,211,model_2_multimer,0.944,0.8602173328399658
3pbb_5,False,False,329,model_3_multimer,0.008,0.12551440298557281
3pc6_1,True,True,104,model_5_multimer,0.87,0.8323535919189453
3pc7_1,True,True,88,model_3_multimer,0.703,0.7850890159606934
3pf9_1,True,True,270,model_3_multimer,0.938,0.8994446396827698
3pfy_4,False,False,185,model_1_multimer,0.076,0.11889670044183731
3pim_1,False,False,187,model_3_multimer,0.206,0.5864624381065369
3pl2_2,True,True,319,model_4_multimer,0.948,0.9125376343727112
3pm7_1,True,True,80,model_1_multimer,0.62,0.7993302345275879
3pnd_8,False,False,337,model_2_multimer,0.007,0.8744692802429199
3ppe_1,True,True,203,model_4_multimer,0.208,0.5621693134307861
3ppl_1,True,True,427,model_3_multimer,0.952,0.9546383619308472
3pr8_1,True,True,229,model_5_multimer,0.96,0.9340608716011047
3prb_7,False,False,231,model_3_multimer,0.006,0.8130996227264404
3pu7_1,True,True,154,model_5_multimer,0.965,0.9362643957138062
3pyi_1,True,True,170,model_5_multimer,0.66,0.7781822681427002
3q1d_1,True,True,47,model_3_multimer,0.192,0.23947808146476746
3q5m_5,False,False,224,model_3_multimer,0.585,0.11042580008506775
3q64_1,True,True,162,model_3_multimer,0.962,0.8804968595504761
3qat_3,True,True,318,model_1_multimer,0.032,0.12303135544061661
3qb2_9,False,False,187,model_3_multimer,0.096,0.09159383177757263
3qm2_1,True,True,386,model_5_multimer,0.696,0.9233465194702148
3qq6_1,True,True,78,model_2_multimer,0.842,0.8133553266525269
3qwm_1,False,False,140,model_1_multimer,0.917,0.85053551197052
3qxu_2,True,False,126,model_3_multimer,0.035,0.5087888240814209
3qyj_3,True,True,291,model_2_multimer,0.948,0.9370685815811157
3r03_1,True,True,144,model_2_multimer,0.945,0.8926588296890259
3r0n_1,True,True,128,model_2_multimer,0.831,0.8847506046295166
3r6m_1,True,True,213,model_2_multimer,0.86,0.8599212169647217
3r8c_1,True,True,228,model_5_multimer,0.193,0.1156197264790535
3r8e_1,True,True,321,model_5_multimer,0.94,0.9162689447402954
3r8k_1,False,False,212,model_1_multimer,0.006,0.6471017599105835
3rao_1,True,False,371,model_5_multimer,0.008,0.9016308784484863
3rbg_2,True,True,124,model_2_multimer,0.912,0.7657724618911743
3ret_7,False,False,101,model_5_multimer,0.029,0.936577320098877
3rjs_1,True,True,89,model_2_multimer,0.858,0.9121755361557007
3rks_2,True,True,258,model_4_multimer,0.96,0.9380837678909302
3rmk_3,False,False,492,model_4_multimer,0.005,0.7851274013519287
3rny_3,True,True,346,model_5_multimer,0.173,0.17643596231937408
3ro8_19,False,False,341,model_3_multimer,0.044,0.17377255856990814
3rob_1,True,True,139,model_2_multimer,0.962,0.8959563374519348
3rog_2,True,False,265,model_5_multimer,0.009,0.8859883546829224
3ros_1,True,True,484,model_1_multimer,0.922,0.9331321120262146
3rpc_2,True,True,264,model_3_multimer,0.898,0.9258732199668884
3rri_2,True,True,135,model_5_multimer,0.942,0.9257547855377197
3rt0_1,False,False,340,model_3_multimer,0.01,0.114776611328125
3rt2_2,True,True,183,model_2_multimer,0.323,0.31920620799064636
3rtl_6,True,True,121,model_3_multimer,0.151,0.5855864882469177
3rtr_20,False,False,106,model_4_multimer,0.015,0.5096486210823059
3s4r_7,False,False,93,model_4_multimer,0.016,0.5893574357032776
3sdp_1,True,True,195,model_5_multimer,0.568,0.9065555930137634
3smd_2,True,True,153,model_4_multimer,0.958,0.8871248960494995
3smt_4,False,False,497,model_5_multimer,0.017,0.20745155215263367
3sno_1,True,True,315,model_2_multimer,0.813,0.8803923726081848
3ssi_1,True,True,113,model_4_multimer,0.913,0.8865542411804199
3sti_6,False,False,245,model_1_multimer,0.008,0.21640028059482574
3svk_1,True,True,407,model_2_multimer,0.379,0.9396416544914246
3t6n_4,False,False,208,model_1_multimer,0.01,0.7547369003295898
3t9y_1,True,True,150,model_2_multimer,0.865,0.9231916069984436
3tbo_1,True,True,60,model_3_multimer,0.78,0.876508891582489
3teq_1,True,True,101,model_5_multimer,0.885,0.8247430324554443
3teq_3,True,True,101,model_5_multimer,0.923,0.8240641355514526
3ter_1,True,True,136,model_2_multimer,0.835,0.8218365907669067
3tg8_4,False,False,228,model_1_multimer,0.022,0.17941375076770782
3tgo_11,False,False,229,model_1_multimer,0.027,0.07919073104858398
3thn_1,False,False,319,model_1_multimer,0.006,0.7524904012680054
3tn4_1,True,True,360,model_1_multimer,0.919,0.8933805227279663
3toe_1,True,True,91,model_1_multimer,0.968,0.8975050449371338
3tpe_4,False,False,440,model_3_multimer,0.008,0.11447466164827347
3tqj_1,True,True,210,model_5_multimer,0.987,0.90958172082901
3tqu_2,True,True,203,model_5_multimer,0.649,0.9156064391136169
3tr2_1,True,True,239,model_1_multimer,0.878,0.9207460880279541
3trc_1,True,True,171,model_4_multimer,0.851,0.8810869455337524
3tsw_4,False,False,391,model_3_multimer,0.022,0.33812740445137024
3ty9_4,False,False,393,model_2_multimer,0.074,0.14019663631916046
3tzu_1,True,True,137,model_4_multimer,0.943,0.8786519765853882
3u5v_1,True,True,76,model_1_multimer,0.718,0.7912073135375977
3u7i_2,True,True,223,model_5_multimer,0.898,0.930595874786377
3u80_1,True,True,151,model_2_multimer,0.706,0.9156984686851501
3u8z_10,False,False,300,model_2_multimer,0.012,0.0991457924246788
3u8z_2,False,False,300,model_2_multimer,0.034,0.09320461004972458
3ucr_1,True,False,110,model_4_multimer,0.555,0.32315024733543396
3uen_5,False,False,203,model_5_multimer,0.015,0.5741614103317261
3uf5_1,True,True,153,model_1_multimer,0.947,0.8334536552429199
3ufe_1,False,False,111,model_2_multimer,0.85,0.8430805206298828
3uit_14,False,False,265,model_2_multimer,0.021,0.6791013479232788
3umc_2,True,True,254,model_5_multimer,0.855,0.9021000862121582
3uqz_1,True,True,288,model_1_multimer,0.944,0.8911638855934143
3uro_2,True,True,221,model_4_multimer,0.356,0.7572513818740845
3ut0_7,False,False,822,model_5_multimer,0.006,0.17602919042110443
3v00_10,False,False,356,model_5_multimer,0.03,0.17641164362430573
3v0e_5,False,False,324,model_3_multimer,0.012,0.12875016033649445
3v6n_1,True,True,227,model_3_multimer,0.947,0.8802232146263123
3vdu_4,False,False,212,model_4_multimer,0.006,0.722918689250946
3vh1_2,False,False,598,model_4_multimer,0.002,0.7414710521697998
3vnf_2,True,True,216,model_1_multimer,0.013,0.07623554021120071
3vx3_1,True,True,248,model_4_multimer,0.8,0.9176620244979858
3w64_1,True,True,83,model_4_multimer,0.934,0.8581372499465942
3w66_1,True,True,108,model_5_multimer,0.922,0.8045381307601929
3wbi_8,False,False,606,model_5_multimer,0.052,0.20034293830394745
3wbj_2,False,False,459,model_1_multimer,0.011,0.13050304353237152
3wbj_6,False,False,459,model_4_multimer,0.039,0.18633249402046204
3wgn_3,False,False,392,model_5_multimer,0.015,0.11915227770805359
3wkl_2,False,False,180,model_1_multimer,0.014,0.10711806267499924
3wnk_2,False,False,721,model_5_multimer,0.004,0.18144439160823822
3woa_1,False,False,417,model_3_multimer,0.198,0.18333923816680908
3woi_1,True,True,698,model_2_multimer,0.808,0.6268121004104614
3wpw_1,True,True,187,model_3_multimer,0.609,0.8209192752838135
3wud_1,True,True,136,model_2_multimer,0.954,0.8291367888450623
3wxm_3,False,False,447,model_1_multimer,0.037,0.12959879636764526
3zc9_1,True,True,190,model_4_multimer,0.853,0.8717442750930786
3zig_1,True,True,86,model_5_multimer,0.611,0.8972439169883728
3zl7_8,False,False,386,model_5_multimer,0.006,0.5455833673477173
3zpg_1,True,True,382,model_2_multimer,0.892,0.868988037109375
3zrd_1,True,True,200,model_2_multimer,0.689,0.7794919013977051
3zrt_1,False,False,199,model_5_multimer,0.029,0.22093582153320312
3zyl_1,False,False,271,model_2_multimer,0.137,0.7335706949234009
4a12_9,False,False,190,model_2_multimer,0.009,0.84809809923172
4a56_1,True,True,93,model_4_multimer,0.927,0.8602817058563232
4a64_5,False,False,354,model_2_multimer,0.033,0.12656158208847046
4a7p_1,True,True,446,model_3_multimer,0.88,0.9436062574386597
4aj7_1,True,True,105,model_2_multimer,0.114,0.3280269205570221
4aqf_9,False,False,483,model_5_multimer,0.14,0.13245642185211182
4aqt_3,False,False,375,model_5_multimer,0.069,0.2788639962673187
4aw3_1,False,False,417,model_4_multimer,0.008,0.16055315732955933
4axv_2,True,False,243,model_2_multimer,0.009,0.9288386106491089
4ayg_2,False,False,1039,model_2_multimer,0.006,0.19752421975135803
4ayn_1,False,False,267,model_3_multimer,0.031,0.23908333480358124
4b87_1,False,False,367,model_5_multimer,0.025,0.13504208624362946
4bbr_39,False,False,1224,model_5_multimer,0.003,0.19780772924423218
4bkm_1,True,True,309,model_1_multimer,0.916,0.9080030918121338
4bla_10,False,False,756,model_5_multimer,0.006,0.1743888556957245
4bq8_3,False,False,251,model_3_multimer,0.017,0.1762717068195343
4c0o_1,False,False,923,model_3_multimer,0.006,0.1691417247056961
4c0p_1,False,False,923,model_3_multimer,0.007,0.1721799224615097
4c0s_1,False,False,463,model_5_multimer,0.104,0.17093005776405334
4c5g_6,False,False,451,model_4_multimer,0.015,0.11827559024095535
4c98_1,True,True,268,model_2_multimer,0.869,0.8672512769699097
4ccf_7,False,False,574,model_2_multimer,0.007,0.484363853931427
4cgr_1,True,True,216,model_4_multimer,0.563,0.8814566731452942
4chl_1,True,True,238,model_2_multimer,0.802,0.9334781169891357
4ckl_2,True,True,493,model_5_multimer,0.825,0.7708896398544312
4ckm_2,True,True,180,model_5_multimer,0.858,0.7584397792816162
4ckn_2,True,False,226,model_5_multimer,0.763,0.7750371694564819
4cmp_11,False,False,1372,model_5_multimer,0.005,0.21304988861083984
4cqo_2,False,False,535,model_4_multimer,0.052,0.20327356457710266
4cqo_7,False,False,535,model_3_multimer,0.011,0.17115537822246552
4cyj_12,False,False,438,model_5_multimer,0.004,0.8555988073348999
4czm_1,False,False,348,model_3_multimer,0.015,0.13802936673164368
4czm_5,False,False,348,model_3_multimer,0.008,0.13997069001197815
4d6y_1,True,True,148,model_4_multimer,0.928,0.8127027750015259
4d94_2,False,False,1325,model_1_multimer,0.019,0.21288754045963287
4d9o_1,True,True,236,model_4_multimer,0.106,0.0827154815196991
4da4_1,False,False,873,model_1_multimer,0.034,0.1669836789369583
4dez_3,False,False,356,model_4_multimer,0.008,0.7891975045204163
4dj2_1,True,True,320,model_5_multimer,0.723,0.7893701791763306
4dj3_1,True,True,317,model_5_multimer,0.617,0.6923666000366211
4dkc_1,True,True,190,model_5_multimer,0.971,0.8453467488288879
4dmz_1,False,False,321,model_1_multimer,0.111,0.11464075744152069
4dq0_1,False,False,200,model_5_multimer,0.056,0.08853989839553833
4ds3_1,True,True,209,model_2_multimer,0.607,0.8897868394851685
4dsc_1,True,False,188,model_5_multimer,0.037,0.7153836488723755
4du5_2,True,True,336,model_2_multimer,0.899,0.8528964519500732
4dup_1,True,True,353,model_5_multimer,0.875,0.9040637016296387
4dvh_1,True,True,208,model_1_multimer,0.958,0.9272183775901794
4dyw_3,True,True,157,model_1_multimer,0.942,0.8156300783157349
4e04_1,True,True,327,model_1_multimer,0.267,0.3027800917625427
4e4j_2,True,True,433,model_5_multimer,0.726,0.8358502984046936
4e5y_1,True,True,321,model_2_multimer,0.768,0.9406940937042236
4e69_2,True,False,328,model_2_multimer,0.004,0.8489692807197571
4e86_14,True,True,32,model_5_multimer,0.92,0.5949390530586243
4e89_2,False,False,157,model_3_multimer,0.272,0.313014417886734
4eht_1,True,True,276,model_2_multimer,0.821,0.8756847381591797
4eib_6,False,False,109,model_1_multimer,0.687,0.42138123512268066
4emb_2,True,True,274,model_4_multimer,0.91,0.8681861758232117
4eo9_1,True,True,268,model_5_multimer,0.917,0.8721513152122498
4epl_2,False,False,581,model_2_multimer,0.018,0.14798477292060852
4eru_1,True,True,170,model_5_multimer,0.928,0.862438440322876
4ese_1,True,True,204,model_5_multimer,0.897,0.947752833366394
4ex4_1,False,False,735,model_5_multimer,0.004,0.16452786326408386
4exn_1,True,True,175,model_4_multimer,0.89,0.8699821829795837
4exo_1,True,True,146,model_3_multimer,0.985,0.9396676421165466
4exq_2,True,True,368,model_5_multimer,0.924,0.9285707473754883
4f2n_2,True,True,230,model_4_multimer,0.975,0.8754752278327942
4f7o_1,False,False,257,model_1_multimer,0.506,0.5212523341178894
4f7r_11,False,False,253,model_3_multimer,0.006,0.8809895515441895
4f82_1,True,True,176,model_2_multimer,0.901,0.9066901803016663
4fbi_1,True,True,82,model_5_multimer,0.771,0.8797711133956909
4fdb_1,True,True,101,model_3_multimer,0.818,0.8998501896858215
4fhl_2,False,False,394,model_3_multimer,0.026,0.11202370375394821
4flb_1,True,True,144,model_4_multimer,0.901,0.8650457859039307
4fn9_1,True,True,254,model_1_multimer,0.006,0.24884706735610962
4fna_6,False,False,280,model_3_multimer,0.043,0.10828229039907455
4fqn_1,False,False,98,model_2_multimer,0.068,0.3030702471733093
4fqu_5,True,False,313,model_2_multimer,0.007,0.9245160818099976
4fr2_1,True,True,401,model_5_multimer,0.802,0.9435352087020874
4ft4_1,False,False,784,model_3_multimer,0.007,0.1605505496263504
4fzp_1,True,True,82,model_1_multimer,0.736,0.8944685459136963
4g0a_16,False,False,317,model_2_multimer,0.007,0.5927697420120239
4g0b_5,False,False,436,model_4_multimer,0.055,0.15402032434940338
4g1l_10,False,False,364,model_3_multimer,0.007,0.8583124876022339
4g2e_1,True,True,157,model_2_multimer,0.704,0.8301735520362854
4g37_4,False,False,555,NA,NA,NA
4g3u_6,False,False,403,model_4_multimer,0.297,0.18777021765708923
4g7n_1,True,False,225,model_4_multimer,0.006,0.8671146631240845
4g8t_2,True,True,464,model_4_multimer,0.974,0.9159379601478577
4ga4_1,True,False,440,model_3_multimer,0.005,0.6037318706512451
4gc9_1,False,False,345,model_5_multimer,0.007,0.18892090022563934
4gdy_11,False,False,439,model_5_multimer,0.01,0.9518393278121948
4gew_4,False,False,362,model_2_multimer,0.032,0.24758380651474
4gmg_11,False,False,385,model_4_multimer,0.007,0.8868627548217773
4gmk_1,True,True,228,model_3_multimer,0.897,0.944715142250061
4gml_1,False,False,235,model_3_multimer,0.013,0.09539647400379181
4gtw_1,False,False,823,model_3_multimer,0.004,0.754044771194458
4guz_5,True,True,284,model_1_multimer,0.751,0.9229615330696106
4gvl_7,False,False,462,model_2_multimer,0.037,0.12778404355049133
4h2i_1,True,False,532,model_1_multimer,0.726,0.6671807765960693
4h6u_1,False,False,200,model_3_multimer,0.101,0.11467050015926361
4h6z_1,False,False,190,model_1_multimer,0.051,0.12328046560287476
4hc1_28,False,False,206,model_5_multimer,0.071,0.8720940351486206
4hd0_5,False,False,339,model_5_multimer,0.006,0.8888258337974548
4hdg_1,False,False,639,model_5_multimer,0.149,0.1499858796596527
4hf7_1,True,True,209,model_5_multimer,0.948,0.9442837238311768
4hhe_4,False,False,323,model_5_multimer,0.014,0.2602251172065735
4hj1_6,False,False,432,model_5_multimer,0.004,0.22073596715927124
4hne_6,False,False,384,model_3_multimer,0.04,0.10803186893463135
4hok_1,False,False,296,model_4_multimer,0.011,0.11436741054058075
4hwx_1,True,True,114,model_5_multimer,0.82,0.8843278884887695
4i15_1,True,False,343,model_3_multimer,0.007,0.9122965335845947
4i1m_4,False,False,302,model_2_multimer,0.067,0.09670348465442657
4i1t_1,True,True,215,model_5_multimer,0.703,0.6095806956291199
4i24_3,True,False,329,model_5_multimer,0.015,0.08858950436115265
4i5q_1,True,True,222,model_2_multimer,0.804,0.7320727705955505
4i6s_9,False,False,91,model_3_multimer,0.017,0.31141507625579834
4i8c_13,False,False,502,model_1_multimer,0.006,0.2481989562511444
4ic3_1,True,True,74,model_2_multimer,0.823,0.7665076851844788
4ikm_1,False,False,469,model_3_multimer,0.007,0.15520474314689636
4ina_1,True,True,405,model_5_multimer,0.86,0.8097858428955078
4iry_1,False,False,483,model_2_multimer,0.009,0.12588652968406677
4iyp_5,False,False,151,model_1_multimer,0.059,0.19933325052261353
4iys_1,True,False,156,model_1_multimer,0.12,0.30567362904548645
4j2p_1,True,True,236,model_5_multimer,0.614,0.924720823764801
4j9a_11,True,True,137,model_2_multimer,0.922,0.8703023791313171
4jc8_1,False,False,669,model_3_multimer,0.018,0.1429571658372879
4jdl_2,True,True,223,model_1_multimer,0.356,0.39434272050857544
4je1_1,True,True,175,model_4_multimer,0.757,0.862572193145752
4jp4_1,True,False,173,model_1_multimer,0.043,0.37153324484825134
4ju5_1,False,False,238,model_4_multimer,0.154,0.4281826913356781
4jz2_1,True,True,208,model_3_multimer,0.979,0.9250615835189819
4k30_3,True,True,160,model_2_multimer,0.931,0.8723688721656799
4k5s_1,False,False,536,model_5_multimer,0.004,0.8870817422866821
4kcx_1,True,True,117,model_5_multimer,0.853,0.8113359808921814
4kgb_1,True,True,487,model_2_multimer,0.885,0.9563271403312683
4kkd_1,False,False,433,model_4_multimer,0.039,0.11376310884952545
4kmd_4,False,False,444,model_1_multimer,0.015,0.6128203868865967
4knh_1,False,False,961,model_4_multimer,0.006,0.23740537464618683
4knh_4,False,False,961,model_5_multimer,0.105,0.20951169729232788
4kv9_1,True,True,412,model_3_multimer,0.53,0.6092327237129211
4kvr_2,True,True,244,model_5_multimer,0.409,0.7079527378082275
4kxf_17,False,False,1024,model_1_multimer,0.007,0.18915455043315887
4kyx_1,True,True,149,model_4_multimer,0.937,0.875931978225708
4l3q_1,False,False,457,model_1_multimer,0.079,0.16382654011249542
4l4w_9,False,False,295,model_1_multimer,0.018,0.6542972326278687
4l4z_1,True,True,266,model_3_multimer,0.662,0.8649215698242188
4l7e_1,True,True,204,model_1_multimer,0.928,0.9301857948303223
4l85_1,True,False,123,model_3_multimer,0.015,0.9135663509368896
4ld8_1,True,True,297,model_2_multimer,0.938,0.8108616471290588
4ldb_4,False,False,297,model_3_multimer,0.012,0.7517003417015076
4ldz_1,True,False,203,model_5_multimer,0.45,0.624479353427887
4le0_1,True,True,139,model_3_multimer,0.838,0.7857959270477295
4lev_3,True,False,369,model_3_multimer,0.006,0.8630363941192627
4lft_1,True,True,73,model_3_multimer,0.191,0.24006135761737823
4lhc_2,False,False,983,model_4_multimer,0.003,0.9051690101623535
4lir_1,True,True,117,model_1_multimer,0.968,0.7679176926612854
4ljk_2,True,True,229,model_2_multimer,0.937,0.8772822618484497
4lmf_6,True,True,276,model_4_multimer,0.338,0.3205510973930359
4lo5_2,False,False,433,model_5_multimer,0.004,0.12877729535102844
4low_1,True,True,89,model_4_multimer,0.955,0.8427845239639282
4lrw_1,True,False,170,model_3_multimer,0.052,0.08926017582416534
4lw8_1,True,True,329,model_5_multimer,0.936,0.9084007143974304
4lza_1,True,True,195,model_2_multimer,0.967,0.8803982734680176
4m58_1,False,False,238,model_4_multimer,0.028,0.6928104162216187
4mdh_1,True,True,334,model_4_multimer,0.814,0.9168744087219238
4mei_1,True,True,181,model_4_multimer,0.917,0.7448633909225464
4mhr_2,True,True,314,model_3_multimer,0.919,0.8524830341339111
4mko_2,False,False,236,model_2_multimer,0.03,0.08824792504310608
4mkq_1,False,False,169,model_2_multimer,0.057,0.2013513296842575
4mmm_5,True,True,168,model_2_multimer,0.946,0.9315929412841797
4mqb_1,True,False,208,model_4_multimer,0.011,0.9116543531417847
4muo_1,True,True,328,model_2_multimer,0.83,0.9023924469947815
4n3v_1,False,False,187,model_4_multimer,0.008,0.8826012015342712
4n4a_3,False,False,428,model_3_multimer,0.005,0.11542325466871262
4nf1_4,True,True,150,model_1_multimer,0.871,0.8804481029510498
4ngf_4,False,False,302,model_4_multimer,0.008,0.5374008417129517
4nif_2,False,False,333,model_1_multimer,0.138,0.2015729397535324
4nk0_2,True,False,163,model_2_multimer,0.013,0.7792741060256958
4nld_3,False,False,574,model_5_multimer,0.041,0.1288381665945053
4nnz_2,True,False,439,model_2_multimer,0.005,0.9064359664916992
4npj_1,False,False,299,model_2_multimer,0.05,0.45433810353279114
4nqq_1,True,True,213,model_4_multimer,0.301,0.5673544406890869
4nsv_1,True,True,275,model_1_multimer,0.096,0.16813018918037415
4nuq_1,True,True,215,model_1_multimer,0.718,0.5725515484809875
4nvr_1,True,True,307,model_3_multimer,0.89,0.9372612237930298
4nwc_2,True,False,258,model_4_multimer,0.068,0.9324067831039429
4nxf_1,True,True,118,model_1_multimer,0.875,0.6774042248725891
4nxw_2,False,False,342,model_5_multimer,0.057,0.11124324798583984
4nzj_2,True,True,477,model_1_multimer,0.816,0.8562366962432861
4nzq_2,False,False,557,model_3_multimer,0.005,0.22324025630950928
4nzv_1,True,True,336,model_1_multimer,0.568,0.7572412490844727
4o03_1,False,False,557,model_3_multimer,0.005,0.22024589776992798
4o1h_1,True,True,139,model_2_multimer,0.947,0.816611647605896
4o1i_2,True,True,138,model_5_multimer,0.592,0.81661057472229
4o1r_2,True,True,142,model_4_multimer,0.97,0.8729197382926941
4o1w_1,True,True,79,model_1_multimer,0.951,0.900599479675293
4o67_1,True,False,363,model_3_multimer,0.005,0.8668034076690674
4o7v_1,True,True,238,model_2_multimer,0.935,0.9223847389221191
4o9k_1,True,True,130,model_2_multimer,0.893,0.9225649833679199
4oar_3,False,False,258,model_4_multimer,0.24,0.4377498924732208
4ofd_1,True,True,214,model_1_multimer,0.49,0.7340309619903564
4ohc_2,True,True,236,model_4_multimer,0.982,0.9191561341285706
4oie_1,True,True,185,model_4_multimer,0.051,0.21830841898918152
4oja_1,True,True,170,model_3_multimer,0.913,0.8719195127487183
4oky_1,True,True,293,model_5_multimer,0.854,0.8705959320068359
4omv_1,True,True,206,model_4_multimer,0.667,0.5899999737739563
4oph_1,False,False,230,model_3_multimer,0.033,0.36171814799308777
4ov8_5,False,False,476,model_2_multimer,0.009,0.517219066619873
4p2l_1,False,False,506,model_5_multimer,0.011,0.3433164954185486
4p3o_5,False,False,410,model_5_multimer,0.005,0.938715934753418
4p3w_1,False,False,182,model_5_multimer,0.323,0.48699238896369934
4p52_2,True,False,331,model_5_multimer,0.006,0.9107714295387268
4p7o_1,False,False,367,model_5_multimer,0.084,0.13698464632034302
4paa_1,False,False,848,model_4_multimer,0.036,0.17481428384780884
4pbc_1,False,False,316,model_2_multimer,0.082,0.9361277222633362
4pbe_1,True,True,333,model_4_multimer,0.967,0.9412513971328735
4pel_7,False,False,565,model_4_multimer,0.015,0.13733205199241638
4pfe_1,False,False,343,model_4_multimer,0.05,0.1190359815955162
4ph6_1,True,True,256,model_1_multimer,0.937,0.9153087139129639
4pln_1,False,False,432,model_1_multimer,0.008,0.17408940196037292
4pob_1,True,True,117,model_1_multimer,0.026,0.09565901756286621
4ppy_1,True,True,210,model_2_multimer,0.882,0.9520056247711182
4pr3_1,True,True,233,model_2_multimer,0.929,0.9027052521705627
4pwz_1,False,False,412,model_2_multimer,0.007,0.19515040516853333
4pyz_1,False,False,273,model_4_multimer,0.034,0.11407983303070068
4pz8_4,False,False,403,model_1_multimer,0.032,0.11899760365486145
4pz9_1,True,True,223,model_3_multimer,0.841,0.9189648032188416
4pzk_1,True,True,170,model_2_multimer,0.825,0.9023345708847046
4q5y_1,False,False,355,model_3_multimer,0.116,0.1299523115158081
4q7e_1,True,True,129,model_3_multimer,0.787,0.8912783861160278
4q7j_22,False,False,594,model_5_multimer,0.006,0.15678977966308594
4q96_2,True,False,135,model_2_multimer,0.852,0.754910409450531
4q97_1,True,True,111,model_5_multimer,0.93,0.8950080275535583
4q9a_1,True,True,229,model_5_multimer,0.656,0.9195573329925537
4qbo_1,True,True,92,model_5_multimer,0.978,0.9208531379699707
4qdh_1,False,False,438,model_1_multimer,0.066,0.1729956567287445
4qds_1,False,False,187,model_3_multimer,0.296,0.454166978597641
4qf2_1,True,True,58,model_1_multimer,0.138,0.04721352458000183
4qf3_3,True,True,58,model_4_multimer,0.221,0.18941691517829895
4qgb_1,False,False,216,model_4_multimer,0.033,0.168506920337677
