File,I_Proba_Consensus,F_SOAP,F_Network_full,F_Network_binding_0,F_Network_binding_1,F_FireDockScore,TrainingColumn,Source
2nwv_1.pdb,0.61901003,-1838.6670000000001,-2237.183,-2.6792269813607548,-2.678550412112703,-90.83,1,QSbio
2nx9_1.pdb,0.99200356,-4112.124,-6096.036999999998,-6.212174435005332,-6.2138173458108925,-77.71,1,QSbio
2nyb_2.pdb,0.7989494,-4040.728,-2262.2927,-4.731172760905042,-4.632528904166373,-44.96,0,QSbio
2nys_1.pdb,0.98148,-4168.068,-2404.6196,-3.3645968472297283,-2.700455924557874,-106.88,0,QSbio
2o1v_1.pdb,0.9922396,-5085.646,-4382.9326,-5.903379446808414,-5.506519187507537,-119.46,0,QSbio
2o7m_6.pdb,0.6799218,-2760.494,-1984.9661,2.6493558891738984,2.6342849553580967,-83.47,0,Dunbrack
2o9a_1.pdb,0.5207733,-1591.589,-1825.5769,-4.345025034957355,-3.9852892746283786,-70.8,0,QSbio
2oai_1.pdb,0.0111812,-1386.6129999999994,-154.70064,0.4353817407644133,0.44237715506231945,27.96,1,QSbio
2ob5_1.pdb,0.92354506,-3054.022,-1976.5056,-4.419005197878961,-4.422552560711441,-111.65,1,QSbio
2ofj_1.pdb,0.03366115,-1533.6889999999999,-893.18945,-0.4446083695117376,-0.07768342620480577,0.64,0,Dunbrack
2ogi_1.pdb,0.30974653,-2309.61,,-4.7255029568606775,-4.913144347744775,-80.11,0,QSbio
2oik_2.pdb,0.939716,-2630.466,-2532.7375,-5.323689826537693,-5.3605646341300295,-104.18,1,QSbio
2omk_1.pdb,0.80929774,-4189.768,-3694.8103,-2.48022383365195,-2.636419541447792,,0,QSbio
2ont_3.pdb,0.9910358,-6084.884,-2968.918,-0.7321399491134455,-0.7322951598139756,-133.23,0,Dunbrack
2oo2_1.pdb,0.9336773000000002,-3748.0879999999997,-2777.191,-0.8413222810968013,-0.7318021494057659,-105.74,1,QSbio
2oqt_5.pdb,0.3737132,-2177.635,-1487.3367,-3.6170475532969455,-3.783827941950913,-65.7,0,QSbio
2ov8_1.pdb,0.16068803,-1868.4270000000001,-1287.0837,-3.933442071930704,-3.9369446444951386,-49.48,0,QSbio
2ovg_3.pdb,0.08629813,-1789.6989999999994,-920.9778,-2.708999598118901,-2.7086423780853557,-41.33,0,QSbio
2ovi_2.pdb,0.9917034,-3539.363,-2210.8965,-4.6581473304329855,-4.836156373444092,-138.87,1,QSbio
2oz6_1.pdb,0.99239266,-5515.6330000000025,-5481.889,-4.8336858271954615,-4.829960556563379,-164.42,1,QSbio
2ozv_1.pdb,0.6215189999999999,-2528.368,-1805.5889,-3.0856137841268616,-3.5277422549537043,-98.73,1,QSbio
2p22_22.pdb,0.7748834,-3838.5409999999997,-2465.6238,6.8069207374875775,6.883044534806138,-70.43,1,Dunbrack
2p5u_1.pdb,0.99221003,-3564.327,-5454.8955,-5.29509386940819,-4.8508985833032785,-121.28,0,QSbio
2pcj_1.pdb,0.06822632,-1311.914,-1337.3629999999996,-1.8452653231141238,-1.4664037475522054,-21.83,1,QSbio
2pf4_5.pdb,0.46234426,-2586.175,-1685.7075,-5.390379807750144,-4.752528720415538,-37.76,0,Dunbrack
2pfi_1.pdb,0.13369672,-2271.3,-993.83215,0.061681166192477335,-0.24075895984845205,-99.6,1,QSbio
2ph0_1.pdb,0.9366781,-3145.026,-2144.3743,-4.909933015423835,-4.515280822200567,-112.35,1,QSbio
2ph1_1.pdb,0.3138492,-1575.469,-1851.6458,-0.167405268873042,-0.17216844702147902,-46.03,1,QSbio
2pij_1.pdb,0.04298935,-1458.4679999999994,-691.1297599999998,-3.112789117228908,-3.0467767675408672,-45.07,1,QSbio
2pju_1.pdb,0.92323035,-2752.008,-2410.5208,-1.7362755412569195,-2.4978165316685583,-57.83,1,QSbio
2pl1_1.pdb,0.10968635,-1530.019,-1289.7922,-2.3743533538279284,-2.3687326175443304,-18.07,0,QSbio
2pls_5.pdb,0.009613356,-1283.251,-140.92609,1.6865443565443543,1.6152309953903707,-8.63,1,QSbio
2pmr_1.pdb,0.9908205,-3195.454,-3595.0132,-3.3045239591469584,-3.2922304033694547,-94.94,1,QSbio
2pn5_2.pdb,0.046412077,-3659.76,-315.04834,-6.118199309868832,-6.120311543761977,-41.6,0,Dunbrack
2ppv_1.pdb,0.99237764,-4348.434,-3560.5679,-4.870826331025102,-4.86770367023837,-161.06,1,QSbio
2pr8_3.pdb,0.9887198,-3807.454,-2180.2876,-4.241454623209358,-4.009537382902692,-114.62,0,Dunbrack
2pwj_2.pdb,0.94635326,-3439.079,-2435.9028,-4.289329838000676,-4.327846709058063,-75.65,1,QSbio
2pzz_1.pdb,0.06489034,-1752.922,-923.26624,-3.1702956113909173,-2.421531534741868,-39.29,1,QSbio
2q24_2.pdb,0.93581665,-2930.93,-3108.208,-3.87334182482434,-4.323858344560493,-41.73,1,QSbio
2q30_4.pdb,0.99239856,-3803.566,-3893.3313,-4.116748730296237,-3.932513745564452,-182.09,1,QSbio
2q4n_1.pdb,0.92742175,-2150.7,-3291.5425,-5.383477163478969,-5.424903629833397,-95.77,0,QSbio
2q5c_3.pdb,0.17188473,-1981.122,-1415.4922,-0.9513290139783604,-0.7954649585846397,-7.72,0,QSbio
2q7d_1.pdb,0.6282859000000001,-4222.102,-1516.3724,-2.0928518589717435,-2.277435793182216,-108.5,0,Dunbrack
2q8r_2.pdb,0.5127308,-2210.354,-1129.0286,-4.052189718243081,-4.017359725547748,-87.88,0,QSbio
2qaz_2.pdb,0.918153,-3494.2659999999996,-2092.3557,-2.1457949794024183,-2.02363415104155,-58.35,0,QSbio
2qc7_2.pdb,0.032835804,-2160.155,-233.04153,-2.374148712285736,-2.374648622110224,-43.67,1,QSbio
2qgh_1.pdb,0.9926016,-9170.069,-8206.386,-8.157986104447776,-8.158247585704894,-316.57,0,QSbio
2qld_1.pdb,0.88466203,-2896.711,-1696.7008,-3.5567975496208653,-3.539898898602882,-105.81,0,QSbio
2qlx_2.pdb,0.9924652,-5705.021,-2601.1587,-4.596247498943463,-4.873869986972318,-244.8,0,QSbio
2qms_1.pdb,0.6211573,-2938.083,-1260.4338,-3.890274658575098,-4.203613423739613,-92.97,1,QSbio
2qrr_1.pdb,0.8992392,-1978.3270000000002,-2301.4946,-6.072214529613078,-6.416711774171188,-88.19,1,QSbio
2qsq_1.pdb,0.22209284,-1839.86,-1258.6309,-3.334779286278476,-1.2833623060334602,-77.69,0,QSbio
2qxl_1.pdb,0.017882418,-2458.246,348.39514,-5.573795163559001,-5.598893880274172,-11.29,0,Dunbrack
2qxy_1.pdb,0.024370395,-1150.45,-647.2609,-1.4871307875595987,-1.552534840313895,-24.48,0,QSbio
2qyu_1.pdb,0.14162001,-4337.476,-1831.9757,-2.2337341262360395,-2.233721798049232,-73.79,0,Dunbrack
2r3v_6.pdb,0.6441406999999999,-3126.388,-2317.994,-3.809371927110647,-3.9665414808578126,-78.95,0,QSbio
2r7h_1.pdb,0.4341871,-2858.6809999999996,-1230.9089,-2.2116917099771602,-2.92221356077812,-73.82,0,QSbio
2r8q_1.pdb,0.99132794,-2877.122000000001,-3344.4377,-3.885891070197721,-3.981421279329226,-95.19,1,QSbio
2rax_22.pdb,0.5129204,-3203.801,-1232.5535,8.122542358234295,8.102206512472197,-111.05,0,Dunbrack
2rc3_2.pdb,0.55850875,-4172.653,-3651.0571,-4.477495178181793,-3.871923561033941,229.7,1,QSbio
2rcv_2.pdb,0.9213985,-3005.3940000000002,-2309.3403,-4.956276138278622,-5.046141445838614,-57.49,1,QSbio
2rdi_2.pdb,0.09386967,-2768.797,-865.345,-2.5825749239479268,-2.580939697988278,-5.74,0,Dunbrack
2rgv_1.pdb,0.5784011,-6470.458000000001,-2781.239,-5.012549761144694,-5.093373316774027,212.4,0,QSbio
2rhj_1.pdb,0.033687886,-3453.515,-101.78845,2.3423484078313352,2.3363831490651514,-47.27,0,Dunbrack
2snw_1.pdb,0.04624749,-1195.374,-1138.0015,1.1630476192489858,0.6866670478742576,-8.66,0,QSbio
2tpt_1.pdb,0.99022675,-2853.828,-2754.2456,-5.6869204264796736,-5.6870089473652765,-65.04,0,QSbio
2uzj_8.pdb,0.11971325,-3352.852000000001,-822.41705,-1.5144619669401425,-2.3756766852369173,-76.34,0,Dunbrack
2v3t_1.pdb,0.0166043,-1927.62,,0.9063448177527192,0.2401059856308997,21.17,0,QSbio
2v54_1.pdb,0.93242997,-3269.975,-3013.0752,-3.381681399189924,-3.6542400028924775,-69.66,1,QSbio
2v5n_1.pdb,0.029201638,-1289.896,-716.0232,-3.1728819160352684,-3.3106979459930312,6.38,0,Dunbrack
2v9c_1.pdb,0.9920927,-3141.667,-5098.425,-3.0068074712847794,-4.290208270091816,-115.54,0,QSbio
2vj4_7.pdb,0.32829225,-2519.7729999999997,-1250.4857,-0.6419510904288709,-0.4683891227391019,-82.69,0,Dunbrack
2vnc_8.pdb,0.09622286,-2070.435,-1385.4943,-4.746623398168537,-4.744345635563653,29.52,0,Dunbrack
2vpk_1.pdb,0.99195516,-4710.324000000001,-2925.9712,-3.952273803237425,-3.9592383207674486,-111.89,1,QSbio
2vrn_1.pdb,0.13943623,-2595.655,-1149.0675,-4.273322523568705,-3.7926911991092975,-59.18,1,QSbio
2vsc_4.pdb,0.99244374,-7441.882,-2135.2449,-7.0411102497083045,-6.683743126752832,-256.62,0,Dunbrack
2vx8_1.pdb,0.99253213,-7200.228,-3178.8376,-6.342276765490317,-6.16270957377699,-234.85,1,Dunbrack
2w0l_2.pdb,0.17061248,-1426.096,-1895.2786,-1.2738105070533765,-1.4500932779517182,-34.06,0,QSbio
2w68_11.pdb,0.043180846,-1665.836,-959.87744,2.9671853621426774,2.9854972802809687,-45.96,0,Dunbrack
2w7w_1.pdb,0.7739049,-3643.12,-2155.813,-4.4556522966889816,-4.6692870711860985,-44.32,0,QSbio
2wcu_1.pdb,0.64428055,-2755.732,-1589.9675,-2.248135801678382,-2.6658640414937347,-112.86,0,QSbio
2we8_2.pdb,0.99166983,-2601.206,-3587.5781,-4.824091957158256,-4.8182560594408494,-98.14,1,QSbio
2wfc_1.pdb,0.38764423,-1720.905,-1677.3333,-4.598355665797037,-4.611363502439289,-64.24,1,QSbio
2wfh_1.pdb,0.39748624,-3198.5609999999997,-1694.5071,-3.6790800000910866,-3.1882422183724954,-82.2,1,Dunbrack
2wnh_2.pdb,0.029882822000000007,-1885.921,-819.0292400000002,-1.1571732071279022,-1.1461199258538421,21.34,1,Dunbrack
2wnh_5.pdb,0.010504736,-3053.1609999999996,581.6578,1.4088704974612791,1.3665002278408591,-4.21,1,Dunbrack
2ws2_1.pdb,0.92887557,-3232.8959999999997,-3519.0872,-4.927157382623159,-4.6595294871245905,-37.17,1,QSbio
2wui_1.pdb,0.5840814999999999,-4402.724,,-4.37758106382802,-4.377876509358138,-118.78,1,QSbio
2x2a_1.pdb,0.076557025,-2293.584,-1365.7214,-2.687254616634729,-2.8275475749264563,146.12,0,QSbio
2x2u_3.pdb,0.06865382,-4482.646,-1176.0393,-2.1064050623950203,-2.108904480501591,1922.09,0,Dunbrack
2x4i_1.pdb,0.9217885,-2758.5009999999997,-1989.418,-3.74190940922924,-3.605514042950301,-106.8,0,QSbio
2x6g_7.pdb,0.28951216,-2025.162,-1111.1829,-3.295375327925719,-1.6824886691310743,-59.43,0,QSbio
2xbf_2.pdb,0.18242761,-2312.723,-1222.3066,-0.680233418301724,-0.6800932846776587,11.48,0,Dunbrack
2xcr_4.pdb,0.109471366,-2904.736,-775.0711,-1.7248052754306569,-2.4614968960870645,-75.34,0,Dunbrack
2xdp_6.pdb,0.9588572,-9011.379,-2882.5347,-5.11705424633772,-5.0733537270539095,-34.5,0,Dunbrack
2xeq_1.pdb,0.019764556000000003,-1280.562,-692.3306,-0.09503427177705097,-0.2559470131817559,7.03,0,Dunbrack
2xeq_5.pdb,0.12675518,-1722.901,-1290.4663,-2.6351341715534504,-1.7456516394453414,-22.21,0,Dunbrack
2xer_3.pdb,0.77934575,-3554.929,-2021.7822,-0.5531304316530108,-1.8562000683854456,-86.74,0,Dunbrack
2xeu_1.pdb,0.3511263,-2028.745,-1212.8082,-1.0357653146004766,-1.0257505883170537,-75.86,1,QSbio
2xhf_1.pdb,0.5789319,-2188.436,-1541.3848,-1.3507015436212308,-3.5165596792943687,-78.29,1,QSbio
2xiq_1.pdb,0.018851694,-2822.952,-259.81464,2.474756937796252,2.2682921293224854,6.95,0,Dunbrack
2xj3_1.pdb,0.13357750000000002,-3517.88,,-3.8981189861710654,-2.556011975228627,73.43,0,QSbio
2xj9_1.pdb,0.9623901,-4405.4929999999995,-4145.443,-3.6113478920432014,-4.866764348772076,-43.77,0,Dunbrack
2xss_2.pdb,0.99248904,-10910.331,-7889.481,-4.6899737446459415,-4.709392485558652,-392.12,1,Dunbrack
2xt2_1.pdb,0.9265892,-4651.729,-1957.842,-3.5632434439087057,-2.5260866917077256,-164.77,0,QSbio
2xwc_1.pdb,0.024322694,-1268.711,-726.2206,-2.7769268962490106,-2.7159642039184404,36.6,0,QSbio
2yaz_6.pdb,0.010768285,-911.3330000000001,-1460.2164,3.872618363355888,2.313732844186924,1258.51,0,Dunbrack
2ycj_1.pdb,0.9925109,-5874.735,-5216.873,-6.364146364232267,-6.36412798163168,-192.11,0,QSbio
2ym0_5.pdb,0.48443246,-4322.039000000002,,1.7701850658974674,0.7809641494652259,-159.98,0,Dunbrack
2ym9_8.pdb,0.92451763,-3761.0679999999998,-1826.3354,-0.07173056248051869,-3.3491209716025514,-123.04,0,Dunbrack
2ymz_2.pdb,0.56676394,-1778.589,-2316.71,-3.971893032736225,-3.2813376586446505,-35.63,0,QSbio
2yvq_2.pdb,0.9921357,-4512.45,-3860.7114,-5.271647436615694,-5.22124243385528,-105.15,0,Dunbrack
2yvu_1.pdb,0.92406046,-3489.863,-2399.9263,-2.8241333358227725,-2.009876583333853,-79.97,0,QSbio
2ywa_1.pdb,0.92325485,-3570.647,-2650.562,-1.815914972085675,-0.9939916080561221,-52.75,0,QSbio
2yxz_2.pdb,0.60521185,-10879.577,-8505.315999999999,-6.99483821550215,-7.780618136829082,3011.4,1,QSbio
2yy9_1.pdb,0.9695752,-3650.696,-2541.8748,-4.484182898866288,-3.0841066399761163,-93.56,1,QSbio
2z00_2.pdb,0.5419439,-2841.092,-2109.1514,-3.2984539325964586,-3.297703785111957,-77.39,0,QSbio
2z0f_1.pdb,0.38513064,-2554.224,-1314.017,-6.25031785036207,-6.676088451848651,-57.62,1,QSbio
2z6f_1.pdb,0.008923066,-336.99,-542.76495,-1.7627939500956602,-1.7629003565736563,0.71,1,QSbio
2z7c_2.pdb,0.6076461999999999,-1991.987,-1930.2043,-2.7740430288646567,-2.5116055038282794,-83.55,0,QSbio
2zb3_4.pdb,0.006308551999999999,-1836.201,604.0886,0.4932808398468581,0.4929842616303944,-47.48,0,Dunbrack
2ze3_1.pdb,0.9926011,-9938.216,-8070.1333,-8.221194131194787,-8.215292134999205,-261.42,1,QSbio
2zhg_1.pdb,0.9924019,-6178.185,-4721.372,-4.625662281235544,-4.612369402050523,-170.92,0,QSbio
2zkj_2.pdb,0.029977057,-889.949,-1036.4606,0.4510239999047832,-0.7492794857845807,-44.09,0,QSbio
2znh_1.pdb,0.9926265,-20982.672000000002,-11860.5205,-10.451887064167233,-9.944801545870602,-758.64,0,Dunbrack
2zoz_2.pdb,0.0068161637,-697.938,-270.35687,7.707012742573773,4.778220364069131,-12.69,1,QSbio
2zu1_3.pdb,0.7207244,-2538.416,-1836.8013,-2.9093528055188984,-2.8602445048102982,-84.34,0,QSbio
2zv3_3.pdb,0.96781206,-2750.506,-2885.9011,-2.1666253531206627,-1.6994268589406378,-106.19,1,QSbio
2zvz_1.pdb,0.9278866,-2759.739,-3213.5269,-2.4399545732954726,-3.758107209053834,-61.61,0,QSbio
2zw2_1.pdb,0.9922663,-6408.358,-3036.1462,-0.54603705864611,-0.20846202812672607,-258.33,1,QSbio
2zxy_1.pdb,0.035501044,-437.75300000000004,-1294.2737,-2.2539860565068657,-2.2502024732115493,-18.08,1,QSbio
2zz8_1.pdb,0.22228141,-2920.992,-1256.3469,-1.2180604373301156,-1.126404616154815,-98.46,0,Dunbrack
2zzn_2.pdb,0.3282736,-2535.3,-1186.7946,-2.4604106835362294,-1.842503129519716,-68.89,0,Dunbrack
2zzt_1.pdb,0.057148855,-915.148,-1259.0236,-2.2008563601557265,-2.16210145719684,-41.42,1,QSbio
3a1d_5.pdb,0.010055827,-1703.4920000000006,-84.74565,3.7836287851896286,3.6327145709047652,-79.18,0,Dunbrack
3a44_1.pdb,0.99259263,-10837.688,-4718.4663,-8.627347717968764,-8.049055317117144,-221.78,0,Dunbrack
3a9i_1.pdb,0.018923724,-3911.185,-12.213097,9.700277026473923,9.579551994418443,3.01,1,Dunbrack
3aad_12.pdb,0.0104289595,-720.7360000000001,-494.16193,0.05305856983259834,0.05086892904327985,-14.23,1,Dunbrack
3ajz_1.pdb,0.22921959,-1219.096,-1892.1113,-2.703529930108374,-2.713630139246555,-59.18,0,QSbio
3al9_1.pdb,0.049083225,-1354.636,-1017.41425,-3.8901567217297983,-3.8386145736849433,-36.46,0,Dunbrack
3aln_1.pdb,0.124927506,-2069.817,-1544.2417,-4.599535615852019,-3.3413357663729824,596.08,0,Dunbrack
3ani_1.pdb,0.5648631,-2581.165,-1441.4468,-4.52624895420144,-4.465030048611216,-28.43,0,Dunbrack
3aos_1.pdb,0.029019162,-2157.689,-35.83864600000001,-1.866038107745319,-1.5437867836300476,-59.15,0,Dunbrack
3aqt_1.pdb,0.78914577,-1726.33,-4157.1816,-5.701627504425344,-6.0881982506256085,-84.48,1,QSbio
3atp_1.pdb,0.9793781,-3817.296,-4793.8677,-3.650208381536865,-3.762960619371949,-69.88,0,QSbio
3auf_1.pdb,0.09171022,-1248.037,-1584.44,-4.622093426734772,-4.61845172152913,-66.61,1,QSbio
3aux_2.pdb,0.7696947,-5098.521,-1696.4261,-2.513992640241482,-2.539555529101694,-42.22,0,Dunbrack
3aw8_1.pdb,0.9215282,-3546.052,-2662.9844,-5.335886501409007,-4.894735089849675,-72.91,1,QSbio
3b39_3.pdb,0.010681661,-1569.914,-282.51715,-0.7504748928045709,-0.7449050224676091,-21.36,0,Dunbrack
3b4u_1.pdb,0.99217784,-4035.752,-3546.291,-6.918765195679277,-6.0543618069913,-103.77,1,QSbio
3b7h_1.pdb,0.7345069000000001,-2765.252,-1727.6301,-5.637013011475709,-5.638649729476152,-99.27,1,QSbio
3b7m_6.pdb,0.09273152,-2850.075,-845.2307,-0.1556617478560355,-0.19292918027160408,-43.81,0,Dunbrack
3bde_2.pdb,0.99243546,-4408.246,-2625.2734,-5.249977646190218,-5.251367288889988,-188.16,1,QSbio
3bdl_3.pdb,0.07838146,-10631.843,-908.64954,1.7989498453557426,1.799015113879348,-267.13,0,Dunbrack
3bif_1.pdb,0.009361931,-833.825,-170.74289,-0.8184673136053152,-0.8262350499451514,-3.66,0,QSbio
3bjr_1.pdb,0.66267514,-3525.942,-1967.2051,-3.511872305143212,-3.512430475569692,-95.44,1,QSbio
3bjv_1.pdb,0.5416695,-2036.424,-1997.8875,-4.162908988316119,-4.157362236425378,-29.34,1,QSbio
3bl8_1.pdb,0.31760782,-2335.237,-1491.0596,-6.299866345681733,-5.570322366791017,-28.53,0,QSbio
3blc_3.pdb,0.16866536,-6333.892,-669.10724,-0.6983205250159848,-0.6943453178843786,-175.73,0,Dunbrack
3bqa_1.pdb,0.53657424,-1818.84,-2166.363,-3.5964358264106204,-3.7583385165158343,-11.93,0,Dunbrack
3bs3_1.pdb,0.04075612,-1270.485,-785.16016,-2.041619174087326,-2.0780269117295083,-71.71,1,QSbio
3bwv_1.pdb,0.799625,-3511.469,-1842.8215,-4.855987759853108,-4.134687255081674,-123.92,1,QSbio
3bxh_1.pdb,0.21319528,-1276.641,-1992.0807,-4.422377163769802,-4.772966595979669,-44.46,0,QSbio
3bxx_1.pdb,0.035792693,-1182.067,-1049.6714,-2.706397429429381,-1.9610517480388523,-29.55,0,Dunbrack
3bxz_1.pdb,0.98791134,-3746.067,-2185.9558,-5.495992906357068,-5.353922116396324,-90.69,1,Dunbrack
3by8_2.pdb,0.4588998,-1481.7279999999994,-2517.1946,-3.5266899392935978,-3.5198899662425425,-10.75,0,QSbio
3c1q_1.pdb,0.09938097,-1231.115,-1876.6416,0.8230899074067194,0.9073574830251201,-9.03,1,QSbio
3c5q_1.pdb,0.99260205,-9107.161,-7887.5356,-8.174725763526997,-8.175099210752874,-318.46,1,QSbio
3c6b_1.pdb,0.5586945,-2714.737,-1879.2385,-5.178612217997138,-5.181711959101452,-59.32,0,QSbio
3c8j_1.pdb,0.6018143,-3363.032,-1304.5175,-2.448609789754657,-2.2877815183955112,-110.37,1,QSbio
3c8x_2.pdb,0.9919281,-4224.872,-2985.244,-3.484462010366754,-3.505707524354153,-114.62,0,Dunbrack
3c9g_1.pdb,0.040168975,-1232.78,-948.4926,-3.3268244591406733,-3.2777358843141253,-31.36,1,QSbio
3cb2_1.pdb,0.8919449,-3724.325,-2239.2021,-4.057214979188905,-5.337566034326236,-72.27,0,Dunbrack
3ccg_1.pdb,0.61685556,-2572.552,-1761.875,-3.0381597399093385,-3.038336982516629,-53.17,0,QSbio
3ce1_1.pdb,0.6865939,-2214.827,-2128.7803,-5.138388298062567,-5.1166280447441315,-57.56,0,QSbio
3cei_1.pdb,0.79920363,-3163.462,-2327.4553,-5.017280090933636,-4.9826755864628165,-38.04,1,QSbio
3chi_1.pdb,0.9264612,-2622.111,-3215.0762,-2.7687053601532967,-2.8343211750463126,-96.27,0,QSbio
3cjw_1.pdb,0.9232749,-2322.349,-3000.2937,-2.675174564412877,-2.648531063711456,-73.55,1,QSbio
3cl3_7.pdb,0.92454416,-4185.445,-2877.035,-1.6522031342834467,-2.226006677689853,-122.72,1,Dunbrack
3clk_1.pdb,0.9850413,-2932.092,-3288.769,-4.0349548050092565,-4.764003000775321,-69.82,1,QSbio
3clv_1.pdb,0.20797825,-3142.388,-1057.6514,-2.5698232396070604,-2.5735322549015307,-36.39,1,QSbio
3cnk_1.pdb,0.9257618,-2651.0409999999997,-2216.6494,-4.735650164294951,-4.676753749958289,-112.37,1,QSbio
3cpe_5.pdb,0.11736803,-2345.688,-1259.4669,-1.9482689823370605,-1.96886039928052,-49.65,0,Dunbrack
3crj_1.pdb,0.9920839,-3752.639,-4759.232,-6.065574173016554,-5.353101695594843,-95.27,1,QSbio
3ctz_1.pdb,0.96468747,-4075.045,-3144.4998,-7.501924656988662,-7.500993390596429,-1.1,1,QSbio
3cwc_1.pdb,0.9504162,-2498.486,-2327.3235,-5.180258133434768,-5.492859779639215,-83.34,1,QSbio
3cwn_2.pdb,0.5726654999999999,-2188.403,-2109.7617,-5.900184704788683,-5.802014005360532,-44.04,0,QSbio
3cyv_1.pdb,0.78669584,-2544.39,-2594.8982,-5.433930149249576,-5.4315616448753286,-33.4,1,QSbio
3cz7_3.pdb,0.12728573,-2878.025,-728.5024400000002,-1.9065330816930668,-1.9037667538950191,-91.44,0,Dunbrack
3d6r_3.pdb,0.06703234,-1922.4470000000001,-670.55817,-1.2347897628261435,-0.4442578414793089,-63.01,1,QSbio
3d7a_1.pdb,0.07012266,-1698.356,-938.92737,-2.2803978165647907,-2.191870350554788,-57.49,1,QSbio
3d7q_2.pdb,0.56567997,-2114.393,-1844.3446,-2.336743491620956,-2.3339729698653398,-66.78,1,QSbio
3d8u_1.pdb,0.9919855,-3601.574,-4471.6997,-2.817089062313717,-4.957148480386216,-99.66,1,QSbio
3da8_1.pdb,0.08009163,-1777.674,-1487.6543,-4.4650301377090535,-4.573670762489587,418.7,0,QSbio
3dcj_1.pdb,0.0057731313000000005,-1065.521,-23.518715,-0.5893290699183639,0.9672255596264908,-29.48,0,QSbio
3dd9_1.pdb,0.6155146,-10139.791,-7562.758000000002,-8.634723112892338,-9.610638477070447,1356.52,0,Dunbrack
3ded_1.pdb,0.018594464,-2108.5,157.53238000000005,1.181128539135615,0.5162927248433418,0.23,1,QSbio
3dex_1.pdb,0.8690573,-2942.184,-1966.6462,-3.1500466212431046,-3.773748768924712,-81.94,1,QSbio
3dh1_1.pdb,0.9864229,-3076.875,-4044.7122,-3.5782643146486364,-3.8082720946074073,-77.41,1,QSbio
3die_1.pdb,0.99263,-13167.19,-6527.621,-13.118998771659351,-13.079586190129886,-447.01,0,Dunbrack
3dih_2.pdb,0.24092202,-1995.388,-1550.3054,-0.9728523181805004,-1.0130466427927551,-52.44,0,QSbio
3dka_1.pdb,0.3550922,-1426.52,-1931.3296,-2.0301628451398717,-2.7591404446307783,-58.99,1,QSbio
3dl3_1.pdb,0.2992596,-2584.03,-1219.1494,-0.4224869725293318,-2.4344559707391356,-74.33,1,QSbio
3dm8_1.pdb,0.97584164,-3109.98,-3300.9207,-2.984461440022604,-2.9439114035686567,-80.32,1,QSbio
3do5_1.pdb,0.992379,-4871.732,-4123.423,-4.034440804996106,-4.034428164101103,-173.34,0,QSbio
3dpt_1.pdb,0.01896779,-2151.1279999999997,-752.1522,0.5421776832672774,0.1631137680454069,1102.83,1,Dunbrack
3dqp_1.pdb,0.92275035,-3699.125,-2195.1963,-3.285547114807671,-3.2797602695580466,-103.38,1,QSbio
3dqv_12.pdb,0.13326035,-3273.564000000001,-1027.3982,-1.7889121300933142,-2.9940023418669246,-44.67,1,Dunbrack
3dqz_2.pdb,0.6313428000000001,-2652.637,-2134.8628,-5.856634220906496,-5.837075741533912,-65.94,1,QSbio
3dui_1.pdb,0.18787335,-1538.683,-1688.2598,-3.7179488709892814,-3.6003414702186287,-60.55,0,QSbio
3duv_1.pdb,0.99208564,-4688.895,-2850.4353,-4.6307241541417445,-6.5385369104204285,-98.31,1,QSbio
3dvf_1.pdb,0.1085272,-1637.3970000000006,-1242.9545,-2.973325303310306,-2.9733506933622147,-61.04,0,QSbio
3dvi_1.pdb,0.56142676,-1990.1570000000002,-1856.1989,-2.5045618805194505,-2.504529374653004,-59.13,0,QSbio
3dxb_16.pdb,0.013443599,-1133.6660000000004,-357.4571,-0.1875177404877603,-1.0388675041138788,-39.24,1,Dunbrack
3dyd_1.pdb,0.99256593,-7071.429,-7025.932,-7.078207915568192,-7.065893398324356,-253.62,0,QSbio
3e6d_1.pdb,0.99245834,-9098.383,-5779.6265,-4.164748141580209,-4.784405161444028,-201.98,0,QSbio
3e7k_14.pdb,0.78806925,-4792.7040000000015,-1147.4797,-2.4003978066391305,-3.2152309559585017,-121.63,1,Dunbrack
3e7p_1.pdb,0.8575798000000001,-2701.3459999999995,-2615.8367,-3.026601970944121,-3.01628807919514,-89.38,0,QSbio
3e8s_1.pdb,0.14715166,-2019.355,-1823.5137,-2.9274542270265345,-2.9277543502028576,4906.01,0,QSbio
3eb8_3.pdb,0.937154,-4651.688,-3128.5425,0.5892846460032711,0.303144683715492,-116.49,0,Dunbrack
3ec9_1.pdb,0.92366093,-2056.4770000000008,-2798.619,-4.628394804522534,-4.609013274060565,-113.32,1,QSbio
3eeg_1.pdb,0.68033123,-2019.719,-2453.1296,-1.2128918918684866,-1.3494205903982155,-56.75,1,QSbio
3ees_1.pdb,0.92234343,-2911.151,-1937.7124,-4.7220878329929565,-4.491071904627376,-106.56,0,QSbio
3efb_1.pdb,0.92104757,-2112.652,-2647.4927,-5.266179221356832,-5.1263856928152345,-74.4,1,QSbio
3egj_2.pdb,0.9253338,-2413.915,-2682.0774,-6.240307838154997,-5.838963757643893,-36.2,0,QSbio
3ego_1.pdb,0.95795745,-2693.445,-2822.665,-3.4397863338261767,-3.694931973274945,-86.87,0,QSbio
